Column1,name,dist,year,jewish_pop,total_pop,name_heb,dist_heb
1611,Stryj,Stryi,1765,1765,1765,סטריא,נפת סטרי
15,Ujazd,n. Bezhizhini,1764,79,1764,אויאזד,נפת בז'ז'יני
156,Działoszyn,Wieluń,1764,649,1764,דז'יאלושין,ויילון
172,Widawa,Powiat Łask,1764,166,1764,וידאווה,נפת לאסק
279,Lutomiersk,Łask,1764,404,1764,לוטוֹמיירסק,נפת לאסק
299,Nowe Miasto,powiat Rawski Mazowiecki,1764,146,1764,נובה מיאסטו,נפת ראווה מאזובייצקה
400,Piątek,Łęczyca,1764,101,1764,פיונטק,נפת לנצ'יצה
532,Rawa Mazowiecka,,1764,65,1764,ראווה מאזובייצקה,נפת ראווה מאזובייצקה
607,Baranow,Tarnobrzeg,1910,894,1764,באראנוב,נפת טארנובז'ג
507,Kleczew,Kalisz,1857,985,1760,קְלֶצֶב,נפת קאליש
1062,Borszczów,,1931,1756,1756,בורשצ'וב,נפת בורשצ'וב
1659,Koniecpol,Radomsko,1857,726,1755,קונייצפּוֹל,נפת ראדומסקו
549,Sieradz,,1808,177,1753,שייראדז,נפת שייראדז
320,Sompolno,,1827,318,1752,סומפולנו,נפת קולו
683,Dubiecko,Przemyśl,1900,976,1752,דובעצק,נפת פשמישל
1512,Nizankowice,Przemyśl,1880,364,1752,ניז'אנקוביצה,פשמישל
342,Słupca,Konin,1857,0,1746,סלופצה,נפת קונין
947,Ottynia,Tlumach,1931,1116,1728,אוטיניה,נפת טלומאץ'
454,Kamieńsk,powiat Piotrków Trybunalski,1857,563,1722,קאמינסק,נפת פיוטרקוב טריבונאלסקי
461,Koźminek,Kalisz,1897,473,1720,קוז'מינק,נפת קאליש
259,Lask,Lask,1793,1327,1718,לאסק,נפת לאסק
764,Żołynia,Lancut,1900,946,1711,ז'וֹלִינְיָה,נפת לאנצוט
1648,Wolbórz,Piotrków Trybunalski,1897,437,1705,וולבוז',נפת פיוטרקוב טריבונאלסקי
564,Szczerców,,1857,371,1687,שצ'רצוב,נפת לאסק
726,Wojnicz,Bochnia,1880,200,1683,ווֹינִיץ,בז'סקו
154,Drzewica,Oposzno,1921,1013,1662,דז'וויצה,נפת אופוצ'נו
423,Praszka,Wieluń,1827,541,1659,פראשקה,נפת ויילון
138,Grabów,powiat Łęczyca,1921,915,1658,גראבוב,נפת לנצ'יצה
729,Wojnicz,Bochnia,1910,171,1651,ווֹינִיץ,בז'סקו
1639,Brzeziny,,1808,413,1643,בז'ז'יני,נפת בז'ז'יני
94,Blaszki,Kalisz,1827,871,1636,בלאשקי,נפת קאליש
249,Tuszyn,Lodz,1857,589,1634,טושין,נפת לודז'
176,Widawa,Powiat Łask,1897,530,1632,וידאווה,נפת לאסק
1654,Rzgów,Lodz,1897,202,1631,ז'גוב,נפת לודז'
1367,Jabłonów,,1880,924,1629,יאבלונוב,נפת קולומיאה
525,Radoszyce,Koneckie,1827,476,1626,ראדושיצה,נפת קונסקיה
727,Wojnicz,Bochnia,1890,130,1622,ווֹינִיץ,בז'סקו
130,Głowno,powiat Brzeziny,1857,1237,1618,גלובנו,נפת בז'ז'יני
706,Dziedzice,Bielsko,1900,86,1618,דְּזִיידְזִיצֶה,ביילסקו
728,Wojnicz,Bochnia,1900,163,1614,ווֹינִיץ,בז'סקו
403,Piątek,Łęczyca,1857,805,1612,פיונטק,נפת לנצ'יצה
213,Żychlin,Powiat Kutno,1857,1062,1611,ז'יחלין,נפת קוטנו
749,Zator,,1900,436,1607,זאטור,נפת ואדוביצה
887,Limanowa,Limanowa,1890,571,1603,לימאַנוֹבָה,לימאנובה
1506,Narol,Lwów,1880,779,1603,נארול,"נפת לובאצ'וב, מחוז לבוב"
321,Sompolno,,1857,431,1601,סומפולנו,נפת קולו
600,Baligród,Lesko,1900,988,1600,בּאַלִיגְרוּד,נפת לסקו
1146,Dobromil,Dobrdomil,1860,850,1600,דוברומיל,נפת דובדומיל
20,Oviazd,,1897,816,1595,אויאזד,
744,Żabno,,1910,741,1591,ז'אבנו,נפת דומברובה
506,Kleczew,Kalisz,1827,802,1570,קְלֶצֶב,נפת קאליש
222,Złoczew,Sieradz District,1857,922,1566,זלוצ'ב,נפת שייראדז
1438,Lysiec,Stanislavov,1921,275,1560,לישייץ,סטאניסלאבוב
419,Pławno,Radomsko,1921,566,1556,פלאוונו,נפת ראדומסקו
1216,Wielkie Oczy,Yavoriv,1921,487,1550,ויילקיה אוצ'י,יאבורוב
111,Gorzkowice,Piotrków Trybunalski,1921,648,1548,גוז'קוביצה,נפת פיוטרקוב טריבונאלסקי
1583,Stanislawczyk,Brod,1880,795,1545,סטאניסלאוו קטן,נפת ברודי
33,Osiaków,,1921,759,1544,אושיאקוב,נפת ויילון
610,Bobowa,Grylice District,1900,749,1544,בובובה,נפת גורליצה
743,Żabno,,1900,730,1541,ז'אבנו,נפת דומברובה
289,Łęczyca,Powiat Łęczyca,1564,460,1529,לנצ'יצה,נפת לנצ'יצה
115,Gowarczów,powiat konecki,1897,681,1528,גובארצ'וב,נפת קונסקיה
402,Piątek,Łęczyca,1827,698,1516,פיונטק,נפת לנצ'יצה
1660,Koniecpol,Radomsko,1897,656,1514,קונייצפּוֹל,נפת ראדומסקו
866,Jordanów,Miśniech,1910,188,1511,יוֹרדָאנוב,נפת מישלניצה
116,Gowarczów,powiat konecki,1921,508,1508,גובארצ'וב,נפת קונסקיה
748,Zator,,1890,369,1507,זאטור,נפת ואדוביצה
102,Bełchatów,Piotrków Trybunalski,1857,1100,1506,בלחאטוב,נפת פיוטרקוב טריבונאלסקי
1590,Stara Sól,Sambor,1910,348,1506,סטארה סול,נפת סאמבור
1188,Hussaków,Mszczyska District,1900,629,1502,הוסאקוב,נפת מושצ'יסקה
1325,Touste,Skalat,1921,105,1498,טוֹאוּסטה,סקאלאט
1632,Uniejów,Nef Turck,1827,268,1496,אונייוב,נפת טורק
867,Jordanów,Miśniech,1921,238,1486,יוֹרדָאנוב,נפת מישלניצה
1206,Warez,Sokal,1900,964,1486,וארנז',נפת סוקאל
1310,Tartakow,Sokal,1921,1139,1486,טארטאקוב,נפת סוקאל
387,Poddębice,Leczyca,1827,267,1477,פּוֹדדֶמביצה,נפת לנצ'יצה
1610,Stryj,Stryi,1672,70,1477,סטריא,נפת סטרי
37,Izbica Kujawska,Kalisz,1827,681,1474,איזביצה קויאווסקה,נפת קאליש
1658,Koniecpol,Radomsko,1827,444,1469,קונייצפּוֹל,נפת ראדומסקו
327,Stawiszyn,Kalish,1827,258,1467,סטאווישין,נפת קאליש
1027,Buczacz,Powiat Buczacz,1812,1464,1464,בוצ'אץ,נפת בוצ'אץ
276,Lututów,Wieluń,1897,829,1445,לוטוטוב,נפת ויילון
824,Tyrawa Wołoska,Sanok,1921,299,1444,טירַאוָוה ווֹלוֹסְקָה,נפת סאנוק
611,Bobowa,Grylice District,1921,565,1442,בובובה,נפת גורליצה
1309,Tartakow,Sokal,1900,976,1442,טארטאקוב,נפת סוקאל
328,Stawiszyn,Kalish,1857,344,1440,סטאווישין,נפת קאליש
418,Pławno,Radomsko,1897,752,1436,פלאוונו,נפת ראדומסקו
368,Pabianice,Lask,1827,90,1433,פאביאניצה,לאסק
1589,Stara Sól,Sambor,1900,340,1430,סטארה סול,נפת סאמבור
89,Biała Rawska,,1857,1028,1426,ביאלה ראווסקה,נפת ראווה מאזובייצקה
1647,Wolbórz,Piotrków Trybunalski,1857,270,1425,וולבוז',נפת פיוטרקוב טריבונאלסקי
189,Wieruszów,,1808,224,1420,ויירושוב,נפת ויילון
742,Żabno,,1890,696,1420,ז'אבנו,נפת דומברובה
682,Dubiecko,Przemyśl,1880,666,1416,דובעצק,נפת פשמישל
886,Limanowa,Limanowa,1880,418,1408,לימאַנוֹבָה,לימאנובה
633,Brzostek,Jasło,1910,514,1397,בְּזוֹסְטֶק,יאסלו
142,Grocholice,Piotrków Trybunalski,1857,151,1382,גרוחוליה,פיוטרקוב טריבונאלסקי
153,Drzewica,Oposzno,1897,855,1361,דז'וויצה,נפת אופוצ'נו
77,Boleslawiec,Wieluń,1897,407,1348,בוֹלֶסלאווייץ,נפת ויילון
1587,Stara Sól,Sambor,1880,416,1347,סטארה סול,נפת סאמבור
865,Jordanów,Miśniech,1900,158,1345,יוֹרדָאנוב,נפת מישלניצה
1588,Stara Sól,Sambor,1890,378,1343,סטארה סול,נפת סאמבור
158,Działoszyn,Wieluń,1808,842,1339,דז'יאלושין,ויילון
3,Odrzywoł,Opućno,1921,389,1336,אודז'יבול,נפת אופוצ'נו
8,Odrzywół,Opoczno,1921,389,1336,אודז'יבול,אופוצ'נו
1187,Hussaków,Mszczyska District,1880,564,1336,הוסאקוב,נפת מושצ'יסקה
1205,Warez,Sokal,1880,880,1336,וארנז',נפת סוקאל
632,Brzostek,Jasło,1900,508,1335,בְּזוֹסְטֶק,יאסלו
49,Inowłódź,,1921,408,1332,אינובלודז',ראווה מאזובייצקה
340,Słupca,Konin,1808,12,1327,סלופצה,נפת קונין
740,Żabno,,1845,210,1325,ז'אבנו,נפת דומברובה
174,Widawa,Powiat Łask,1827,632,1324,וידאווה,נפת לאסק
1570,Stanisławów,Stanisławów,1732,1470,1321,סטאניסלאבוב,נפת סטאניסלאבוב
829,Trzebinia,,1921,915,1317,טשעביניָה,נפת חשאנוב
1452,Mariampol,Stanislavov District,1880,663,1316,מאריאמפול,"נפת סטאניסלאבוב, מחוז סטאניסלאבוב"
563,Szczerców,,1827,186,1306,שצ'רצוב,נפת לאסק
741,Żabno,,1880,667,1306,ז'אבנו,נפת דומברובה
634,Brzostek,Jasło,1921,479,1303,בְּזוֹסְטֶק,יאסלו
83,Brzeźnica,Radomsko,1857,299,1298,בז'ז'ניצה,נפת ראדומסקו
157,Działoszyn,Wieluń,1793,846,1294,דז'יאלושין,ויילון
1086,Bircza,Powiat Drohobych,1880,446,1294,בירצ'ה,נפת דוברומיל
1026,Buczacz,Powiat Buczacz,1765,1286,1286,בוצ'אץ,נפת בוצ'אץ
1226,Zawałów,,1890,396,1285,זאוואלוב,נפת פודהאיצה
630,Brzostek,Jasło,1880,393,1284,בְּזוֹסְטֶק,יאסלו
120,Golina,Konin,1857,614,1279,גולינה,נפת קונין
212,Żychlin,Powiat Kutno,1827,782,1277,ז'יחלין,נפת קוטנו
1646,Wolbórz,Piotrków Trybunalski,1827,112,1276,וולבוז',נפת פיוטרקוב טריבונאלסקי
114,Gowarczów,powiat konecki,1857,644,1266,גובארצ'וב,נפת קונסקיה
864,Jordanów,Miśniech,1890,104,1262,יוֹרדָאנוב,נפת מישלניצה
601,Baligród,Lesko,1921,515,1260,בּאַלִיגְרוּד,נפת לסקו
314,Sulejów,Silew,1857,346,1256,סולייוב,סילעוו
382,Pajęczno,Radomsko,1827,173,1252,פאיינצ'נו,נפת ראדומסקו
758,Zakliczyn,Biecz,1900,240,1252,זַאקְלִיצִ'ין,בז'סקו
334,Stryków,Łódź,1808,868,1248,סטריקוב,נפת לודז'
313,Sulejów,Silew,1827,355,1242,סולייוב,סילעוו
557,Slesin,Konin,1884,270,1242,שלשין,נפת קונין
281,Lutomiersk,Łask,1808,657,1239,לוטוֹמיירסק,נפת לאסק
631,Brzostek,Jasło,1890,406,1239,בְּזוֹסְטֶק,יאסלו
863,Jordanów,Miśniech,1880,80,1236,יוֹרדָאנוב,נפת מישלניצה
548,Sieradz,,1793,70,1234,שייראדז,נפת שייראדז
32,Osiaków,,1897,552,1233,אושיאקוב,נפת ויילון
417,Pławno,Radomsko,1857,755,1230,פלאוונו,נפת ראדומסקו
757,Zakliczyn,Biecz,1880,136,1230,זַאקְלִיצִ'ין,בז'סקו
745,Żabno,,1921,361,1228,ז'אבנו,נפת דומברובה
747,Zator,,1880,272,1218,זאטור,נפת ואדוביצה
516,Krośniewice,Kotno,1857,717,1206,קרוֹשנייוויצה,נפת קוטנו
460,Koźminek,Kalisz,1857,213,1200,קוז'מינק,נפת קאליש
378,Parzęczew,powiat Łęczyca,1857,545,1180,פאזינציב,נפת לנצ'יצה
255,Jeżów,powiat Brzeziny,1857,308,1172,ייז'וב,נפת בז'ז'יני
48,Inowłódź,,1897,324,1170,אינובלודז',ראווה מאזובייצקה
1591,Stara Sól,Sambor,1921,211,1170,סטארה סול,נפת סאמבור
181,Wieluń,Wieluń,1808,70,1169,ויילון,נפת ויילון
759,Zakliczyn,Biecz,1921,295,1167,זַאקְלִיצִ'ין,בז'סקו
828,Trzebinia,,1900,824,1167,טשעביניָה,נפת חשאנוב
70,Bolimów,Powiat Łowicz,1857,339,1162,בולימוב,נפת לוביץ'
71,Bolimów,Powiat Łowicz,1921,259,1160,בולימוב,נפת לוביץ'
1585,Stanislawczyk,Brod,1921,165,1153,סטאניסלאוו קטן,נפת ברודי
822,Tyrawa Wołoska,Sanok,1880,251,1152,טירַאוָוה ווֹלוֹסְקָה,נפת סאנוק
65,Burzenin,Sieradz,1921,228,1145,בוז'נין,נפת שייראדז
505,Kleczew,Kalisz,1808,496,1140,קְלֶצֶב,נפת קאליש
326,Stawiszyn,Kalish,1808,193,1137,סטאווישין,נפת קאליש
1433,Lipsko,Powiat Lubaczów,1900,469,1125,ליפסקו,נפת לובאצ'וב
64,Burzenin,Sieradz,1884,329,1114,בוז'נין,נפת שייראדז
519,Radomsko,,1808,0,1108,ראדומסקו,נובו ראדומסקו
599,Baligród,Lesko,1880,564,1108,בּאַלִיגְרוּד,נפת לסקו
459,Koźminek,Kalisz,1827,147,1100,קוז'מינק,נפת קאליש
235,Tuliszków,Konin,1857,83,1099,טולישקוב,נפת קונין
1434,Lipsko,Powiat Lubaczów,1921,248,1099,ליפסקו,נפת לובאצ'וב
1612,Stryj,Stryi,1795,453,1094,סטריא,נפת סטרי
248,Tuszyn,Lodz,1827,305,1093,טושין,נפת לודז'
1308,Tartakow,Sokal,1880,770,1091,טארטאקוב,נפת סוקאל
1653,Rzgów,Lodz,1857,122,1091,ז'גוב,נפת לודז'
705,Dziedzice,Bielsko,1890,51,1088,דְּזִיידְזִיצֶה,ביילסקו
545,Rozprza,Piotrków Trybunalski,1921,546,1087,רוזפשה,נפת פיוטרקוב טריבונאלסקי
280,Lutomiersk,Łask,1793,566,1085,לוטוֹמיירסק,נפת לאסק
1502,Nawaria,Lviv,1921,340,1084,נאוואריה,נפת לבוב
377,Parzęczew,powiat Łęczyca,1827,339,1074,פאזינציב,נפת לנצ'יצה
198,Żarnów,,1868,524,1073,ז'ארנוב,נפת אופוצינו
562,Szczerców,,1820,149,1064,שצ'רצוב,נפת לאסק
19,Oviazd,,1857,543,1055,אויאזד,
137,Grabów,powiat Łęczyca,1897,640,1054,גראבוב,נפת לנצ'יצה
221,Złoczew,Sieradz District,1827,534,1053,זלוצ'ב,נפת שייראדז
761,Zarszyn,Sanok,1900,171,1052,זַארְשִׁין,נפת סאנוק
823,Tyrawa Wołoska,Sanok,1900,415,1052,טירַאוָוה ווֹלוֹסְקָה,נפת סאנוק
836,Jawornik Polski,Zheshuv,1900,62,1050,יָאבוֹרְנִיק פּוֹלְסְקי,ז'שוב
113,Gowarczów,powiat konecki,1827,457,1049,גובארצ'וב,נפת קונסקיה
351,Skierniewice,Skierniewice,1808,73,1049,סקיירנייוויצה,נפת סקיירנייוויצה
300,Nowe Miasto,powiat Rawski Mazowiecki,1808,513,1043,נובה מיאסטו,נפת ראווה מאזובייצקה
401,Piątek,Łęczyca,1808,400,1042,פיונטק,נפת לנצ'יצה
119,Golina,Konin,1827,444,1041,גולינה,נפת קונין
556,Slesin,Konin,1857,232,1035,שלשין,נפת קונין
2,Odrzywoł,Opućno,1897,342,1033,אודז'יבול,נפת אופוצ'נו
7,Odrzywół,Opoczno,1897,342,1033,אודז'יבול,אופוצ'נו
129,Głowno,powiat Brzeziny,1827,784,1023,גלובנו,נפת בז'ז'יני
875,Lubliniec,Lubliniec,1787,81,1016,לוּבְּלִינֶייץ,לובלינייץ
733,Wielopole Skrzyńskie,Ropczyce,1921,550,1005,ויילוֹפּוֹלֶה סְקְשִׁינְסְקִיה,רופצ'יצה
1501,Nawaria,Lviv,1900,355,996,נאוואריה,נפת לבוב
76,Boleslawiec,Wieluń,1857,298,991,בוֹלֶסלאווייץ,נפת ויילון
620,Bukowsko,Sanok,1900,748,991,בּוּקוֹבְסְקוֹ,נפת סאנוק
837,Jawornik Polski,Zheshuv,1921,155,991,יָאבוֹרְנִיק פּוֹלְסְקי,ז'שוב
1568,Schodnica,Drohobych district,1880,122,988,סחודניצה,נפת דרוהוביץ'
1227,Zawałów,,1921,137,987,זאוואלוב,נפת פודהאיצה
1336,Tyśmienica,,1765,880,980,טישמייניצה,נפת טלומאץ'
1402,Jaryczów Nowy,Lviv,1931,976,976,יאריצ'וב נובי,נפת לבוב
762,Zarszyn,Sanok,1921,181,975,זַארְשִׁין,נפת סאנוק
1189,Hussaków,Mszczyska District,1921,249,973,הוסאקוב,נפת מושצ'יסקה
588,Osiek,Jasło,1880,232,965,אושייק,יאסלו
760,Zarszyn,Sanok,1880,128,959,זַארְשִׁין,נפת סאנוק
82,Brzeźnica,Radomsko,1827,172,958,בז'ז'ניצה,נפת ראדומסקו
1207,Warez,Sokal,1921,520,955,וארנז',נפת סוקאל
765,Żołynia,Lancut,1921,569,954,ז'וֹלִינְיָה,נפת לאנצוט
164,Warta,,1793,389,951,וארטה,נפת שייראדז
1652,Rzgów,Lodz,1827,65,949,ז'גוב,נפת לודז'
125,Gielniów,,1921,171,947,גיילניוב,נפת אופוצ'נו
731,Wielopole Skrzyńskie,Ropczyce,1880,446,945,ויילוֹפּוֹלֶה סְקְשִׁינְסְקִיה,רופצ'יצה
732,Wielopole Skrzyńskie,Ropczyce,1900,535,945,ויילוֹפּוֹלֶה סְקְשִׁינְסְקִיה,רופצ'יצה
498,Kłodawa,Kolo,1808,221,940,קלודאווה,נפת קולו
1454,Mariampol,Stanislavov District,1921,241,940,מאריאמפול,"נפת סטאניסלאבוב, מחוז סטאניסלאבוב"
1432,Lipsko,Powiat Lubaczów,1880,446,939,ליפסקו,נפת לובאצ'וב
1421,Lubycza Królewska,,1900,821,938,לוביצ'ה קרולבסקה,נפת ראווה רוסקה
855,Jaśliska,Sanok,1900,293,936,יאשליסקה,סאנוק
69,Bolimów,Powiat Łowicz,1827,223,927,בולימוב,נפת לוביץ'
234,Tuliszków,Konin,1827,51,926,טולישקוב,נפת קונין
47,Inowłódź,,1857,277,925,אינובלודז',ראווה מאזובייצקה
143,Grocholice,Piotrków Trybunalski,1921,51,921,גרוחוליה,פיוטרקוב טריבונאלסקי
136,Grabów,powiat Łęczyca,1857,514,918,גראבוב,נפת לנצ'יצה
1509,Nowe Miasto,Dobrómil,1880,356,916,נובה מיאסטו,נפת דוברומיל
145,Dobra,Turk,1808,507,908,דוברה,נפת טורק
180,Wieluń,Wieluń,1793,4,907,ויילון,נפת ויילון
197,Żarnów,,1857,390,907,ז'ארנוב,נפת אופוצינו
854,Jaśliska,Sanok,1880,201,906,יאשליסקה,סאנוק
856,Jaśliska,Sanok,1921,224,896,יאשליסקה,סאנוק
835,Jawornik Polski,Zheshuv,1880,89,894,יָאבוֹרְנִיק פּוֹלְסְקי,ז'שוב
1651,Rzgów,Lodz,1808,94,893,ז'גוב,נפת לודז'
1500,Nawaria,Lviv,1880,374,888,נאוואריה,נפת לבוב
589,Osiek,Jasło,1900,247,882,אושייק,יאסלו
349,Skulsk,Konin,1921,228,880,סקולסק,קונין
827,Trzebinia,,1880,634,879,טשעביניָה,נפת חשאנוב
1510,Nowe Miasto,Dobrómil,1900,314,874,נובה מיאסטו,נפת דוברומיל
118,Golina,Konin,1808,227,871,גולינה,נפת קונין
88,Biała Rawska,,1827,529,869,ביאלה ראווסקה,נפת ראווה מאזובייצקה
914,Mysłowice,Katowice,1779,78,866,מיסלובויצה,נפת קאטוביצה
915,Mysłowice,Katowice,1823,196,866,מיסלובויצה,נפת קאטוביצה
916,Mysłowice,Katowice,1831,225,866,מיסלובויצה,נפת קאטוביצה
917,Mysłowice,Katowice,1865,826,866,מיסלובויצה,נפת קאטוביצה
555,Slesin,Konin,1827,158,857,שלשין,נפת קונין
619,Bukowsko,Sanok,1880,480,854,בּוּקוֹבְסְקוֹ,נפת סאנוק
367,Pabianice,Lask,1808,27,844,פאביאניצה,לאסק
381,Pajęczno,Radomsko,1808,91,843,פאיינצ'נו,נפת ראדומסקו
75,Boleslawiec,Wieluń,1827,157,839,בוֹלֶסלאווייץ,נפת ויילון
81,Brzeźnica,Radomsko,1808,32,831,בז'ז'ניצה,נפת ראדומסקו
1638,Brzeziny,,1793,162,829,בז'ז'יני,נפת בז'ז'יני
458,Koźminek,Kalisz,1808,135,828,קוז'מינק,נפת קאליש
311,Sobota,Łowicz,1921,135,822,סובוטה,נפת לוביץ'
590,Osiek,Jasło,1921,213,813,אושייק,יאסלו
18,Oviazd,,1827,347,812,אויאזד,
58,Babiak,,1921,237,812,באביאק,נפת קולו
59,Babiak,,1939,240,812,באביאק,נפת קולו
379,Parzęczew,powiat Łęczyca,1921,174,808,פאזינציב,נפת לנצ'יצה
1343,Tłumacz,,1765,372,805,טלומאץ',נפת טלומאץ'
1645,Wolbórz,Piotrków Trybunalski,1808,39,805,וולבוז',נפת פיוטרקוב טריבונאלסקי
1607,Stratyn,Rohatyn,1880,593,804,סטראטין,נפת רוהאטין
211,Żychlin,Powiat Kutno,1808,457,801,ז'יחלין,נפת קוטנו
36,Izbica Kujawska,Kalisz,1808,296,800,איזביצה קויאווסקה,נפת קאליש
1511,Nowe Miasto,Dobrómil,1921,259,794,נובה מיאסטו,נפת דוברומיל
141,Grocholice,Piotrków Trybunalski,1827,61,792,גרוחוליה,פיוטרקוב טריבונאלסקי
254,Jeżów,powiat Brzeziny,1827,61,788,ייז'וב,נפת בז'ז'יני
859,Jedlicze,Krosno,1921,148,782,יֶדְלִיצֶ'ה,קרוסנו
709,Dynów,,1563,41,780,דינוב,נפת בז'וזוב
319,Sompolno,,1808,54,777,סומפולנו,נפת קולו
63,Burzenin,Sieradz,1857,241,775,בוז'נין,נפת שייראדז
421,Praszka,Wieluń,1793,281,774,פראשקה,נפת ויילון
46,Inowłódź,,1827,229,771,אינובלודז',ראווה מאזובייצקה
239,Turek,Powiat Turek,1808,33,764,טורֶק,נפת טורק
107,Będków,,1827,67,749,בנדקוב,נפת בז'ז'יני
453,Kamieńsk,powiat Piotrków Trybunalski,1827,268,749,קאמינסק,נפת פיוטרקוב טריבונאלסקי
1319,Tarnoruda,Skalat,1880,320,744,טארנורודה,סקאלאט
348,Skulsk,Konin,1897,185,738,סקולסק,קונין
101,Bełchatów,Piotrków Trybunalski,1827,262,729,בלחאטוב,נפת פיוטרקוב טריבונאלסקי
196,Żarnów,,1827,232,726,ז'ארנוב,נפת אופוצינו
416,Pławno,Radomsko,1827,273,726,פלאוונו,נפת ראדומסקו
621,Bukowsko,Sanok,1921,494,726,בּוּקוֹבְסְקוֹ,נפת סאנוק
1422,Lubycza Królewska,,1921,629,710,לוביצ'ה קרולבסקה,נפת ראווה רוסקה
34,Osiaków,,1939,700,700,אושיאקוב,נפת ויילון
1564,Sokołów,Napt Stryi,1921,237,698,סוקולוב,נפת סטרי
109,Będków,,1921,228,696,בנדקוב,נפת בז'ז'יני
247,Tuszyn,Lodz,1808,27,696,טושין,נפת לודז'
309,Sobota,Łowicz,1857,279,695,סובוטה,נפת לוביץ'
1608,Stratyn,Rohatyn,1900,413,694,סטראטין,נפת רוהאטין
1320,Tarnoruda,Skalat,1900,249,692,טארנורודה,סקאלאט
74,Boleslawiec,Wieluń,1808,57,687,בוֹלֶסלאווייץ,נפת ויילון
1563,Sokołów,Napt Stryi,1900,299,676,סוקולוב,נפת סטרי
310,Sobota,Łowicz,1897,325,669,סובוטה,נפת לוביץ'
363,Srocko,Piotrków Trybunalski,1827,10,667,סרוצקו,נפת פיוטרקוב טריבונאלסקי
173,Widawa,Powiat Łask,1808,137,665,וידאווה,נפת לאסק
135,Grabów,powiat Łęczyca,1827,348,656,גראבוב,נפת לנצ'יצה
1420,Lubycza Królewska,,1880,543,654,לוביצ'ה קרולבסקה,נפת ראווה רוסקה
124,Gielniów,,1857,124,645,גיילניוב,נפת אופוצ'נו
361,Skrzynno,,1921,191,641,סקשיננו,נפת אופוצ'נו
422,Praszka,Wieluń,1808,132,638,פראשקה,נפת ויילון
68,Bolimów,Powiat Łowicz,1808,123,636,בולימוב,נפת לוביץ'
308,Sobota,Łowicz,1827,202,631,סובוטה,נפת לוביץ'
1,Odrzywoł,Opućno,1857,88,628,אודז'יבול,נפת אופוצ'נו
6,Odrzywół,Opoczno,1857,88,628,אודז'יבול,אופוצ'נו
1562,Sokołów,Napt Stryi,1880,299,619,סוקולוב,נפת סטרי
1584,Stanislawczyk,Brod,1900,446,618,סטאניסלאוו קטן,נפת ברודי
1396,Jaryczów Nowy,Lviv,1765,613,613,יאריצ'וב נובי,נפת לבוב
233,Tuliszków,Konin,1808,16,604,טולישקוב,נפת קונין
108,Będków,,1857,248,602,בנדקוב,נפת בז'ז'יני
123,Gielniów,,1827,60,594,גיילניוב,נפת אופוצ'נו
253,Jeżów,powiat Brzeziny,1808,27,586,ייז'וב,נפת בז'ז'יני
128,Głowno,powiat Brzeziny,1808,398,575,גלובנו,נפת בז'ז'יני
366,Pabianice,Lask,1793,15,572,פאביאניצה,לאסק
1321,Tarnoruda,Skalat,1921,148,571,טארנורודה,סקאלאט
858,Jedlicze,Krosno,1900,125,565,יֶדְלִיצֶ'ה,קרוסנו
152,Drzewica,Oposzno,1857,257,555,דז'וויצה,נפת אופוצ'נו
358,Skrzynno,,1827,112,552,סקשיננו,נפת אופוצ'נו
56,Babiak,,1827,192,544,באביאק,נפת קולו
360,Skrzynno,,1897,191,544,סקשיננו,נפת אופוצ'נו
362,Skrzynno,,1939,100,544,סקשיננו,נפת אופוצ'נו
312,Sulejów,Silew,1808,91,537,סולייוב,סילעוו
1631,Uniejów,Nef Turck,1808,80,530,אונייוב,נפת טורק
62,Burzenin,Sieradz,1827,130,528,בוז'נין,נפת שייראדז
434,Przysucha,Opočno,1764,528,528,פשיסחא,נפת אופוצ'נו
57,Babiak,,1857,240,521,באביאק,נפת קולו
93,Blaszki,Kalisz,1808,259,519,בלאשקי,נפת קאליש
514,Krośniewice,Kotno,1808,236,514,קרוֹשנייוויצה,נפת קוטנו
561,Szczerców,,1808,88,513,שצ'רצוב,נפת לאסק
17,Oviazd,,1808,172,509,אויאזד,
452,Kamieńsk,powiat Piotrków Trybunalski,1808,88,501,קאמינסק,נפת פיוטרקוב טריבונאלסקי
1067,Brzeżany,Nפת Brzeżany,1670,100,500,בז'ז'אני,נפת בז'ז'אני
60,Burzenin,Sieradz,1793,10,490,בוז'נין,נפת שייראדז
87,Biała Rawska,,1808,299,477,ביאלה ראווסקה,נפת ראווה מאזובייצקה
554,Slesin,Konin,1807,130,475,שלשין,נפת קונין
826,Trzebinia,,1787,81,457,טשעביניָה,נפת חשאנוב
407,Pyzdry,,1764,454,454,פייזער,נפת קונין
542,Rozprza,Piotrków Trybunalski,1827,213,448,רוזפשה,נפת פיוטרקוב טריבונאלסקי
347,Skulsk,Konin,1857,171,441,סקולסק,קונין
275,Lututów,Wieluń,1857,135,440,לוטוטוב,נפת ויילון
278,Lututów,Wieluń,1939,1600,440,לוטוטוב,נפת ויילון
414,Pławno,Radomsko,1793,101,431,פלאוונו,נפת ראדומסקו
346,Skulsk,Konin,1827,204,430,סקולסק,קונין
515,Krośniewice,Kotno,1827,250,430,קרוֹשנייוויצה,נפת קוטנו
543,Rozprza,Piotrków Trybunalski,1857,246,423,רוזפשה,נפת פיוטרקוב טריבונאלסקי
359,Skrzynno,,1857,101,415,סקשיננו,נפת אופוצ'נו
