line,page,hb,gb,name,school,sanitaty,isr,grk,rk,parish_dist
1624,860,Grybów,Ciężkowice,Bukowiec,Lipnica Wielka,,Bobowa,," Paleśnica (BH: Brzesko),Lipnica Wielka","rk. Paleśnica (BH: Brzesko),Lipnica Wielka|isr. Bobowa"
1625,860,Grybów,Ciężkowice,Ciężkowice,Ciężkowice,,Bobowa,,Ciężkowice,rk. Ciężkowice|isr. Bobowa
1626,860,Grybów,Ciężkowice,Falkowa,Bruśnik,,Bobowa,,Brušnik,rk. Brušnik|isr. Bobowa
1627,860,Grybów,Ciężkowice,Jamna,,,Bobowa,,Paleśnica (BH: Brzesko),rk. Paleśnica (BH: Brzesko)|isr. Bobowa
1628,860,Grybów,Ciężkowice,Jankowa,,,Bobowa,,Wilezyska,rk. Wilezyska|isr. Bobowa
1629,860,Grybów,Ciężkowice,Jastrzębia,Jastrzębia,,Bobowa,,Jastrzębia,rk. Jastrzębia|isr. Bobowa
1630,860,Grybów,Ciężkowice,Kąśna Dolna,Ciężkowice,,Bobowa,,Jastrzębia,rk. Jastrzębia|isr. Bobowa
1631,860,Grybów,Ciężkowice,Kaśna Górna,Jastrzębia,,Bobowa,,Jastrzębia,rk. Jastrzębia|isr. Bobowa
1632,860,Grybów,Ciężkowice,Kipszna,,,Bobowa,,Ciężkowice,rk. Ciężkowice|isr. Bobowa
1633,860,Grybów,Ciężkowice,Lipnica Wielka,"Lipnica Wielka,Korzenna",,Bobowa,," Lipnica Wielka,Korzenna","rk. Lipnica Wielka,Korzenna|isr. Bobowa"
1634,860,Grybów,Ciężkowice,Lipniczka,Lipniczka,,Bobowas,,Wilczyska,rk. Wilczyska|isr. Bobowas
1635,860,Grybów,Ciężkowice,Ostrusza,Ostrusza,,Bobowa,,Ciężkowice,rk. Ciężkowice|isr. Bobowa
1636,860,Grybów,Ciężkowice,Plawna,Zborowice,,,," Zborowice,Siedliska,ir. Bobowa","rk. Zborowice,Siedliska,ir. Bobowa"
1637,860,Grybów,Ciężkowice,Sędziszowa,Siedliska,,Bobowa,,Siedliska,rk. Siedliska|isr. Bobowa
1638,860,Grybów,Ciężkowice,Siedliska,Siedliska,,Bobowa,,Siedliska,rk. Siedliska|isr. Bobowa
1639,860,Grybów,Ciężkowice,Siekierczyna,Bruśnik,,Bobowa,,Bruśnik,rk. Bruśnik|isr. Bobowa
1640,860,Grybów,Ciężkowice,Stróżna,Stróżna,,Bobowa,,,rk.|isr. Bobowa
1641,860,Grybów,Ciężkowice,Tursko,Ciężkowice,,Bobowa,,Ciężkowice,rk. Ciężkowice|isr. Bobowa
1642,860,Grybów,Ciężkowice,Zborowice,Zborowice,,Bobowa,,Zborowice,rk. Zborowice|isr. Bobowa
1643,860,Grybów,Grybów,Banica,Banica,,Grybów,Banica,,rk.|isr. Grybów|grk. Banica
1644,860,Grybów,Grybów,Berdechów ad Bugaj,Polna,,Grybów,,Polna,rk. Polna|isr. Grybów
1645,860,Grybów,Grybów,Berest,Berest,,Grybów,Berest,,rk.|isr. Grybów|grk. Berest
1646,860,Grybów,Grybów,Biała Niżna,Biała Niżna,,Grybów,,,rk.|isr. Grybów
1647,860,Grybów,Grybów,Biała Wyżna,Biała Wyżna,,Grybów,,,rk.|isr. Grybów
1648,860,Grybów,Grybów,Bieliczna,,,Grybów,Izby,g Izby,grk. Izby|isr. Grybów
1649,860,Grybów,Grybów,Binczarowa,Binczarowa,,Grybów,Binezarowa,,rk.|isr. Grybów|grk. Binezarowa
1650,860,Grybów,Grybów,Bogusza,Bogusza,,Grybów,Królowa Ruska,Ptaszkowa,rk. Ptaszkowa|grk. Królowa Ruska|isr. Grybów
1651,860,Grybów,Grybów,Brunary Niżne,Brunary Wyżne,,Grybów,Brunary Wyżne,,rk.|isr. Grybów|grk. Brunary Wyżne
1652,860,Grybów,Grybów,Brunary Wyżne,Brunary Wyżne,,Grybów,Branary Wyżne,,rk.|isr. Grybów|grk. Branary Wyżne
1653,860,Grybów,Grybów,Chodorowa,Wilczyska,,Bobowa,,Wilczyska,rk. Wilczyska|isr. Bobowa
1654,860,Grybów,Grybów,Cieniawa,Cieniawa,,Grybów,,Mystków,rk. Mystków|isr. Grybów
1655,860,Grybów,Grybów,Czarna,,,Grybów,Brunary Wyżne,,rk.|isr. Grybów|grk. Brunary Wyżne
1656,860,Grybów,Grybów,Czertyżne,,,Grybów,Banica,,rk.|isr. Grybów|grk. Banica
1657,860,Grybów,Grybów,Czyrna,,,Grybów,Czyrna,Tylicz (BH: Neusandez),rk. Tylicz (BH: Neusandez)|grk. Czyrna|isr. Grybów
1658,860,Grybów,Grybów,Florynka,Florynka,,Grybów,Florynka,,rk.|isr. Grybów|grk. Florynka
1659,860,Grybów,Grybów,Gródek,Gródek,,Grybów,,,rk.|isr. Grybów
1660,860,Grybów,Grybów,Grybów,Grybów,,Grybów,Binezarowa,,rk.|isr. Grybów|grk. Binezarowa
1661,860,Grybów,Grybów,Izby,Izby,,Grybów,Izby,Tylicz (BH: Neusandez),rk. Tylicz (BH: Neusandez)|grk. Izby|isr. Grybów
1662,860,Grybów,Grybów,Jaszkowa,Brunary Wyżne,,Grybów,Brunary Wyżne,,rk.|isr. Grybów|grk. Brunary Wyżne
1663,860,Grybów,Grybów,Kaclowa,Kaclowa,,Grybów,,,rk.|isr. Grybów
1664,860,Grybów,Grybów,Kamianna,,,Grybów,Kamianna,g Kamianna,grk. Kamianna|isr. Grybów
1665,860,Grybów,Grybów,Kamionka Wielka,Kamionka Wielka,,Grybów,,Kamionka Wielka,rk. Kamionka Wielka|isr. Grybów
1666,860,Grybów,Grybów,Koniuszowa,Koniuszowa,,Grybów,,Mogilno,rk. Mogilno|isr. Grybów
1667,860,Grybów,Grybów,Korzenna,Korzenna,,Grybów,,Korzenna,rk. Korzenna|isr. Grybów
1668,860,Grybów,Grybów,Królowa Polska,Królowa Polska,,Grybów,,Mystków,rk. Mystków|isr. Grybów
1669,860,Grybów,Grybów,Królowa Ruska,Królowa Ruska,,Grybów,Królowa Ruska,Ptaszkowa,rk.Ptaszkowa|grk. Królowa Ruska|isr. Grybów
1670,860,Grybów,Grybów,Krużlowa Niżna,Krużlowa Niżna,,Grybów,,Krużlowa Wyżna,rk. Krużlowa Wyżna|isr. Grybów
1671,860,Grybów,Grybów,Krużłowa Wyżna,Krużłowa Wyżna,,Grybów,,Krużłowa Wyżna,rk. Krużłowa Wyżna|isr. Grybów
1672,861,Grybów,Grybów,Mogilno,Mogilno,,Grybów,,Mogilno,rk. Mogilno|isr. Grybów
1673,861,Grybów,Grybów,Mszalnica,Mystków,,Grybów,,Mystków,rk. Mystków|isr. Grybów
1674,861,Grybów,Grybów,Mystków,Mystków,,Grybów,,Mystków,rk. Mystków|isr. Grybów
1675,861,Grybów,Grybów,Piorunka,,,Grybów,Czyrna,,rk.|isr. Grybów|grk. Czyrna
1676,861,Grybów,Grybów,Polany,Polany,,Grybów,Berest,g Berest,grk. Berest|isr. Grybów
1677,861,Grybów,Grybów,Polna,Polna,,Grybów,,Polna,rk. Polna|isr. Grybów
1678,861,Grybów,Grybów,Posadowa,Posadowa,,Grybów,,Mogilno,rk. Mogilno|isr. Grybów
1679,861,Grybów,Grybów,Ptaszkowa,Ptaszkowa,,Grybów,,Ptaszkowa,rk. Ptaszkowa|isr. Grybów
1680,861,Grybów,Grybów,Siołkowa,Siolkowa,,Grybów,,,rk.|isr. Grybów
1681,861,Grybów,Grybów,Snietnica,Snietnica,,Grybów,Śnietnica,,rk.|isr. Grybów|grk. Śnietnica
1682,861,Grybów,Grybów,Stara Wieś,,,Grybów,,Krużłowa Wyżna,rk. Krużłowa Wyżna|isr. Grybów
1683,861,Grybów,Grybów,Stawisza,,,Grybów,Śnietnica,,rk.|isr. Grybów|grk. Śnietnica
1684,861,Grybów,Grybów,Stróże Niżne,Wilczyska,,Grybów,,Wilezyska,rk. Wilezyska|isr. Grybów
1685,861,Grybów,Grybów,Stróże Wyżne,Stróże Wyżne,,Grybów,,Wilczyska,rk. Wilczyska|isr. Grybów
1686,861,Grybów,Grybów,Wawrzka,Wawrzka,,Grybów,Florynka,,rk.|isr. Grybów|grk. Florynka
1687,861,Grybów,Grybów,Wilczyska,Wilczyska,Bobowa,Bobowa,,Wilezyska,rk. Wilezyska|isr. Bobowa
1688,861,Grybów,Grybów,Wojnarowa,Wojnarowa,Bobowa,Bobowa,,Wilczyska,rk. Wilczyska|isr. Bobowa
1689,861,Grybów,Grybów,Wyskitna,Polna,,Grybów,,Polna,rk. Polna|isr. Grybów
1690,861,Horodenka,Horodenka,Chmielowa,,,,,,
1691,861,Horodenka,Horodenka,Czernelica,Czernelica,Czernelica,Czernelica,,,rk.|grk.|isr. Czernelica
1692,861,Horodenka,Horodenka,Czerniatyn,Czerniatyn,Czernelica,Czernelica,,,rk.|grk.|isr. Czernelica
1693,861,Horodenka,Horodenka,Dąbki,Dąbki,Horodenka (SD),Horodenka,Czerniatyn,,rk.|isr. Horodenka|grk. Czerniatyn
1694,861,Horodenka,Horodenka,Daleszowa,Daleszowa,Czernelica,Czernelica,Dąbki,Michaleze,rk. Michaleze|grk. Dąbki|isr. Czernelica
1695,861,Horodenka,Horodenka,Głuszków,Głuszków,Czernelica,Czernelica,Daleszowa,Michalcze,rk. Michalcze|grk. Daleszowa|isr. Czernelica
1696,861,Horodenka,Horodenka,Horodenka,Horodenka : 4,Horodenka (SD),Horodenka,Głuszków,,rk.|isr. Horodenka|grk. Głuszków
1697,861,Horodenka,Horodenka,Horodnica,Horodnica,Horodenka (SD),Horodenka,,,rk.|grk.|isr. Horodenka
1698,861,Horodenka,Horodenka,Jasienów Polny,Jasienów Polny,Horodenka (SD),Horodenka,Horodnica,,rk.|isr. Horodenka|grk. Horodnica
1699,861,Horodenka,Horodenka,Kolanki,Kolanki,Czernelica,Horodenka,Jasienów Polny,,rk.|isr. Horodenka|grk. Jasienów Polny
1700,861,Horodenka,Horodenka,Kopaczyńce,Kopaczyńce,Czernelica,Czernelica,Daleszowa,Mihaleze,rk. Mihaleze|grk. Daleszowa|isr. Czernelica
1701,861,Horodenka,Horodenka,Korniów,Korniów,Czernelica,Czernelica,Kopaczyńce,,rk.|isr. Czernelica|grk. Kopaczyńce
1702,861,Horodenka,Horodenka,Kunisowce,Kunisowce,Czernelica,Czernelica,Korniów,,rk.|isr. Czernelica|grk. Korniów
1703,861,Horodenka,Horodenka,Michalcze,Michalcze,Czernelica,Czernelica,Kopaczyńce,,rk.|isr. Czernelica|grk. Kopaczyńce
1704,861,Horodenka,Horodenka,Okno,Okno,Czernelica,Horodenka,Siemakowce,Michaleze,rk. Michaleze|grk. Siemakowce|isr. Horodenka
1705,861,Horodenka,Horodenka,Olchowiec,Olchowiec,Horodenka (SD),Horodenka,Okno,,rk.|isr. Horodenka|grk. Okno
1706,861,Horodenka,Horodenka,Olejowa Korniów,Olejowa Korniów,Czernelica,Czernelica,Korniów,,rk.|isr. Czernelica|grk. Korniów
1707,861,Horodenka,Horodenka,Olejowa Korolówka,Olejowa Korolówka,Horodenka (SD),Czernelica,Olejowa Korolówka,,"rk.|isr. Czernelica,(grk. Olejowa Korolówka"
1708,861,Horodenka,Horodenka,Potoczyska,Potoczyska,Horodenka (SD),Czernelica,Olejowa Korolówka,,rk.|isr. Czernelica|grk. Olejowa Korolówka
1709,861,Horodenka,Horodenka,Probabin,,Horodenka (SD),Horodenka,Potoczyska,,rk.|isr. Horodenka|grk. Potoczyska
1710,861,Horodenka,Horodenka,Raszków,Strzyleze,Horodenka (SD),Horodenka,Strzylcze,,rk.|isr. Horodenka|grk. Strzylcze
1711,861,Horodenka,Horodenka,Repużyńce,,Czernelica,Horodenka,Olejowa Korolówka,Michaleze,"rk. Michaleze|grk. Olejowa Korolówka,(isr. Horodenka"
1712,861,Horodenka,Horodenka,Serafince,,Horodenka (SD),Czernelica,Dąbki,Michaleze,rk. Michaleze|grk. Dąbki|isr. Czernelica
1713,861,Horodenka,Horodenka,Siemakowce,,Czernelica,Horodenka,Serafince,,rk.|isr. Horodenka|grk. Serafince
1714,861,Horodenka,Horodenka,Strzyleze,(Siemakowce Biłka (Gm. Siemakowce): Exp. Strzyleze,Czernelica,Horodenka,Siemakowce,Michaleze,rk. Michaleze|grk. Siemakowce|isr. Horodenka
1715,861,Horodenka,Horodenka,Targowica,Targowica,Horodenka (SD),Horodenka,Strzylcze,,rk.|isr. Horodenka|grk. Strzylcze
1716,861,Horodenka,Horodenka,Toporowee,Toporowce,Horodenka (SD),Horodenka,Targowica,Gwoździec Miasto (BH Kolomea),rk. Gwoździec Miasto (BH Kolomea)|grk. Targowica|isr. Horodenka
1717,861,Horodenka,Horodenka,Tyszkowce,Tyszkowce,Horodenka (SD),Horodenka,Toporowce,Sniatyn (BH:Sniatyn),"rk. Sniatyn (BH:Sniatyn)|grk. Toporowce,(isr. Horodenka"
1718,861,Horodenka,Horodenka,Wierzbowce,Wierzbowce,Horodenka (SD),Horodenka,Tyszkowce,,rk.|isr. Horodenka|grk. Tyszkowce
1719,862,Horodenka,Obertyn,Bałahorówka,Chocimierz,,Obertyn,,,rk.|grk.|isr. Obertyn
1720,862,Horodenka,Obertyn,Chocimierz,Chocimierz,,Obertyn,Chocimierz,,rk.|grk. Chocimierz|isr. Obertyn
1721,862,Horodenka,Obertyn,Czortowiec,Czortowiec,,Obertyn,Czortowiec,,rk.|isr. Obertyn|grk. Czortowiec
1722,862,Horodenka,Obertyn,Džurków,Dżurków,,Obertyn,Dżurków,Gwoździec Miasto (BH: Kolomea),rk. Gwoździec Miasto (BH: Kolomea)|grk. Dżurków|isr. Obertyn
1723,862,Horodenka,Obertyn,Hańczarów,,,,,,
1724,862,Horodenka,Obertyn,Harasymów,Harasymów,,Obertyn,Harasymów,,rk.|isr. Obertyn|grk. Harasymów
1725,862,Horodenka,Obertyn,Hawrylak,,,Obertyn,Czortowiec,,rk.|isr. Obertyn|grk. Czortowiec
1726,862,Horodenka,Obertyn,Isaków,,,Obertyn,Podwerbce,Chocimierz,rk. Chocimierz|grk. Podwerbce|isr. Obertyn
1727,862,Horodenka,Obertyn,Jakóbówka,Jakóbówka,,Obertyn,Jakóbówka,,rk.|isr. Obertyn|grk. Jakóbówka
1728,862,Horodenka,Obertyn,Luka,Łuka,,Obertyn,Łuka,Potok Złoty (BH: Buczacz),rk. Potok Złoty (BH: Buczacz)|grk. Łuka|isr. Obertyn
1729,862,Horodenka,Obertyn,Nieżwiska,Nieżwiska,,Obertyn,Nieżwiska,,rk.|isr. Obertyn|grk. Nieżwiska
1730,862,Horodenka,Obertyn,Obertyn,Obertyn: 2,,Obertyn,,,rk.|grk.|isr. Obertyn
1731,862,Horodenka,Obertyn,Piotrów,Piotrów,,Obertyn,Piotrów,Chocimierz,rk. Chocimierz|grk. Piotrów|isr. Obertyn
1732,862,Horodenka,Obertyn,Podwerbce,Podwerbee,,Obertyn,Podwerbee,Chocimierz,rk. Chocimierz|grk. Podwerbee|isr. Obertyn
1733,862,Horodenka,Obertyn,Rakowiec,Rakowiec,,Czernelica,Rakowiec,,rk.|isr. Czernelica|grk. Rakowiec
1734,862,Horodenka,Obertyn,Semenówka,Scmenówka,,Czernelica,Rakowiec,,rk.|isr. Czernelica|grk. Rakowiec
1735,862,Horodenka,Obertyn,Siekierczyn,,,Obertyn,Piotrów,Chocimierz,rk. Chocimierz|grk. Piotrów|isr. Obertyn
1736,862,Horodenka,Obertyn,Uniż,,,Czernelica,Łuka,Potok Złoty (BH: Buczacz),rk. Potok Złoty (BH: Buczacz)|grk. Łuka|isr. Czernelica
1737,862,Horodenka,Obertyn,Žabokruki,,,Obertyn,Žabokruki,Chocimierz,rk. Chocimierz|grk. Žabokruki|isr. Obertyn
1738,862,Horodenka,Obertyn,Žuków,Żuków,,Obertyn,Zuków,,rk.|grk. Zuków|isr. Obertyn
1739,862,Horodenka,Obertyn,Żywaczów,Żywaczów,,Obertyn,Żywaczów,Chocimierz,rk. Chocimierz|grk. Żywaczów|isr. Obertyn
1740,862,Husiatyn,Husiatyn,Bosyry,Bosyry,,Husiatyn,Bosyry,Skała (BH: Borszczów),rk. Skała (BH: Borszczów)|grk. Bosyry|isr. Husiatyn
1741,862,Husiatyn,Husiatyn,Czabarówka,Czabarówka,,Husiatyn,Czabarówka,,rk.|isr. Husiatyn|grk. Czabarówka
1742,862,Husiatyn,Husiatyn,Czarnokońce Małe,Czarnokońce Małe,Probużna,Probużna,Czarnokońce Małe,Czarnokońce Wielkie,rk. Czarnokońce Wielkie|grk. Czarnokońce Małe|isr. Probużna
1743,862,Husiatyn,Husiatyn,Czarnokońce Wielkie,Czarnokońce Wielkie,Probużna,Probużna,Czarnokońce Wielkie,,rk.|grk. Czarnokońce Wielkie|isr. Probużna
1744,862,Husiatyn,Husiatyn,Horodnica,Horodnica,Chorostków,Husiatyn,Horodnica,Liezkowce,rk. Liezkowce|grk. Horodnica|isr. Husiatyn
1745,862,Husiatyn,Husiatyn,Hryńkowce,Hryńkowce,Probużna,Probużna,,Zabińce,rk. Zabińce|grk.|isr. Probużna
1746,862,Husiatyn,Husiatyn,Husiatyn,Husiatyn: 2,Husiatyn (SG),Husiatyn,,,rk.|grk.|isr. Husiatyn
1747,862,Husiatyn,Husiatyn,Kociubińczyki,Kocinbińczyki,Probużna,Husiatyn,Bosyry,Skała (BH: Borszczów),rk. Skała (BH: Borszczów)|grk. Bosyry|isr. Husiatyn
1748,862,Husiatyn,Husiatyn,Krzyweńkie,Krzyweńkie,,Probużna,Krzyweńkie,Sidorów,rk. Sidorów|grk. Krzyweńkie|isr. Probużna
1749,862,Husiatyn,Husiatyn,Liczkowee,Liczkowce,,Husiatyn,Trybuchowce,Liezkowce,rk. Liezkowce|grk. Trybuchowce|isr. Husiatyn
1750,862,Husiatyn,Husiatyn,Olchowezyk,Olchowezyk,Probużna,Husiatyn,,,rk.|grk.|isr. Husiatyn
1751,862,Husiatyn,Husiatyn,Probużna,Probużna,,Probużna,,Zabíńce,rk. Zabíńce|grk.|isr. Probużna
1752,862,Husiatyn,Husiatyn,Samołuskowce,Samoluskowce,,Husiatyn,Samołuskowce,Liczkowce,rk. Liczkowce|grk. Samołuskowce|isr. Husiatyn
1753,862,Husiatyn,Husiatyn,Sidorów,Sidorów,,Husiatyn,Sidorów,,rk.|grk. Sidorów|isr. Husiatyn
1754,862,Husiatyn,Husiatyn,Siekierzyńce,Siekierzyńce,Probużna,Husiatyn,Bosyry,Skała (BH: Borszczów),rk. Skała (BH: Borszczów)|grk. Bosyry|isr. Husiatyn
1755,862,Husiatyn,Husiatyn,Suchodół,Suchodół,,Husiatyn,Suchodół,Sidorów,rk. Sidorów|grk. Suchodół|isr. Husiatyn
1756,862,Husiatyn,Husiatyn,Szydłowce,Szydłowce,,Husiatyn,Szydłowce,Sidorów,rk. Sidorów|grk. Szydłowce|isr. Husiatyn
1757,862,Husiatyn,Husiatyn,Tlusteńkie,Tlusteńkie,Probużna,Probużna,Tłusteńkie,Sidorów,rk. Sidorów|grk. Tłusteńkie|isr. Probużna
1758,862,Husiatyn,Husiatyn,Trybuchowce,Trybuchowce,,Husiatyn,Trybuchowce,Liczkowce,rk. Liczkowce|grk. Trybuchowce|isr. Husiatyn
1759,862,Husiatyn,Husiatyn,Wasylków,Wasylków,,Probużna,Krzyweńkie,Sidorów,rk. Sidorów|grk. Krzyweńkie|isr. Probużna
1760,863,Husiatyn,Husiatyn,Wasylkowce,Wasylkowce,,Husiatyn,Wasylkowce,Husiatyn,rk. Husiatyn|grk. Wasylkowce|isr. Husiatyn
1761,863,Husiatyn,Husiatyn,Wola Czarnokoniecka,Wola Czarnokoniecka,,Probużna,Czarnokońce Wielkie,,rk.|grk. Czarnokońce Wielkie|isr. Probużna
1762,863,Husiatyn,Husiatyn,Zielona,-,,Husiatyn,Szydłowce,Sidorów,rk. Sidorów|grk. Szydłowce|isr. Husiatyn
1763,863,Husiatyn,Корусzyńce,Celejów,Celejów,,Chorostków,Celejów,Kopyczyńce,rk. Kopyczyńce|grk. Celejów|isr. Chorostków
1764,863,Husiatyn,Корусzyńce,Chłopówka,Chłopówka,Chorostków,Chorostków,Chłopówka,,rk.|isr. Chorostków|grk. Chłopówka
1765,863,Husiatyn,Корусzyńce,Chorostków,Chorostków,Chorostków,Chorostków,,,rk.|grk.|isr. Chorostków
1766,863,Husiatyn,Корусzyńce,Hadyńkowce,Hadyńkowce,Probużna,Kopyczyńce,Hadyńkowce,Zabińce,rk. Zabińce|grk. Hadyńkowce|isr. Kopyczyńce
1767,863,Husiatyn,Корусzyńce,Howiłów Mały,Howiłów Mały,Chorostków,Chorostków,Howiłów Wielki,,rk.|isr. Chorostków|grk. Howiłów Wielki
1768,863,Husiatyn,Корусzyńce,Howiłów Wielki,Howiłów Wielki,Chorostków,Chorostków,Howiłow Wielki,,rk.|isr. Chorostków|grk. Howiłow Wielki
1769,863,Husiatyn,Корусzyńce,Jabłonów,Jabłonów,,Kopyczyńce,Jabłonów,,rk.|isr. Kopyczyńce|grk. Jabłonów
1770,863,Husiatyn,Корусzyńce,Karaszyńce,Peremiłów,Chorostków,Chorostków,Peremiłów,,rk.|isr. Chorostków|grk. Peremiłów
1771,863,Husiatyn,Корусzyńce,Kluwińce,Kluwińce,Chorostków,Chorostków,Kluwińce,,rk.|isr. Chorostków|grk. Kluwińce
1772,863,Husiatyn,Корусzyńce,Kociubińce,Kociubińce,Probużna,Kopyczyńce,Kociubińce,,rk.|isr. Kopyczyńce|grk. Kociubińce
1773,863,Husiatyn,Корусzyńce,Kopyczyńce,Kopyczyńce: 2,Kopyczyńce (SG.),Kopyczyńce,,,rk.|grk.|isr. Kopyczyńce
1774,863,Husiatyn,Корусzyńce,Kotówka,Kopyczyńce,,Kopyczyńce,,,rk.|grk.|isr. Kopyczyńce
1775,863,Husiatyn,Корусzyńce,Krogulec,Krogulec,,Kopyczyńce,Krogulec,,rk.|isr. Kopyczyńce|grk. Krogulec
1776,863,Husiatyn,Корусzyńce,Majdan,Majdan,,Kopyczyńce,Tudorów,Czortków (BH: Czortków),rk. Czortków (BH: Czortków)|grk. Tudorów|isr. Kopyczyńce
1777,863,Husiatyn,Корусzyńce,Mszaniec,Mszaniec,Chorostków,Chorostków,Mszaniec,,rk.|isr. Chorostków|grk. Mszaniec
1778,863,Husiatyn,Корусzyńce,Myszkowce,Myszkowce,,Kopyczyńce,Celejów,,rk.|isr. Kopyczyńce|grk. Celejów
1779,863,Husiatyn,Корусzyńce,Niżborg Nowy,Niżborg Nowy,,Kopyczyńce,Niżborg Nowy,,rk.|isr. Kopyczyńce|grk. Niżborg Nowy
1780,863,Husiatyn,Корусzyńce,Niżborg Stary,Niżborg Stary,,Kopyczyńce,Niżborg Nowy,,rk.|isr. Kopyczyńce|grk. Niżborg Nowy
1781,863,Husiatyn,Корусzyńce,Oryszkowce,Oryszkowee,,Kopyczyńce,Oryszkowce,,rk.|isr. Kopyczyńce|grk. Oryszkowce
1782,863,Husiatyn,Корусzyńce,Peremiłów,Peremiłów,Chorostków,Chorostków,Peremiłów,,rk.|isr. Chorostków|grk. Peremiłów
1783,863,Husiatyn,Корусzyńce,Postołówka,Postołówka,Chorostków,Chorostków,Postołówka,Liczkowce,rk. Liczkowce|grk. Postołówka|isr. Chorostków
1784,863,Husiatyn,Корусzyńce,Raków Kat,Postołówka,Chorostków,Chorostków,Postołówka,Liczkowce,rk. Liczkowce|grk. Postołówka|isr. Chorostków
1785,863,Husiatyn,Корусzyńce,Suchostaw,Suchostaw,,Kopyczyńce,Suchostaw,,rk.|isr. Kopyczyńce|grk. Suchostaw
1786,863,Husiatyn,Корусzyńce,Tudorów,Tudorów,,Kopyczyńce,Tudorów,Czortków (BH: Czortków),rk. Czortków (BH: Czortków)|grk. Tudorów|isr. Kopyczyńce
1787,863,Husiatyn,Корусzyńce,Uwisła,Uwisła,Chorostków,Chorostków,Uwisła,,rk.|isr. Chorostków|grk. Uwisła
1788,863,Husiatyn,Корусzyńce,Wierzchowce,Peremiłów,Chorostków,Chorostków,Peremiłów,,rk.|isr. Chorostków|grk. Peremiłów
1789,863,Husiatyn,Корусzyńce,Żabińce,Żabińce,Probużna,Probużna,Kociubińce,Zabińce,rk. Zabińce|grk. Kociubińce|isr. Probużna
1790,863,Jaroslau,Jaroslau,Boratyn,Boratyn,Jaroslau (SD),Jaroslau,Boratyn,Rokietnica,rk. Rokietnica|grk. Boratyn|isr. Jaroslau
1791,863,Jaroslau,Jaroslau,Chłopice,Chłopice,Jaroslau (SD),Jaroslau,Boratyn,Chłopice,rk. Chłopice|grk. Boratyn|isr. Jaroslau
1792,863,Jaroslau,Jaroslau,Cieszacin Mały,Kisielów (Gm. Cieszacin Mały),Jaroslau (SD),Jaroslau,Pełnatycze," Jaroslau,Zarzecze","rk. Jaroslau,Zarzecze|grk. Pełnatycze|isr. Jaroslau"
1793,863,Jaroslau,Jaroslau,Cieszacin Wielki,Cieszacin Wielki,Jaroslau (SD),Jaroslau,Pełnatycze,Zarzecze,rk. Zarzecze|grk. Pełnatycze|isr. Jaroslau
1794,863,Jaroslau,Jaroslau,Jankowice,Jankowice,Jaroslau (SD),Jaroslau,Boratyn,Chłopice,rk. Chłopice|grk. Boratyn|isr. Jaroslau
1795,863,Jaroslau,Jaroslau,Jaroslau,Jaroslau: 7,Jaroslau (SG),Jaroslau,,,rk.|grk.|isr. Jaroslau
1796,863,Jaroslau,Jaroslau,Kidałowice,Kidałowice,Jaroslau (SD),Jaroslau,,,rk.|grk.|isr. Jaroslau
1797,863,Jaroslau,Jaroslau,Koniaczów,Surochów,Jaroslau (SD),Jaroslau,Surochów,,rk.|isr. Jaroslau|grk. Surochów
1798,863,Jaroslau,Jaroslau,Kruhel Pawłosiowski,,Jaroslau (SD),Jaroslau,,,rk.|grk.|isr. Jaroslau
1799,863,Jaroslau,Jaroslau,Łapajówka,Zarzecze,Jaroslau (SD),Jaroslau,Pełnatycze,Zarzecze,rk. Zarzecze|grk. Pełnatycze|isr. Jaroslau
1800,863,Jaroslau,Jaroslau,Łowce,Łowce,Radymno,Radymno,Ostrów,Łowce,rk. Łowce|grk. Ostrów|isr. Radymno
1801,863,Jaroslau,Jaroslau,Makowisko,Makowisko,Jaroslau (SD),Jaroslau,Makowisko,,rk.|isr. Jaroslau|grk. Makowisko
1802,863,Jaroslau,Jaroslau,Morawsko,Morawsko,Jaroslau (SD),Jaroslau,Ostrów,Chłopice,rk. Chłopice|grk. Ostrów|isr. Jaroslau
1803,863,Jaroslau,Jaroslau,Munina,Munina,Jaroslau (SD),Jaroslau,,,rk.|grk.|isr. Jaroslau
1804,863,Jaroslau,Jaroslau,Ożańsko,-,Jaroslau (SD),Jaroslau,,,rk.|isr. Jaroslau
1805,863,Jaroslau,Jaroslau,Pawłosiów,Pawłosiów,Jaroslau (SD),Jaroslau,,,rk.|grk.|isr. Jaroslau
1806,863,Jaroslau,Jaroslau,Pelkinie,Pelkinie,Jaroslau (SD),Jaroslau,Pelkinie Jaroslau,,"rk.|isr. Jaroslau|grk. Pelkinie,Jaroslau"
1807,863,Jaroslau,Jaroslau,Pełnatycze,Pełnatycze,Pruchnik Miasto,Jaroslau,Pełnatycze,Siennów (BH: Przeworsk),rk. Siennów (BH: Przeworsk)|grk. Pełnatycze|isr. Jaroslau
1808,863,Jaroslau,Jaroslau,Piwoda,Piwoda,Sieniawa II,Sieniawa,Wiązownica,,rk.|grk. Wiązownica|isr. Sieniawa
1809,864,Jaroslau,Jaroslau,Rożniatów,Rożniatów,Jaroslau (SD),Jaroslau,Pełniatycze,Zarzecze,rk. Zarzecze|grk. Pełniatycze|isr. Jaroslau
