country,province,name,index,initial_jewish_settlement,formal_community_foundation,year,jewish_population,total_population
GER,Lower Franconia,KLEINSTEINACH,3679,15LX,,1814,159,
GER,Lower Franconia,KLEINSTEINACH,3679,15LX,,1900,129,
GER,Lower Franconia,KLEINSTEINACH,3679,15LX,,1933,33,
GER,Lower Franconia,KLEINWALLSTADT,3680,17EX,,1900,81,
GER,Lower Franconia,KLEINWALLSTADT,3680,17EX,,1933,45,
GER,Lower Franconia,KOENIGSHOFEN-IM-GRABFELD,3681,1348-1349,,1910,101,
GER,Lower Franconia,KOENIGSHOFEN-IM-GRABFELD,3681,1348-1349,,1933,94,
GER,Lower Franconia,LAUDENBACH,3682,16EX,16EX,1816,179,
GER,Lower Franconia,LAUDENBACH,3682,16EX,16EX,1933,79,
GER,Lower Franconia,LENDERSHAUSEN,3683,17MX,,1837,136,
GER,Lower Franconia,LENDERSHAUSEN,3683,17MX,,1933,7,
GER,Lower Franconia,LOHR-AM-MAIN,3684,15MX,1861,1900,91,
GER,Lower Franconia,LOHR-AM-MAIN,3684,15MX,1861,1933,70,
GER,Lower Franconia,LUELSFELD,3685,,,1816,68,
GER,Lower Franconia,LUELSFELD,3685,,,1933,13,
GER,Lower Franconia,MAINBERNHEIM,3686,14XX,,1837,140,
GER,Lower Franconia,MAINBERNHEIM,3686,14XX,,1867,44,
GER,Lower Franconia,MAINBERNHEIM,3686,14XX,,1933,20,
GER,Lower Franconia,MAINSTOCKHEIM,3687,1771,,1837,212,
GER,Lower Franconia,MAINSTOCKHEIM,3687,1771,,1933,74,
GER,Lower Franconia,MARKTSTEFT,3688,1532,,1837,75,
GER,Lower Franconia,MAROLDSWEISACH,3689,17EX,17EX,1837,140,
GER,Lower Franconia,MAROLDSWEISACH,3689,17EX,17EX,1933,22,
GER,Lower Franconia,MASSBACH,3690,17EX,17EX,1837,180,
GER,Lower Franconia,MASSBACH,3690,17EX,17EX,1933,34,
GER,Lower Franconia,MELLRICHSTADT,3691,12XX,,1910,165,
GER,Lower Franconia,MELLRICHSTADT,3691,12XX,,1933,126,
GER,Lower Franconia,MEMMELSDORF,3692,1618-1648,,1890,97,
GER,Lower Franconia,MEMMELSDORF,3692,1618-1648,,1933,25,
GER,Lower Franconia,MILTENBERG,3693,16EX,,1880,109,
GER,Lower Franconia,MITTELSINN,3694,17EX,,1869,162,
GER,Lower Franconia,MITTELSINN,3694,17EX,,1933,105,
GER,Lower Franconia,NIEDERWERRN,3695,16LX,,1836,300,
GER,Lower Franconia,NIEDERWERRN,3695,16LX,,1880,197,
GER,Lower Franconia,NIEDERWERRN,3695,16LX,,1933,39,
GER,Lower Franconia,OBBACH,3696,17XX,,1867,192,
GER,Lower Franconia,OBBACH,3696,17XX,,1933,106,
GER,Lower Franconia,OBERALTERTHEIM,3697,16EX,,1890,90,
GER,Lower Franconia,OBERALTERTHEIM,3697,16EX,,1933,22,
GER,Lower Franconia,OBERELSBACH,3698,17MX,,1837,70,
GER,Lower Franconia,OBERELSBACH,3698,17MX,,1933,28,
GER,Lower Franconia,OBERLAURINGEN,3699,17EX,,1880,177,
GER,Lower Franconia,OBERLAURINGEN,3699,17EX,,1933,47,
GER,Lower Franconia,OBERNBREIT,3700,15XX,,1867,126,
GER,Lower Franconia,OBERNBREIT,3700,15XX,,1933,9,
GER,Lower Franconia,OBERTHULBA,3701,19XX,,1871,64,
GER,Lower Franconia,OBERTHULBA,3701,19XX,,1933,44,
GER,Lower Franconia,PLATZ,3702,16LX,,1816,64,
GER,Lower Franconia,PLATZ,3702,16LX,,1933,8,
GER,Lower Franconia,POPPENLAUER,3703,17MX,,1880,111,
GER,Lower Franconia,POPPENLAUER,3703,17MX,,1933,45,
GER,Lower Franconia,PRICHSENSTADT,3704,1528,,1880,74,
GER,Lower Franconia,PRICHSENSTADT,3704,1528,,1933,53,
GER,Lower Franconia,RECKENDORF,3705,1618-1648,,1814,300,
GER,Lower Franconia,RECKENDORF,3705,1618-1648,,1933,20,
GER,Lower Franconia,REICHENBERG,3706,17MX,17MX,1814,133,
GER,Lower Franconia,REICHENBERG,3706,17MX,17MX,1933,35,
GER,Lower Franconia,RIENECK,3707,1699,,1837,96,
GER,Lower Franconia,RIENECK,3707,1699,,1933,19,
GER,Lower Franconia,RIMPAR,3708,17EX,,1867,142,
GER,Lower Franconia,RIMPAR,3708,17EX,,1933,54,
GER,Lower Franconia,ROEDELSEE,3709,15EX,,1830,122,
GER,Lower Franconia,ROEDELSEE,3709,15EX,,1933,4,
GER,Lower Franconia,SCHOELLKRIPPEN,3710,17LX,,1880,110,
GER,Lower Franconia,SCHOELLKRIPPEN,3710,17LX,,1933,48,
GER,Lower Franconia,SCHWANFELD,3711,16XX,,1816,230,
GER,Lower Franconia,SCHWANFELD,3711,16XX,,1933,58,
GER,Lower Franconia,SCHWEINFURT,3712,186X,,1880,490,
GER,Lower Franconia,SCHWEINFURT,3712,186X,,1933,363,
GER,Lower Franconia,SCHWEINSHAUPTEN,3713,17EX,,1837,200,
GER,Lower Franconia,SCHWEINSHAUPTEN,3713,17EX,,1933,13,
GER,Lower Franconia,SOMMERHAUSEN,3714,17MX,,1816,105,
GER,Lower Franconia,SOMMERHAUSEN,3714,17MX,,1933,21,
GER,Lower Franconia,TAUBERRETTERSHEIM,3715,18EX,19EX,1867,63,
GER,Lower Franconia,TAUBERRETTERSHEIM,3715,18EX,19EX,1933,10,
GER,Lower Franconia,THEILHEIM,3716,16LX,16LX,1867,225,
GER,Lower Franconia,THEILHEIM,3716,16LX,16LX,1933,70,
GER,Lower Franconia,THUENGEN,3717,16LX,16LX,1837,350,
GER,Lower Franconia,THUENGEN,3717,16LX,16LX,1933,152,
GER,Lower Franconia,TRAPPSTADT,3718,17MX,17MX,,,
GER,Lower Franconia,UNSLEBEN,3719,1749,1571,1840,225,
GER,Lower Franconia,UNTERALTERTHEIM,3720,16EX,16EX,1890,94,
GER,Lower Franconia,UNTERALTERTHEIM,3720,16EX,16EX,1933,34,
GER,Lower Franconia,UNTEREISENHEIM,3721,,,1897,48,
GER,Lower Franconia,UNTERERTHAL,3722,16EX,,1837,68,
GER,Lower Franconia,UNTERMERZBACH,3723,19EX,,1837,122,
GER,Lower Franconia,UNTERRIEDENBERG,3724,17LX,,1867,84,
GER,Lower Franconia,UNTERRIEDENBERG,3724,17LX,,1933,32,
GER,Lower Franconia,URSPRINGEN,3725,17EX,,1837,220,
GER,Lower Franconia,URSPRINGEN,3725,17EX,,1933,78,
GER,Lower Franconia,VEITSHOECHHEIM,3726,,,1837,105,
GER,Lower Franconia,VEITSHOECHHEIM,3726,,,1933,36,
GER,Lower Franconia,VOELKERSLEIER,3727,17MX,,1867,95,
GER,Lower Franconia,VOELKERSLEIER,3727,17MX,,1933,33,
GER,Lower Franconia,WEIMARSCHMIEDEN,3728,,,1816,85,
GER,Lower Franconia,WIESENBRONN,3729,16XX,16XX,1837,160,
GER,Lower Franconia,WIESENBRONN,3729,16XX,16XX,1933,22,
GER,Lower Franconia,WIESENFELD,3730,17MX,,1837,160,
GER,Lower Franconia,WIESENFELD,3730,17MX,,1900,66,
GER,Lower Franconia,WIESENFELD,3730,17MX,,1933,55,
GER,Lower Franconia,WILLMARS,3731,18XX,,1816,161,
GER,Lower Franconia,WILLMARS,3731,18XX,,1933,35,
GER,Lower Franconia,WUERZBURG,3732,1096,19XX,1867,1099,
GER,Lower Franconia,WUERZBURG,3732,1096,19XX,1900,2567,
GER,Lower Franconia,WUERZBURG,3732,1096,19XX,1933,2145,
GER,Lower Franconia,ZEILITZHEIM,3733,1607,,1836,70,
GER,Lower Franconia,ZEILITZHEIM,3733,1607,,1933,23,
GER,Lower Franconia,ZEITLOFS,3734,15XX,,1890,74,
GER,Lower Franconia,ZEITLOFS,3734,15XX,,1933,33,
GER,Lower Franconia,STEINACH AN DER SAALE,3735,16LX,16MX,1880,144,
GER,Lower Franconia,STEINACH AN DER SAALE,3735,16LX,16MX,1933,39,
GER,Lower Franconia,GOSSMANNSDORF A. MAIN,3736,16MX,16MX,1867,75,
GER,Lower Franconia,GOSSMANNSDORF A. MAIN,3736,16MX,16MX,1933,7,
GER,Lower Franconia,WOERTH A. MAIN,3737,17EX,17EX,1837,36,
GER,Lower Franconia,WOERTH A. MAIN,3737,17EX,17EX,1933,18,
GER,Lower Franconia,MARKTBREIT,3738,1636,1642,1890,320,
GER,Lower Franconia,MARKTBREIT,3738,1636,1642,1933,127,
GER,Lower Bavaria,DEGGENDORF,3739,187X,,,,
GER,Lower Bavaria,LANDSHUT,3740,19LX,19LX,1933,48,
GER,Lower Bavaria,PLATTLING,3741,20XX,,,,
GER,Lower Bavaria,STRAUBING,3742,1442,19XX,1910,141,
GER,Lower Bavaria,STRAUBING,3742,1442,19XX,1970,119,
GER,Lower Bavaria,VILSHOFEN,3743,1331-1332,,,,
GER,Lower Bavaria,PASSAU,3744,11XX,19XX,1933,40,
AUS,Lower Austria,WIENER NEUSTADT,3745,18EX,1862,1869,173,
AUS,Lower Austria,WIENER NEUSTADT,3745,18EX,1862,1923,1059,
AUS,Lower Austria,WIENER NEUSTADT,3745,18EX,1862,1930,1300,
AUS,Lower Austria,WIENER NEUSTADT,3745,18EX,1862,1938,347,
AUS,Lower Austria,AMSTETTEN,3746,1865,1881,1900,45,
AUS,Lower Austria,AMSTETTEN,3746,1865,1881,1934,200,
AUS,Lower Austria,BADEN,3747,1806,1878,1928,1500,
AUS,Lower Austria,BADEN,3747,1806,1878,1934,1108,
AUS,Lower Austria,BADEN,3747,1806,1878,1938,1000,
AUS,Lower Austria,HORN (II),3748,17EX,1870,1880,89,
AUS,Lower Austria,HORN (II),3748,17EX,1870,1910,52,
AUS,Lower Austria,WAIDHOFEN,3749,1857,1882,1934,300,
AUS,Lower Austria,WAIDHOFEN,3749,1857,1882,1938,80,
AUS,Lower Austria,GAENSERNDORF,3750,18MX,1907,1934,500,
AUS,Lower Austria,GAENSERNDORF,3750,18MX,1907,1938,120,
AUS,Lower Austria,GROSS ENZERSDORF,3751,17MX,1898,1934,220,
AUS,Lower Austria,GROSS ENZERSDORF,3751,17MX,1898,1938,103,
AUS,Lower Austria,HOLLABRUNN,3752,16LX,1901,1934,420,
AUS,Lower Austria,HOLLABRUNN,3752,16LX,1901,1938,334,
AUS,Lower Austria,KLOSTERNEUBURG-TULLN,3753,17MX,1890,1934,700,
AUS,Lower Austria,KLOSTERNEUBURG-TULLN,3753,17MX,1890,1938,300,
AUS,Lower Austria,KREMS,3754,18EX,,1880,595,
AUS,Lower Austria,KREMS,3754,18EX,,1925,400,
AUS,Lower Austria,KREMS,3754,18EX,,1934,200,
AUS,Lower Austria,KREMS,3754,18EX,,1938,116,
AUS,Lower Austria,MISTELBACH,3755,19MX,1890,1934,225,
AUS,Lower Austria,MISTELBACH,3755,19MX,1890,1938,130,
AUS,Lower Austria,MOEDLING,3756,1833,1895,1910,288,
AUS,Lower Austria,MOEDLING,3756,1833,1895,1934,302,
AUS,Lower Austria,NEUNKIRCHEN,3757,1504,1894,1934,500,
AUS,Lower Austria,NEUNKIRCHEN,3757,1504,1894,1938,140,
AUS,Lower Austria,SANKT POELTEN,3758,17XX,1863,1860,242,
AUS,Lower Austria,SANKT POELTEN,3758,17XX,1863,1934,1600,
AUS,Lower Austria,SANKT POELTEN,3758,17XX,1863,1938,765,
AUS,Lower Austria,STOCKERAU,3759,1854,1905,1934,130,
GER,Lower Franconia,GEROLZHOFEN,3760,16XX,16XX,1900,148,
GER,Lower Franconia,GEROLZHOFEN,3760,16XX,16XX,1933,125,
ITL,Lombardy,MANTUA,3761,12XX,,1770,2218,
ITL,Lombardy,MANTUA,3761,12XX,,1873,1980,
ITL,Lombardy,MANTUA,3761,12XX,,1886,1430,
ITL,Lombardy,MANTUA,3761,12XX,,1925,600,
ITL,Lombardy,MANTUA,3761,12XX,,1936,500,
ITL,Lombardy,MILAN,3762,13XX,1856,1869,630,
ITL,Lombardy,MILAN,3762,13XX,1856,1886,1100,
ITL,Lombardy,MILAN,3762,13XX,1856,1900,2000,
ITL,Lombardy,MILAN,3762,13XX,1856,1910,4500,
ITL,Lombardy,MILAN,3762,13XX,1856,1936,10000,
ITL,Lombardy,MILAN,3762,13XX,1856,1938,12000,
ITL,Lombardy,MILAN,3762,13XX,1856,1943,4500,
ITL,Lombardy,MILAN,3762,13XX,1856,1948,2885,
ITL,Lombardy,MILAN,3762,13XX,1856,1965,8488,
FRA,Loir-et-Cher,BLOIS,3763,1345,,1942,16,
FRA,Loir-et-Cher,BLOIS,3763,1345,,1964,250,
FRA,Loiret,ORLEANS,3764,1198,1940,1964,600,
FRA,Loire-Atlantique,NANTES,3765,16LX,1834,1940,537,
FRA,Loire-Atlantique,NANTES,3765,16LX,1834,1943,53,
FRA,Loire-Atlantique,NANTES,3765,16LX,1834,1964,320,
FRA,Loire-Atlantique,NANTES,3765,16LX,1834,1808,25,
FRA,Loire-Atlantique,NANTES,3765,16LX,1834,1898,50,
FRA,Loire-Atlantique,NANTES,3765,16LX,1834,1960,25,
FRA,Loire,ROANNE,3766,1919-1939,1939,1938,50,
FRA,Loire,ROANNE,3766,1919-1939,1939,1939,282,
FRA,Loire,ROANNE,3766,1919-1939,1939,1942,750,
FRA,Loire,ROANNE,3766,1919-1939,1939,1965,500,
FRA,Loire,SAINT-ETIENNE,3767,1870-1871,1870-1871,1941,500,
FRA,Loire,SAINT-ETIENNE,3767,1870-1871,1870-1871,1964,800,
POL,Lodz,BUZHENIN,3768,1793,1793,1884,329,
POL,Lodz,BUZHENIN,3768,1793,1793,1941,180,
POL,Lodz,RUDA PABIANICKA,3769,,,1921,237,
POL,Lodz,TOMASHOW MAZOWIECKI,3770,1815,1864,1931,11310,
POL,Lodz,TOMASHOW MAZOWIECKI,3770,1815,1864,1939,13000,
POL,Lodz,TOMASHOW MAZOWIECKI,3770,1815,1864,1940,16500,
POL,Lodz,TOMASHOW MAZOWIECKI,3770,1815,1864,1957,5,
POL,Lodz,LYSZKOWICE,3771,1852,,1897,373,
POL,Lodz,SULMIERZYCE,3772,1842,,1921,157,
POL,Lodz,GORA  WISNIOWA,3773,,,1921,56,
POL,Lodz,ANDRZEJOW,3774,1805,1805,1921,99,
POL,Lodz,BABIAK,3775,1857,,1857,240,
POL,Lodz,BELKHATOW,3776,1857,,1808,17,
POL,Lodz,BELKHATOW,3776,1857,,1857,1100,
POL,Lodz,BIALACHOW,3777,1860,,1939,100,
POL,Lodz,BIALACHOW,3777,1860,,1941,350,
POL,Lodz,BLASZKI,3778,1764,,1921,2186,
POL,Lodz,BZHEZINY,3779,16EX,,1899,3917,
POL,Lodz,DRZEWICA,3780,19EX,,1939,780,
POL,Lodz,GOZHKOWICE,3781,18MX,,1897,273,
POL,Lodz,INOWLODZ,3782,1537,,1899,324,
POL,Lodz,ALEKSANDROW,3783,1818,1818,1897,1673,
POL,Lodz,AURELOW,3784,19XX,,,,
POL,Lodz,BENDKOW,3785,,,1857,248,
POL,Lodz,BIALA RAWSKA,3786,17LX,,1920,1429,
POL,Lodz,BOLESLAWIEC,3787,16MX,,1939,504,
POL,Lodz,BOLESLAWIEC,3787,16MX,,1940,474,
POL,Lodz,BOLIMOW,3788,17MX,,1897,339,
POL,Lodz,BOLIMOW,3788,17MX,,1939,235,
POL,Lodz,BZHEZNICA,3789,17LX,,,,
POL,Lodz,DOBRA (I),3790,16EX,,1897,1185,
POL,Lodz,DOMBIE,3791,17XX,,,,
POL,Lodz,DZIALOSHYN,3792,16EX,,1793,846,
POL,Lodz,GIDLE,3793,,,1921,192,
POL,Lodz,GIELNIOW,3794,,,1857,124,
POL,Lodz,GLOWNO,3795,17LX,,,,
POL,Lodz,GOLINA,3796,18EX,,1897,679,
POL,Lodz,GOWARCHOW,3797,1827,,1827,457,
POL,Lodz,GRABOW,3798,1764,,1897,640,
POL,Lodz,GROKHOLICE,3799,18EX,,1857,151,
POL,Lodz,IZBICA KUJAWSKA,3800,16XX,,1897,1250,
POL,Lodz,JEZOW,3801,18XX,,1897,733,
POL,Lodz,KUTNO,3802,14MX,,1897,10356,
POL,Lodz,KUTNO,3802,14MX,,1941,6015,
POL,Lodz,KALISZ,3803,1139,1264,1897,7580,
POL,Lodz,KAMIENSK,3804,17LX,,1897,781,
POL,Lodz,KAMIENSK,3804,17LX,,1921,856,
POL,Lodz,KIELCZYGLOW,3805,184X,,1921,241,
POL,Lodz,KLECZEW,3806,17MX,,1897,734,
POL,Lodz,KLESZCZOW,3807,17MX,,1897,226,
POL,Lodz,KLODAWA,3808,1487,182X,1897,874,
POL,Lodz,KLODAWA,3808,1487,182X,1921,1148,
POL,Lodz,KLWOW,3809,18XX,,1897,467,
POL,Lodz,KOLO,3810,15XX,,1897,9359,
POL,Lodz,KOLUMNA,3811,,,,,
POL,Lodz,KOLUSZKI,3812,18XX,,1921,387,
POL,Lodz,KOLUSZKI,3812,18XX,,1941,3000,
POL,Lodz,KONIECPOL,3813,1764,,1897,656,
POL,Lodz,KONIECPOL,3813,1764,,1941,1182,
POL,Lodz,KONIN,3814,15XX,,1897,2482,
POL,Lodz,KONSKIE,3815,16XX,,1857,6521,
POL,Lodz,KONSKIE,3815,16XX,,1940,7500,
POL,Lodz,KONSTANTYNOW,3816,1830,,1897,1091,
POL,Lodz,KOWALE PANSKIE,3817,,,,,
POL,Lodz,KOZMINEK,3818,1780,,1897,473,
POL,Lodz,KROSNIEWICE,3819,1568,,1897,5054,
POL,Lodz,LASK,3820,16XX,16XX,1897,2862,
POL,Lodz,LASK,3820,16XX,16XX,1939,3864,
POL,Lodz,LASK,3820,16XX,16XX,1940,2837,
POL,Lodz,LENCZYCA,3821,1453,1453,1564,460,
POL,Lodz,LENCZYCA,3821,1453,1453,1897,3444,
POL,Lodz,LENCZYCA,3821,1453,1453,1941,3400,
POL,Lodz,LENCZYCA,3821,1453,1453,1942,1750,
POL,Lodz,LODZ,3822,1809,1810,1897,98671,
POL,Lodz,LODZ,3822,1809,1810,1931,202497,
POL,Lodz,LODZ,3822,1809,1810,1940,163777,
POL,Lodz,LODZ,3822,1809,1810,1945,20000,
POL,Lodz,LOWICZ,3823,17XX,17XX,1862,2061,
POL,Lodz,LOWICZ,3823,17XX,17XX,1897,3552,
POL,Lodz,LOWICZ,3823,17XX,17XX,1931,4339,
POL,Lodz,LOWICZ,3823,17XX,17XX,1941,7000,
POL,Lodz,LOWICZ,3823,17XX,17XX,1945,35,
POL,Lodz,LUTOMIERSK,3824,1787,178X,1857,999,
POL,Lodz,LUTUTOW,3825,180X,180X,1897,829,
POL,Lodz,LUTUTOW,3825,180X,180X,1940,1370,
POL,Lodz,NOWE MIASTO,3826,17LX,,1897,1711,
POL,Lodz,NOWE MIASTO,3826,17LX,,1940,3700,
POL,Lodz,ODRZYWOL,3827,,,1897,342,
POL,Lodz,ODRZYWOL,3827,,,1939,321,
POL,Lodz,OPOCZNO,3828,1646,,1897,2425,
POL,Lodz,OPOCZNO,3828,1646,,1939,2954,
POL,Lodz,OPOCZNO,3828,1646,,1942,4231,
POL,Lodz,OSIAKOW,3829,17MX,,1897,759,
POL,Lodz,OZORKOW,3830,1830X,,1897,5837,
POL,Lodz,PABIANICE,3831,18XX,,1897,5017,
POL,Lodz,PAJENCZNO,3832,17XX,,1897,594,
POL,Lodz,PARADYZ,3833,,,1921,177,
POL,Lodz,PARADYZ,3833,,,1939,151,
POL,Lodz,PARADYZ,3833,,,1942,400,
POL,Lodz,PARZENCZEW,3834,17XX,,1857,545,
POL,Lodz,PIATEK,3835,17MX,,1897,1090,
POL,Lodz,PIATEK,3835,17MX,,1939,1275,
POL,Lodz,PLAWNO,3836,17XX,,1897,752,
POL,Lodz,PODDEMBICE,3837,1770X,,1897,1266,
POL,Lodz,PRASZKA,3838,16EX,,1897,1878,
POL,Lodz,PRASZKA,3838,16EX,,1939,1000,
POL,Lodz,PRZEDBORZ,3839,15LX,,1897,4089,
POL,Lodz,PRZEDBORZ,3839,15LX,,1939,4500,
POL,Lodz,PRZYGLOW,3840,,,1921,50,
POL,Lodz,PRZYGLOW,3840,,,1940,450,
POL,Lodz,PRZYGLOW,3840,,,1942,2251,
POL,Lodz,PRZYSUCHA,3841,1827,,1827,1658,
POL,Lodz,PRZYSUCHA,3841,1827,,1897,2168,
POL,Lodz,PRZYSUCHA,3841,1827,,1939,2500,
POL,Lodz,PYZDRY,3842,1387,,1857,890,
POL,Lodz,PYZDRY,3842,1387,,1939,500,
POL,Lodz,RADOSZYCE,3843,182X,,1897,1728,
POL,Lodz,RADOSZYCE,3843,182X,,1940,549,
POL,Lodz,RADOSZYCE,3843,182X,,1941,2400,
POL,Lodz,RAWA MAZOWIECKA,3844,1775,,1897,2774,
POL,Lodz,RAWA MAZOWIECKA,3844,1775,,1940,2700,
POL,Lodz,RAWA MAZOWIECKA,3844,1775,,1942,4000,
POL,Lodz,RYCHWAL,3845,17XX,,1897,151,
POL,Lodz,SIERADZ,3846,17MX,,1897,2357,
POL,Lodz,SIERADZ,3846,17MX,,1921,2835,
POL,Lodz,SKIERNIEWICE,3847,1857,,1897,4333,
POL,Lodz,SKIERNIEWICE,3847,1857,,1921,4374,
POL,Lodz,SKRZYNNO,3848,18XX,,1897,191,
POL,Lodz,SKULSK,3849,18MX,18MX,1897,185,
POL,Lodz,SLESIN,3850,18EX,,1884,270,
POL,Lodz,SLUPCA,3851,187X,187X,1897,751,
POL,Lodz,SOBOTA,3852,15EX,,1897,325,
POL,Lodz,SOMPOLNO,3853,17LX,,1897,641,
POL,Lodz,SOMPOLNO,3853,17LX,,1939,1200,
POL,Lodz,SROCKO,3854,19XX,,,,
POL,Lodz,STOMPORKOW,3855,20XX,,1906,15,
POL,Lodz,STOMPORKOW,3855,20XX,,1939,150,
POL,Lodz,STRYKOW,3856,16LX,,1897,1799,
POL,Lodz,STRYKOW,3856,16LX,,1939,2000,
POL,Lodz,SULEJOW,3857,18EX,,1897,1881,
POL,Lodz,SULEJOW,3857,18EX,,1942,1577,
POL,Lodz,SZADEK,3858,17EX,,1897,495,
POL,Lodz,SZCZERCOW,3859,1790,,1897,962,
POL,Lodz,TULISZKOW,3860,18EX,,1897,200,
POL,Lodz,TUREK,3861,19XX,,1897,20725,
POL,Lodz,TUSZYN,3862,18XX,,1897,589,
POL,Lodz,UJAZD,3863,18EX,,,,
POL,Lodz,UNIEJOW,3864,1897,,1897,960,
POL,Lodz,WARTA,3865,1671,16EX,1897,1772,
POL,Lodz,WIDAWA,3866,1764,1764,1897,530,
POL,Lodz,WIELUN,3867,172X,1855,1897,2732,
POL,Lodz,WIERUSHZOW,3868,1586,1586,1897,1587,
POL,Lodz,WIERUSHZOW,3868,1586,1586,1939,2400,
POL,Lodz,WIERUSHZOW,3868,1586,1586,1940,1740,
POL,Lodz,WLADYSLAWOW-RUSSOCICE,3869,17LX,17LX,1921,293,
POL,Lodz,WOLA KZHYSHTOPORSKA,3870,,,1921,62,
POL,Lodz,WOLBOZH,3871,183X,183X,1897,437,
POL,Lodz,WOLBOZH,3871,183X,183X,1939,250,
POL,Lodz,ZAGOROW,3872,,,1897,658,
POL,Lodz,ZAGOROW,3872,,,1940,2000,
POL,Lodz,ZDUNSKA WOLA,3873,1788,1828,1897,7252,
POL,Lodz,ZDUNSKA WOLA,3873,1788,1828,1931,8814,
POL,Lodz,ZELOW,3874,18MX,,1897,922,
POL,Lodz,ZELOW,3874,18MX,,1940,4500,
POL,Lodz,ZELOW,3874,18MX,,1941,6500,
POL,Lodz,ZGIEZH,3875,17MX,1827,1897,3543,
POL,Lodz,ZGIEZH,3875,17MX,1827,1939,4800,
POL,Lodz,ZHARNOW,3876,179X,,1897,1171,
POL,Lodz,ZHARNOW,3876,179X,,1921,911,
POL,Lodz,ZHGOW,3877,,,1921,93,
POL,Lodz,ZLOCHEW,3878,16LX,,1897,1501,
POL,Lodz,ZLOCHEW,3878,16LX,,1939,1879,
POL,Lodz,ZYKHLIN,3879,18MX,,1897,2268,
POL,Lodz,ZYKHLIN,3879,18MX,,1942,3200,
POL,Lodz,PIOTRKOW,3880,1679,1679,,,
LAT,Livonia,LIGATNE,3881,,,1935,11,
LAT,Livonia,LAUDONA,3882,,,1930,47,
LAT,Livonia,LEJASCIEMS,3883,,1867,,,
LAT,Livonia,LITENE,3884,,,1930,16,
LAT,Livonia,PLAVINASI,3885,,,1935,35,
LAT,Livonia,SIGULDA,3886,,,1935,15,
LAT,Livonia,STRENCI,3887,1919-1939,,,,
LAT,Livonia,KOKNESE,3888,,,1935,16,
LAT,Livonia,ALUKSNE,3889,189X,,1920,233,
LAT,Livonia,APE,3890,19XX,,1935,82,
LAT,Livonia,CESIS,3891,187X,,1897,368,
LAT,Livonia,CESIS,3891,187X,,1925,260,
LAT,Livonia,LIMBAZI,3892,186X,,1881,254,
GER,Hesse-Nassau,LIMBURGH,3893,1348-1349,16XX,1910,281,
GER,Hesse-Nassau,LIMBURGH,3893,1348-1349,16XX,1933,244,
GER,Hesse-Nassau,LIMBURGH,3893,1348-1349,16XX,1938,67,
LAT,Livonia,LUBANA,3894,,,1935,53,
LAT,Livonia,MADONA,3895,,,1935,115,
LAT,Livonia,OGRE,3896,,,1935,50,
LAT,Livonia,RIGA,3897,1710,1725,1811,736,
LAT,Livonia,RIGA,3897,1710,1725,1864,2641,
LAT,Livonia,RIGA,3897,1710,1725,1881,14222,
LAT,Livonia,RIGA,3897,1710,1725,1897,22115,
LAT,Livonia,RUJIENA,3898,19LX,,1919,6070,
LAT,Livonia,SMILTENE,3899,190X,188X,1920,278,
LAT,Livonia,VALKA,3900,,186X,1897,380,
LAT,Livonia,VALKA,3900,,186X,1935,57,
LAT,Livonia,VALMIERA,3901,1897,,1897,166,
LAT,Livonia,GULBENE,3902,1935,1919X,1935,84,
LIT,Lithuania,BIRZAI,3903,16MX,,1766,1040,
LIT,Lithuania,BIRZAI,3903,16MX,,1897,2510,
LIT,Lithuania,BIRZAI,3903,16MX,,1934,3000,
GER,Lippe,DETMOLD,3904,1599-1612,1698,1803,117,
GER,Lippe,DETMOLD,3904,1599-1612,1698,1895,240,
GER,Lippe,BAD SALZUFLEN,3905,1670,1552,,,
GER,Lippe,BLOMBERG,3906,1808,1808,1892,50,
GER,Lippe,BLOMBERG,3906,1808,1808,1933,6,
GER,Lippe,BLOMBERG,3906,1808,1808,1938,1,
GER,Lippe,BOESINGFELD,3907,,1903,1890,35,
GER,Lippe,BOESINGFELD,3907,,1903,1933,23,
GER,Lippe,BOESINGFELD,3907,,1903,1939,19,
GER,Lippe,HORN (I),3908,1683,1859,1890,55,
GER,Lippe,HORN (I),3908,1683,1859,1933,29,
GER,Lippe,HORN (I),3908,1683,1859,1939,6,
GER,Lippe,LEMGO,3909,1676,14XX,1884,105,
GER,Lippe,SCHLANGEN,3910,1756,1867,1933,25,
GER,Lippe,SCHOETMAR,3911,1756,18MX,1890,74,
GER,Lippe,SCHOETMAR,3911,1756,18MX,1933,53,
GER,Lippe,SCHOETMAR,3911,1756,18MX,1939,38,
HOL,Limburg,GULPEN VAALS,3912,18EX,18XX,1883,81,
HOL,Limburg,GULPEN VAALS,3912,18EX,18XX,1941,76,
HOL,Limburg,BEEK,3913,16XX,,1941,34,
HOL,Limburg,GENNEP,3914,18XX,18XX,1941,47,
HOL,Limburg,HEERLEN,3915,17EX,,1879,80,
HOL,Limburg,HEERLEN,3915,17EX,,1938,125,
HOL,Limburg,HEERLEN,3915,17EX,,1940,160,
HOL,Limburg,MAASTRICHT,3916,17MX,17XX,1892,390,
HOL,Limburg,MAASTRICHT,3916,17MX,17XX,1938,232,
HOL,Limburg,MAASTRICHT,3916,17MX,17XX,1941,420,
HOL,Limburg,MEERSSEN,3917,17LX,17LX,1892,140,
