country,province,name,index,initial_jewish_settlement,formal_community_foundation,year,jewish_population,total_population
HOL,Zuid-Holland,GORINCHEM,1,17LX,1800,1911,212,
HOL,Zuid-Holland,GORINCHEM,1,17LX,1800,1940,85,
HOL,Zuid-Holland,HAGUE THE,2,16EX,16MX,1901,6000,
HOL,Zuid-Holland,HAGUE THE,2,16EX,16MX,1940,17379,
HOL,Zuid-Holland,ALPHEN AAN  DE  RIJN,3,17XX,,1940,70,
HOL,Zuid-Holland,ALPHEN AAN  DE  RIJN,3,17XX,,1941,70,
HOL,Zuid-Holland,BRIELLE,4,1756,,1883,126,
HOL,Zuid-Holland,BRIELLE,4,1756,,1941,29,
HOL,Zuid-Holland,DORDRECHT,5,16LX,17EX,1860,372,
HOL,Zuid-Holland,DORDRECHT,5,16LX,17EX,1938,300,
HOL,Zuid-Holland,STRIJEN,6,18XX,18XX,1901,52,
HOL,Zuid-Holland,STRIJEN,6,18XX,18XX,1941,16,
HOL,Zuid-Holland,ZUIDLAND,7,18LX,18LX,1890,60,
HOL,Zuid-Holland,DELFT,8,17LX,18XX,1860,167,
HOL,Zuid-Holland,DELFT,8,17LX,18XX,1941,200,
HOL,Zuid-Holland,GOUDA,9,17LX,18XX,1883,390,
HOL,Zuid-Holland,GOUDA,9,17LX,18XX,1941,521,
HOL,Zuid-Holland,LEIDEN,10,17EX,17EX,1896,461,
HOL,Zuid-Holland,LEIDEN,10,17EX,17EX,1941,375,
HOL,Zuid-Holland,MAASSLUIS,11,17XX,17XX,1892,116,
HOL,Zuid-Holland,MAASSLUIS,11,17XX,17XX,1941,19,
HOL,Zuid-Holland,MIDDELHARNIS,12,1800,1800,1892,102,
HOL,Zuid-Holland,MIDDELHARNIS,12,1800,1800,1941,42,
HOL,Zuid-Holland,OUD-BEIJERLAND,13,17MX,,1852,205,
HOL,Zuid-Holland,OUD-BEIJERLAND,13,17MX,,1941,30,
HOL,Zuid-Holland,ROTTERDAM,14,1647,1660,1797,2500,
HOL,Zuid-Holland,ROTTERDAM,14,1647,1660,1900,9490,
HOL,Zuid-Holland,ROTTERDAM,14,1647,1660,1938,10357,
HOL,Zuid-Holland,SLIEDRECHT,15,18XX,18XX,1901,52,
HOL,Zuid-Holland,SLIEDRECHT,15,18XX,18XX,1941,16,
HOL,Zuid-Holland,SCHOONHOVEN,16,17MX,,1860,108,
HOL,Zuid-Holland,SCHOONHOVEN,16,17MX,,1941,14,
HUN,Zichy estate,OROSZVAR,17,1725,1725,1848,460,
HUN,Zichy estate,OROSZVAR,17,1725,1725,1930,9,
UKR,Zhitomir,RAIGORODOK,18,17EX,,1897,946,
UKR,Zhitomir,BARASHI,19,1752,1752,1939,320,
UKR,Zhitomir,BAZAR,20,17LX,,1897,833,
UKR,Zhitomir,BERDICHEV,21,1593,,1765,1220,
UKR,Zhitomir,BERDICHEV,21,1593,,1897,41617,
UKR,Zhitomir,BERDICHEV,21,1593,,1939,23266,
UKR,Zhitomir,BOLSHIYE NEZGORTSI,22,,,1897,339,
UKR,Zhitomir,BOLSHIYE NEZGORTSI,22,,,1926,114,
UKR,Zhitomir,BRUSILOV,23,1622,,1787,523,
UKR,Zhitomir,BRUSILOV,23,1622,,1897,3575,
UKR,Zhitomir,BRUSILOV,23,1622,,1939,171,
UKR,Zhitomir,CHERNIAKHOV,24,1721,,1897,1774,
UKR,Zhitomir,CHERNIAKHOV,24,1721,,1926,437,
UKR,Zhitomir,CHERVONNOYE,25,17XX,,1897,711,
UKR,Zhitomir,CHERVONNOYE,25,17XX,,1939,411,
UKR,Zhitomir,CHOPOVICHI,26,,,1897,919,
UKR,Zhitomir,CHOPOVICHI,26,,,1926,1533,
UKR,Zhitomir,CHUDNOV,27,15LX,,1756,1283,
UKR,Zhitomir,CHUDNOV,27,15LX,,1897,4491,
UKR,Zhitomir,CHUDNOV,27,15LX,,1939,2506,
UKR,Zhitomir,DEDKOVITCHY,28,17LX,,1778,4,
UKR,Zhitomir,DEDKOVITCHY,28,17LX,,1897,276,
UKR,Zhitomir,DEDKOVITCHY,28,17LX,,1926,103,
UKR,Zhitomir,DEDKOVITCHY,28,17LX,,1939,206,
UKR,Zhitomir,DIDKOVICHI,29,,,1897,276,
UKR,Zhitomir,DIDKOVICHI,29,,,1926,103,
UKR,Zhitomir,DOVBISH,30,18LX,,1939,513,
UKR,Zhitomir,HORODNITSA,31,,,1850,427,
UKR,Zhitomir,HORODNITSA,31,,,1897,1310,
UKR,Zhitomir,HORODNITSA,31,,,1939,1212,
UKR,Zhitomir,IVNITSA,32,,,1765,88,
UKR,Zhitomir,IVNITSA,32,,,1897,607,
UKR,Zhitomir,KAMENNI-BROD,33,17XX,,1897,1147,
UKR,Zhitomir,KAMENNI-BROD,33,17XX,,1939,857,
UKR,Zhitomir,KHODAKI,34,17EX,,1897,270,
UKR,Zhitomir,KHODORKOV,35,1720,,1765,372,
UKR,Zhitomir,KHODORKOV,35,1720,,1897,3672,
UKR,Zhitomir,KHODORKOV,35,1720,,1923,361,
UKR,Zhitomir,KODNIA,36,1593,,1897,688,
UKR,Zhitomir,KORNIN,37,1618,,1897,807,
UKR,Zhitomir,KOROSTEN,38,18XX,,1897,1299,
UKR,Zhitomir,KOROSTEN,38,18XX,,1939,10991,
UKR,Zhitomir,KOROSTISHEV,39,15LX,,1897,4160,
UKR,Zhitomir,KOROSTISHEV,39,15LX,,1939,2170,
UKR,Zhitomir,KOTELNIA,40,17EX,,1756,157,
UKR,Zhitomir,KOTELNIA,40,17EX,,1897,1345,
UKR,Zhitomir,KOTELNIA,40,17EX,,1926,896,
UKR,Zhitomir,KRANOARMIEYSK,41,,,1897,1168,
UKR,Zhitomir,KRANOARMIEYSK,41,,,1939,523,
UKR,Zhitomir,LESHCHIN,42,17EX,,1775,192,
UKR,Zhitomir,LESHCHIN,42,17EX,,1847,572,
UKR,Zhitomir,LESHCHIN,42,17EX,,1897,337,
UKR,Zhitomir,LESHCHIN,42,17EX,,1926,157,
UKR,Zhitomir,LUGINI,43,17EX,,,,
UKR,Zhitomir,MALIN,44,,,1847,1064,
UKR,Zhitomir,MALIN,44,,,1897,4256,
UKR,Zhitomir,MALIN,44,,,1939,3607,
UKR,Zhitomir,MALIN,44,,,1959,1200,
UKR,Zhitomir,MIROPOL,45,17XX,,1897,1912,
UKR,Zhitomir,NARODICHI,46,16XX,,1629,4,
UKR,Zhitomir,NARODICHI,46,16XX,,1765,241,
UKR,Zhitomir,NARODICHI,46,16XX,,1897,2054,
UKR,Zhitomir,NARODICHI,46,16XX,,1939,1233,
UKR,Zhitomir,NORINSK,47,17EX,,1765,121,
UKR,Zhitomir,NORINSK,47,17EX,,1897,584,
UKR,Zhitomir,NORINSK,47,17EX,,1923,329,
UKR,Zhitomir,NOVA CHARTORIYA,48,,,1750,49,
UKR,Zhitomir,NOVA CHARTORIYA,48,,,1897,502,
UKR,Zhitomir,NOVOGRAD-VOLINSKII,49,16LX,,1765,577,
UKR,Zhitomir,NOVOGRAD-VOLINSKII,49,16LX,,1897,9378,
UKR,Zhitomir,NOVOGRAD-VOLINSKII,49,16LX,,1939,6839,
UKR,Zhitomir,OLEVSK,50,1750,,1897,1187,
UKR,Zhitomir,OLEVSK,50,1750,,1959,1300,
UKR,Zhitomir,OVRUCH,51,1629,,1629,3,
UKR,Zhitomir,OVRUCH,51,1629,,1897,3445,
UKR,Zhitomir,OVRUCH,51,1629,,1939,3862,
UKR,Zhitomir,OVRUCH,51,1629,,1957,2200,
UKR,Zhitomir,PERVOMAYSK,52,1933,,1939,279,
UKR,Zhitomir,PIATKA,53,17MX,,1750,78,
UKR,Zhitomir,PIATKA,53,17MX,,1897,833,
UKR,Zhitomir,POPELNIA,54,20XX,,1939,129,
UKR,Zhitomir,RADOMYSL,55,1764,,1792,1424,
UKR,Zhitomir,RADOMYSL,55,1764,,1897,7502,
UKR,Zhitomir,RADOMYSL,55,1764,,1939,2348,
UKR,Zhitomir,ROGACHEYV,56,,,1847,404,
UKR,Zhitomir,ROGACHEYV,56,,,1897,1303,
UKR,Zhitomir,ROGACHEYV,56,,,1926,265,
UKR,Zhitomir,ROMANOV,57,1787,,1897,2599,
UKR,Zhitomir,ROMANOV,57,1787,,1939,1720,
UKR,Zhitomir,ROMANOVKA,58,1830,,1897,379,
UKR,Zhitomir,RUZHIN,59,17EX,,1897,3599,
UKR,Zhitomir,RUZHIN,59,17EX,,1939,1108,
UKR,Zhitomir,SLOVECHNO,60,17MX,,1897,885,
UKR,Zhitomir,SLOVECHNO,60,17MX,,1939,879,
UKR,Zhitomir,TROYANOV,61,17XX,,1897,1469,
UKR,Zhitomir,TROYANOV,61,17XX,,1939,581,
UKR,Zhitomir,USHOMIR,62,1750,,1897,1754,
UKR,Zhitomir,USHOMIR,62,1750,,1926,1749,
UKR,Zhitomir,VASKOVICHI,63,18EX,,1897,198,
UKR,Zhitomir,VASKOVICHI,63,18EX,,1926,234,
UKR,Zhitomir,VELEDNIKI,64,1757,,1897,507,
UKR,Zhitomir,VERKHOVNIA,65,,,1897,316,
UKR,Zhitomir,VERKHOVNIA,65,,,1926,104,
UKR,Zhitomir,VIAZOVKA,66,18XX,,1897,239,
UKR,Zhitomir,VIAZOVKA,66,18XX,,1926,165,
UKR,Zhitomir,VISTUPOVICHI,67,,,1897,109,
UKR,Zhitomir,VISTUPOVICHI,67,,,1926,204,
UKR,Zhitomir,VOLODARSK VOHLINSKII,68,,,1897,2018,
UKR,Zhitomir,VOLODARSK VOHLINSKII,68,,,1939,988,
UKR,Zhitomir,YANUSHPOL,69,1569,,1897,1251,
UKR,Zhitomir,YANUSHPOL,69,1569,,1939,721,
UKR,Zhitomir,ZHITOMIR,70,17EX,,1751,346,
UKR,Zhitomir,ZHITOMIR,70,17EX,,1791,1261,
UKR,Zhitomir,ZHITOMIR,70,17EX,,1897,30738,
UKR,Zhitomir,ZHITOMIR,70,17EX,,1939,29503,
UKR,Zhitomir,ANDRUSHEVKA,71,17MX,,1897,430,
UKR,Zhitomir,ANDRUSHEVKA,71,17MX,,1927,300,
UKR,Zhitomir,ANDRUSHEVKA,71,17MX,,1939,658,
UKR,Zhitomir,BARANOVKA,72,16XX,,1939,1447,
UKR,Zhitomir,BELILOVKA,73,17EX,,1765,124,
UKR,Zhitomir,BELILOVKA,73,17EX,,1897,2223,
UKR,Zhitomir,BELILOVKA,73,17EX,,1926,1897,
UKR,Zhitomir,BIKOVKA,74,18XX,,1897,92,
UKR,Zhitomir,BIKOVKA,74,18XX,,1939,151,
UKR,Zhitomir,EMILCHINO,75,18EX,,1897,1049,
UKR,Zhitomir,EMILCHINO,75,18EX,,1939,1115,
UKR,Zhitomir,HUTA BRONITSKA,76,,,1939,166,
HUN,Zemplen,BEKECS,77,17XX,,1880,109,
HUN,Zemplen,BEKECS,77,17XX,,1930,101,
HUN,Zemplen,BODROGKERESZTUR,78,1726,,1880,336,
HUN,Zemplen,BODROGKERESZTUR,78,1726,,1930,535,
HUN,Zemplen,BODROGKERESZTUR,78,1726,,1941,455,
HUN,Zemplen,CIGAND,79,18EX,,1930,229,
HUN,Zemplen,ERDOBENYE,80,17EX,,1880,332,
HUN,Zemplen,ERDOBENYE,80,17EX,,1930,153,
HUN,Zemplen,GESZTELY,81,1736,,1880,120,
HUN,Zemplen,GESZTELY,81,1736,,1930,69,
HUN,Zemplen,HERNADNEMETI,82,17LX,,1851,31,
HUN,Zemplen,HERNADNEMETI,82,17LX,,1930,58,
HUN,Zemplen,LEGYESBENYE,83,17LX,,1880,78,
HUN,Zemplen,LEGYESBENYE,83,17LX,,1930,60,
HUN,Zemplen,MAD,84,17EX,,1890,897,
HUN,Zemplen,MAD,84,17EX,,1941,304,
HUN,Zemplen,MEGYASZO,85,17LX,,1880,151,
HUN,Zemplen,MEGYASZO,85,17LX,,1930,99,
HUN,Zemplen,MONOK,86,1735,1830,1880,198,
HUN,Zemplen,MONOK,86,1735,1830,1941,66,
HUN,Zemplen,OLASZLISZKA,87,17EX,,1850,191,
HUN,Zemplen,OLASZLISZKA,87,17EX,,1930,227,
HUN,Zemplen,RICSE,88,1811,1918,1880,122,
HUN,Zemplen,RICSE,88,1811,1918,1930,171,
HUN,Zemplen,SAROSPATAK,89,17EX,,1869,801,
HUN,Zemplen,SAROSPATAK,89,17EX,,1930,1096,
HUN,Zemplen,SATORALJAUJHELY,90,17EX,1760,1825,1217,
HUN,Zemplen,SATORALJAUJHELY,90,17EX,1760,1869,3253,
HUN,Zemplen,SATORALJAUJHELY,90,17EX,1760,1920,6446,
HUN,Zemplen,SATORALJAUJHELY,90,17EX,1760,1941,4160,
HUN,Zemplen,SZEGI,91,,,1930,72,
HUN,Zemplen,SZERENCS,92,1770,,1770,215,
HUN,Zemplen,SZERENCS,92,1770,,1880,407,
HUN,Zemplen,SZERENCS,92,1770,,1930,955,
HUN,Zemplen,TAKTAHARKANY,93,1812,,1930,72,
HUN,Zemplen,TALLYA,94,17LX,,1840,340,
HUN,Zemplen,TALLYA,94,17LX,,1941,173,
HUN,Zemplen,TARCAL,95,1746,,1896,280,
HUN,Zemplen,TARCAL,95,1746,,1930,321,
HUN,Zemplen,TARCAL,95,1746,,1941,299,
HUN,Zemplen,TISZALUC,96,16XX,,1930,174,
HUN,Zemplen,TOKAJ,97,17EX,,1880,1161,
HUN,Zemplen,TOKAJ,97,17EX,,1944,958,
HUN,Zemplen,TOLCSVA,98,1735,,1880,392,
HUN,Zemplen,TOLCSVA,98,1735,,1930,258,
HUN,Zemplen,VAJDACSKA,99,18EX,,1930,62,
HUN,Zemplen,VITKA,100,17MX,,1880,270,
HUN,Zemplen,ZEMPLENAGARD,101,18EX,,1930,137,
HOL,Zeeland,MIDDELBURG,102,16LX,1700,1850,429,
HOL,Zeeland,MIDDELBURG,102,16LX,1700,1941,56,
HOL,Zeeland,VLISSINGEN,103,18XX,18XX,1870,129,
HOL,Zeeland,VLISSINGEN,103,18XX,18XX,1941,38,
HOL,Zeeland,ZIERIKZEE,104,18EX,,1860,91,
HOL,Zeeland,ZIERIKZEE,104,18EX,,1941,27,
LIT,Zarasai,ANTALIEPTE,105,,,1897,474,
LIT,Zarasai,DUSETOS,106,15XX,15XX,1897,1158,
LIT,Zarasai,DUSETOS,106,15XX,15XX,1923,704,
LIT,Zarasai,IMBRADAS,107,,,1923,50,
LIT,Zarasai,SALAKAS,108,,,1897,1582,
LIT,Zarasai,ZARASAI,109,1838,1838,1866,3562,
UKR,Zaprozhe,SLADKOVODNOYE,110,1853,1853,1858,561,
UKR,Zaprozhe,SLADKOVODNOYE,110,1853,1853,1897,430,
UKR,Zaprozhe,SLADKOVODNOYE,110,1853,1853,1926,345,
UKR,Zaprozhe,ARBAYTHEYM,111,192X,192X,,,
UKR,Zaprozhe,ASKANYIA NOVA,112,,,1939,22,
UKR,Zaprozhe,CHERVONOARMEYSKOYE,113,18LX,,1897,390,
UKR,Zaprozhe,CHERVONOARMEYSKOYE,113,18LX,,1939,157,
UKR,Zaprozhe,CHONGAR,114,1922,,,,
UKR,Zaprozhe,GAYCHUR,115,18LX,,,,
UKR,Zaprozhe,GORKAYA,116,1850,,1858,488,
UKR,Zaprozhe,GULAY POLE,117,,,1897,1173,
UKR,Zaprozhe,KAMENKA,118,,,,,
UKR,Zaprozhe,KATHERINOVKA,119,,,,,
UKR,Zaprozhe,KRASNOSELKA,120,1845,,1858,623,
UKR,Zaprozhe,KRASNOSELKA,120,1845,,1897,515,
UKR,Zaprozhe,KRASNOSELKA,120,1845,,1926,442,
UKR,Zaprozhe,MELITOPOL,121,,,1897,6563,
UKR,Zaprozhe,MELITOPOL,121,,,1939,6040,
UKR,Zaprozhe,MEZHERICH,122,1846,1846,1858,540,
UKR,Zaprozhe,MEZHERICH,122,1846,1846,1897,448,
UKR,Zaprozhe,MEZHERICH,122,1846,1846,1926,289,
UKR,Zaprozhe,MIKHAYLOVKA,123,1903,,1910,926,
UKR,Zaprozhe,MIKHAYLOVKA,123,1903,,1939,102,
UKR,Zaprozhe,MOLOCHANSK,124,,,1939,249,
UKR,Zaprozhe,NADEZHNAIA,125,1855,1855,1858,,532
UKR,Zaprozhe,NADEZHNAIA,125,1855,1855,1897,634,
UKR,Zaprozhe,NADEZHNAIA,125,1855,1855,1926,476,
UKR,Zaprozhe,NECHAYEVKA,126,1853,1853,1853,,386
UKR,Zaprozhe,NECHAYEVKA,126,1853,1853,1897,239,
UKR,Zaprozhe,NOGAYSK,127,,,1897,508,
UKR,Zaprozhe,NOGAYSK,127,,,1939,103,
UKR,Zaprozhe,NOVODAROVKA,128,1855,,1858,608,
UKR,Zaprozhe,NOVODAROVKA,128,1855,,1926,503,
UKR,Zaprozhe,NOVO ZLATOPOL,129,184X,,1897,669,
UKR,Zaprozhe,NOVO ZLATOPOL,129,184X,,1939,1109,
UKR,Zaprozhe,OKTIABERFELD,130,,,,,
UKR,Zaprozhe,OREKHOV,131,,,1897,971,
UKR,Zaprozhe,OREKHOV,131,,,1939,358,
UKR,Zaprozhe,OSIPENKO,132,18XX,,1864,703,
UKR,Zaprozhe,OSIPENKO,132,18XX,,1897,3048,
UKR,Zaprozhe,OSIPENKO,132,18XX,,1939,2393,
UKR,Zaprozhe,POLOGI,133,20EX,,1926,706,
UKR,Zaprozhe,POLOGI,133,20EX,,1939,416,
UKR,Zaprozhe,PRIUTNOYE,134,1848,1848,1858,616,
UKR,Zaprozhe,PRIUTNOYE,134,1848,1848,1897,292,
UKR,Zaprozhe,PROLETARSKOYE,135,1848,1848,1858,450,
UKR,Zaprozhe,PROLETARSKOYE,135,1848,1848,1922,249,
UKR,Zaprozhe,ROSKOSHNAYA,136,1855,1855,1858,616,
UKR,Zaprozhe,ROZOVKA,137,,,1939,238,
POL,Lodz,ROZPRZA,138,16XX,,1857,246,
POL,Lodz,ROZPRZA,138,16XX,,1940,600,
UKR,Zaprozhe,VASILEVKA,139,,,1939,97,
UKR,Zaprozhe,VESOLYIA,140,18MX,,1858,424,
UKR,Zaprozhe,VESOLYIA,140,18MX,,1897,436,
UKR,Zaprozhe,VESOLYIA,140,18MX,,1922,134,
UKR,Zaprozhe,ZAPOROZHE,141,1816,,1816,7,
UKR,Zaprozhe,ZAPOROZHE,141,1816,,1897,5290,
UKR,Zaprozhe,ZAPOROZHE,141,1816,,1939,22631,
UKR,Zaprozhe,ZELENOPOLE,142,1853,1853,1853,557,
UKR,Zaprozhe,ZELENOPOLE,142,1853,1853,1897,658,
UKR,Zaprozhe,ZELENOPOLE,142,1853,1853,1926,476,
UKR,Zaprozhe,GENICHESK,143,,,1897,2816,
UKR,Zaprozhe,GENICHESK,143,,,1939,976,
UKR,Zaprozhe,CHKALOVA,144,192X,,,,
UKR,Zaprozhe,FRAYDORF (II),145,192X,,,,
UKR,Zaprozhe,BOLSHOY TOKMAK,146,,,1897,2421,
UKR,Zaprozhe,BOLSHOY TOKMAK,146,,,1939,1356,
UKR,Zaprozhe,TRUDOLUBOVKA,147,1848,,1858,32,
UKR,Zaprozhe,TRUDOLUBOVKA,147,1848,,1897,496,
HUN,Zala,BALATONFURED,148,1746,,1880,117,
HUN,Zala,BALATONFURED,148,1746,,1930,143,
HUN,Zala,CSABRENDEK,149,17MX,,1869,583,
HUN,Zala,CSABRENDEK,149,17MX,,1930,107,
HUN,Zala,CSABRENDEK,149,17MX,,1941,57,
HUN,Zala,CSURGO,150,18EX,18EX,1880,276,
HUN,Zala,CSURGO,150,18EX,18EX,1930,229,
HUN,Zala,HAHOT,151,17MX,,1880,109,
HUN,Zala,HAHOT,151,17MX,,1930,45,
HUN,Zala,KESZTHELY,152,17EX,1766,1890,1034,
HUN,Zala,KESZTHELY,152,17EX,1766,1941,755,
HUN,Zala,KESZTHELY,152,17EX,1766,1958,80,
HUN,Zala,NAGYKANIZSA,153,17EX,1869,1840,1000,
HUN,Zala,NAGYKANIZSA,153,17EX,1869,1890,3573,
HUN,Zala,NAGYKANIZSA,153,17EX,1869,1941,2091,
HUN,Zala,NAGYKANIZSA,153,17EX,1869,1946,279,
HUN,Zala,NAGYKANIZSA,153,17EX,1869,1960,136,
HUN,Zala,PACSA,154,17MX,1869,1869,201,
GER,Westphalia,PADERBORN,155,1624,,1802,175,
GER,Westphalia,PADERBORN,155,1624,,1855,359,
GER,Westphalia,PADERBORN,155,1624,,1901,421,
GER,Westphalia,PADERBORN,155,1624,,1933,273,
HUN,Zala,SUMEG,156,1699,,1880,302,
HUN,Zala,SUMEG,156,1699,,1930,296,
HUN,Zala,TAPOLCA,157,17XX,1868,1850,51,
HUN,Zala,TAPOLCA,157,17XX,1868,1930,706,
HUN,Zala,ZALAEGERSZEG,158,1711,,1840,349,
HUN,Zala,ZALAEGERSZEG,158,1711,,1920,1659,
HUN,Zala,ZALAEGERSZEG,158,1711,,1941,873,
HUN,Zala,ZALALOVO,159,1746,1869,1880,129,
HUN,Zala,ZALALOVO,159,1746,1869,1941,100,
HUN,Zala,ZALASZENTGROT,160,17EX,1869,1869,424,
HUN,Zala,ZALASZENTGROT,160,17EX,1869,1941,151,
TUN,Zaghouan,ZAGHOUAN,161,18LX,,1909,30,
TUN,Zaghouan,ZAGHOUAN,161,18LX,,1936,4,
FRA,Yvelines,VERSAILLES,162,17XX,1883,1941,321,
FRA,Yvelines,VERSAILLES,162,17XX,1883,1964,800,
YUG,Yugoslavia,PULA,163,14XX,,,,
GER,Wuerttemberg,AFFALTRACH,164,1660,,1854,190,
GER,Wuerttemberg,ARCHSHOFEN,165,17EX,,1870,180,
GER,Wuerttemberg,AUFHAUSEN,166,16XX,,1854,378,
GER,Wuerttemberg,BAISINGEN,167,1640,1640,1843,235,
GER,Wuerttemberg,BAISINGEN,167,1640,1640,1869,1,
GER,Wuerttemberg,BAISINGEN,167,1640,1640,1933,86,
GER,Wuerttemberg,BERLICHINGEN,168,1632,1632,1854,249,
GER,Wuerttemberg,BERLICHINGEN,168,1632,1632,1933,68,
GER,Wuerttemberg,BERLICHINGEN,168,1632,1632,1939,70,
GER,Wuerttemberg,BRAUNSBACH,169,1673,1673,1843,293,
GER,Wuerttemberg,BRAUNSBACH,169,1673,1673,1854,100,
GER,Wuerttemberg,BRAUNSBACH,169,1673,1673,1933,39,
GER,Wuerttemberg,BUTTENHAUSEN,170,1787,1787,1870,442,
GER,Wuerttemberg,EDELFINGEN,171,15LX,15LX,1895,170,
GER,Wuerttemberg,ESSLINGEN,172,1806,1806,1880,166,
GER,Wuerttemberg,ESSLINGEN,172,1806,1806,1933,142,
GER,Wuerttemberg,FREUDENTAL,173,17XX,17XX,1855,364,
GER,Wuerttemberg,FREUDENTAL,173,17XX,17XX,1933,50,
GER,Wuerttemberg,GOEPPINGEN,174,1849,1849,1880,242,
GER,Wuerttemberg,HEILBRONN,175,1800,1861,1885,994,
GER,Wuerttemberg,HEILBRONN,175,1800,1861,1933,790,
GER,Wuerttemberg,HERRLINGEN,176,,,1933,48,
GER,Wuerttemberg,HERRLINGEN,176,,,1937,107,
GER,Wuerttemberg,HORB,177,18LX,18LX,1900,134,
GER,Wuerttemberg,HORB,177,18LX,18LX,1933,100,
GER,Wuerttemberg,KUENZELSAU,178,1580,,1854,167,
GER,Wuerttemberg,KUENZELSAU,178,1580,,1900,114,
GER,Wuerttemberg,KUENZELSAU,178,1580,,1910,7,
GER,Wuerttemberg,KUENZELSAU,178,1580,,1933,60,
GER,Wuerttemberg,LAUDENBACH,179,16XX,,1807,74,
GER,Wuerttemberg,LAUDENBACH,179,16XX,,1854,155,
GER,Wuerttemberg,LAUDENBACH,179,16XX,,1933,13,
GER,Wuerttemberg,LAUPHEIM,180,1742,,1856,796,
GER,Wuerttemberg,LAUPHEIM,180,1742,,1869,852,
GER,Wuerttemberg,LAUPHEIM,180,1742,,1933,231,
GER,Wuerttemberg,LAUPHEIM,180,1742,,1948,2000,
GER,Wuerttemberg,LEHRENSTEINSFELD,181,16XX,,1843,124,
GER,Wuerttemberg,LEHRENSTEINSFELD,181,16XX,,1933,4,
GER,Wuerttemberg,LUDWIGSBURG,182,1725,18MX,1900,243,
GER,Wuerttemberg,LUDWIGSBURG,182,1725,18MX,1933,187,
GER,Wuerttemberg,MARKELSHEIM,183,16XX,1832,1933,20,
GER,Wuerttemberg,MASSENBACH,184,1556,,1843,85,
GER,Wuerttemberg,MASSENBACH,184,1556,,1933,15,
GER,Wuerttemberg,MUEHRINGEN,185,15XX,1832,1854,512,
GER,Wuerttemberg,MUEHRINGEN,185,15XX,1832,1933,45,
GER,Wuerttemberg,NIEDERSTETTEN,186,16XX,,1854,215,
GER,Wuerttemberg,NORDSTETTEN,187,15XX,16XX,1800,175,
GER,Wuerttemberg,NORDSTETTEN,187,15XX,16XX,1854,352,
GER,Wuerttemberg,OBERDOREF,188,1510,,1854,548,
GER,Wuerttemberg,OEDHEIM,189,1805,,1828,94,
GER,Wuerttemberg,OEHRINGEN,190,18MX,,,,
GER,Wuerttemberg,OLNHAUSEN,191,16MX,,1854,158,
GER,Wuerttemberg,PFLAUMLOCH,192,16XX,,1854,255,
GER,Wuerttemberg,RAVENSBURG,193,1835,,1900,40,
GER,Wuerttemberg,RAVENSBURG,193,1835,,1933,27,
GER,Wuerttemberg,REUTLINGEN,194,18XX,,1890,60,
GER,Wuerttemberg,REUTLINGEN,194,18XX,,1933,54,
GER,Wuerttemberg,REXINGEN,195,1648,,1854,427,
GER,Wuerttemberg,REXINGEN,195,1648,,1933,262,
GER,Wuerttemberg,ROTTWEIL,196,18XX,,1880,136,
GER,Wuerttemberg,SCHWAEBISCH GMUEND,197,1392,1861,1890,97,
GER,Wuerttemberg,SCHWAEBISCH GMUEND,197,1392,1861,1933,90,
GER,Wuerttemberg,SONTHEIM,198,1710,1710,1885,114,
GER,Wuerttemberg,SONTHEIM,198,1710,1710,1933,72,
GER,Wuerttemberg,STUTTGART,199,1848,1834,1807,92,
GER,Wuerttemberg,STUTTGART,199,1848,1834,1880,3015,
GER,Wuerttemberg,STUTTGART,199,1848,1834,1910,4291,
GER,Wuerttemberg,STUTTGART,199,1848,1834,1925,4548,
GER,Wuerttemberg,STUTTGART,199,1848,1834,1946,1176,
GER,Wuerttemberg,STUTTGART,199,1848,1834,1990,350,
GER,Wuerttemberg,TALHEIM,200,17LX,1806,1860,122,
GER,Wuerttemberg,TALHEIM,200,17LX,1806,1933,82,
GER,Wuerttemberg,TUEBINGEN,201,1848,1848,1842,54,
GER,Wuerttemberg,TUEBINGEN,201,1848,1848,1869,34,
GER,Wuerttemberg,TUEBINGEN,201,1848,1848,1910,139,
GER,Wuerttemberg,ULM,202,1782,1857,1880,694,
GER,Wuerttemberg,WACHBACH,203,15XX,15XX,1843,215,
GER,Wuerttemberg,WEIKERSHEIM,204,17XX,17XX,1807,158,
GER,Wuerttemberg,BAD BUCHAU,205,,,1854,724,
GER,Wuerttemberg,BAD MERGENTHEIM,206,16XX,16XX,1900,276,
GER,Wuerttemberg,CRAILSHEIM,207,15LX,15LX,1808,85,
GER,Wuerttemberg,CRAILSHEIM,207,15LX,15LX,1910,325,
GER,Wuerttemberg,HOHEBACH,208,16XX,,1854,168,
GER,Wuerttemberg,HOHEBACH,208,16XX,,1933,32,
GER,Wuerttemberg,HOHEBACH,208,16XX,,1843,169,
GER,Wuerttemberg,HOHEBACH,208,16XX,,1900,13,
GER,Wuerttemberg,ERNSBACH,209,1680,,1843,224,
GER,Wuerttemberg,SCHWAEBISCH HALL,210,1401,,1880,263,
GER,Wuerttemberg,SCHWAEBISCH HALL,210,1401,,1933,115,
GER,Wuerttemberg,STUTTGART-BAD CANSTATT,211,1826,1871,1900,484,
GER,Wuerttemberg,STUTTGART-BAD CANSTATT,211,1826,1871,1933,261,
GER,Wuerttemberg,MICHELBACH AN DER LUECKE,212,1519,,1869,216,
