line_id,code,jg_id,ejl_line,name,dist,prov,area,region,prov1900,prov1930,jg_dist,jg_dist1930,country1900,country1930
1,PSK_OST_PYTL,-2990437,8,Pytalovo,Ostrov,Pskov,Mainland Russia,Latgale,Pskov,Latgale,Ostrov,Abrene,Russian Empire,Soviet Union
2,SDL_LKV_ADMW,-492116,14,Adamów,Lukow,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Lukov,Łuków,Russian Empire,Poland
3,CRL_GZN_GZNP,-3206643,31,Gazenpot,Gazenpot,Courland,Mainland Russia,Courland,Courland,Kurzeme,Gazenpot,Aizpute,Russian Empire,Soviet Union
4,KZN_AKH_AKHT,-1034035,34,Akhtyrka,Akhtyrka,Kharkov,Mainland Russia,Sumy,Kharkov,Ukraine SSR,Akhtyrka,Sumy,Russian Empire,Soviet Union
5,KVN_NVL_OKNS,-3206682,36,Oknista,Novoaleksandrovsk,Kovno,Pale,Zemgale,Kovno,Zemgale,Novoaleksandrovsk,Ilūkste,Russian Empire,Soviet Union
6,VLH_RVN_ALKS,-1034078,42,Aleksandriia,Rovno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Rovno,Równe,Russian Empire,Soviet Union
7,PTR_LDZ_ALSK,-492230,44,Aleskandrów,Lodz,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Lodz',Łódź,Russian Empire,Poland
8,WRS_NSH_ALKS,-492229,45,Aleksandrów,Nieszawa,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Neshava,Nieszawa,Russian Empire,Poland
9,BSS_BLT_ALKS,-2275979,48,Aleksandreny,Bieltsy,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Bieltsy,Bălţi,Russian Empire,Soviet Union
10,KHR_ALK_ALKS,-1049208,49,Aleksandriia,Aleksandriia,Kherson,Pale,Kirovograd,Kherson,Ukraine SSR,Aleksandriia,Kirovograd,Russian Empire,Soviet Union
11,KIV_CHG_ALKS,-1049206,51,Aleksandrovka,Chigirin,Kiev,Pale,Kirovograd,Kiev,Ukraine SSR,Chigirin,Kirovograd,Russian Empire,Soviet Union
12,PRU_OST_ALLN,-519859,55,Allenstein,Olsztyn,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Poland
13,VLN_TRK_OLV,-2612619,60,Olava,Troki,Vilna,Pale,Alytus,Vilna,,Troki,Alytus,,Soviet Union
14,KVN_TLS_OLSD,-2612624,64,Olsiady,Telshi,Kovno,Pale,Telsiai,Kovno,,Tel'shi,Telšiai,Russian Empire,Soviet Union
15,PRU_PMM_ALTD,-498582,71,Altdamm,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Poland
16,CRN_KRL_ALTY,-1034270,83,Altynovka,Krolevets,Chernigov,Pale,Sumy,Chernigov,Ukraine SSR,Krolevets,Sumy,Russian Empire,Soviet Union
17,LVL_VLK_ALKS,-3206721,88,Aluksna,Valk,Livland,Mainland Russia,Vidzeme,Livland,Vidzeme,Valk,Valka,Russian Empire,Soviet Union
18,KVN_VLK_OVNT,-2612570,89,Ovanta,Vilkomir,Kovno,Pale,Utena,Kovno,,Vil'komir,Utena,Russian Empire,Soviet Union
19,KHR_ANN_ANNV,-1034285,101,Ananev,Ananev,Kherson,Pale,,Kherson,Moldavian ASSR,Anan'ev,,Russian Empire,Soviet Union
20,VLH_ZHT_ANDR,-1034396,108,Andrushovka,Zhitomir,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Zhitomir,Zhitomir,Russian Empire,Soviet Union
21,GLC_CRC_ANDR,-492267,109,Andrychów,Wadowice,Galicia,Galicia,Cracow,Galicia,Kraków,Wadowice,Wadowice,Austrian Empire,Poland
22,LMZ_OST_ANDR,-492271,110,Andruseevo,Ostrov,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Ostrov,Ostrów,Russian Empire,Poland
23,PTR_LDZ_ANDR,-492280,111,Andrzejów,Brzeziny,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Lodz',Łódź,Russian Empire,Poland
24,PRU_OST_ANGR,-534627,113,Angerburg,Wegorzewo,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Poland
25,PRU_PMM_ANKL,-1740551,116,Anklam,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Germany
26,VLH_OST_ANNP,-1034425,118,Annopol,Ostrog,Volhynia,Pale,Kamenets-Podolski,Volhynia,Ukraine SSR,Ostrog,Kamenets-Podolski,Russian Empire,Soviet Union
27,LBL_INV_ANNP,-492321,119,Annopol,Janow,Lublin,Congress Poland,Lublin,Lublin,Lublin,Ianov,Janów,Russian Empire,Poland
28,SWL_MRM_ANTN,-2612699,124,Antanava,Mariampol,Suwalki,Congress Poland,Marijampole,Suwałki,,Mariampol',Marijampolė,Russian Empire,Soviet Union
29,VLH_ZSL_ANTN,-1034469,125,Antoniny,Zaslavl,Volhynia,Pale,Kamenets-Podolski,Volhynia,Ukraine SSR,Zaslavl',Kamenets-Podolski,Russian Empire,Soviet Union
30,MGL_CHR_ANTN,-149302,126,Antonovka,Cherikov,Mogilev,Pale,Mogilev,,,,,,
31,VLH_RVN_ANTN,-1034509,127,Antonovka,Rovno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Rovno,Równe,Russian Empire,Soviet Union
32,KVN_VLK_ONKS,-2612735,130,Onikshty,Vilkomir,Kovno,Pale,Utena,Kovno,,Vil'komir,Utena,Russian Empire,Soviet Union
33,LVL_VLK_APPN,-3206808,135,Appengof,Valk,Livland,Mainland Russia,Vidzeme,Livland,Vidzeme,Valk,Valka,Russian Empire,Soviet Union
34,KHR_KHR_PKRV,-1034540,140,Pokrovskoe,Kherson,Kherson,Pale,Dnepropetrovsk,Kherson,Ukraine SSR,Kherson,Dnepropetrovsk,Russian Empire,Soviet Union
35,BSS_AKK_STRA,-1034623,147,Staro-Artsiz,Akkerman,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Akkerman,Cetatea Albă,Russian Empire,Soviet Union
36,KVN_KVN_ERGL,-2612768,152,Eirogola,Kovno,Kovno,Pale,Kedainai,Kovno,,Kovna,Kėdainiai,Russian Empire,Soviet Union
37,TRD_PRK_ARMN,-1034582,155,Armianskii bazar,Perekop,Taurida,Pale,Crimea,Taurida,Ukraine SSR,Perekop,Crimea,Russian Empire,Soviet Union
38,EKT_BKH_BKHM,-1034612,163,Bakhmut,Bakhmut,Ekaterinoslav,Mainland Russia,Stalino,Ekaterinoslav,Ukraine SSR,Bakhmut,Stalino,Russian Empire,Soviet Union
39,CRL_TKK_ATS,-3206918,178,Autse,Tukkum,Courland,Mainland Russia,Zemgale,Courland,Zemgale,Tukkum,Tukums,Russian Empire,Soviet Union
40,SWL_AVG_AVGS,-492452,183,Avgustov,Avgustov,Suwalki,Congress Poland,Bialystok,Suwałki,Białystok,Avgustov,Augustów,Russian Empire,Poland
41,VLN_TRK_VYSK,-2612835,184,Vysokii dvor,Troki,Vilna,Pale,Troki,Vilna,,Troki,Trakai,,Soviet Union
42,SWL_MRM_PNMV,-2612858,185,Poniemov,Mariampol,Suwalki,Congress Poland,Kaunas,Suwałki,,Mariampol',Kaunas,Russian Empire,Soviet Union
43,PTR_NVR_ARLW,-492476,187,Aurelów,Noworadomsk,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Novoradomsk,Radomsko,Russian Empire,Poland
44,SWL_MRM_DBVB,-2612904,192,Debova Buda,Mariampol,Suwalki,Congress Poland,Marijampole,Suwałki,,Mariampol',Marijampolė,Russian Empire,Soviet Union
45,KIV_UMN_BBNK,-1034731,194,Babanka,Uman,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Uman',Kiev,Russian Empire,Soviet Union
46,KLS_KLO_BBK,-492488,195,Babiak,Kolo,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Kolo,Koło,Russian Empire,Poland
47,MGL_ORS_BBNV,-1940990,196,Babinovichi,Orsha,Mogilev,Pale,Vitebsk,Mogilev,Belarus SSR,Orsha,Vitebsk,Russian Empire,Soviet Union
48,KVN_KVN_BBTY,-2612928,198,Bobty,Kovno,Kovno,Pale,Kaunas,Kovno,,Kovna,Kaunas,Russian Empire,Soviet Union
49,SDL_WGR_BCZK,-492601,210,Baczki,Wegrow,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Vengrov,Węgrów,Russian Empire,Poland
50,PRU_PMM_PLZN,-523032,230,Polzin,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Poland
51,MGL_GRK_BV,-1941110,240,Baevo,Gorki,Mogilev,Pale,Vitebsk,Mogilev,Belarus SSR,Gorki,Vitebsk,Russian Empire,Soviet Union
2625,KVN_SHV_BSGL,,248,Baineti,Unknown,Bukovina,,Bukovina,,,,,,
52,SWL_SVL_BKLR,-2612966,250,Beisagola,Shavli,Kovno,Pale,Kedainiai,Kovno,,Shavli,Kėdainiai,Russian Empire,Soviet Union
53,TRD_SMF_BKHC,-492685,253,Bakalarzhevo,Suvalki,Suwalki,Congress Poland,Bialystok,Suwałki,Białystok,Suvalki,Suwałki,Russian Empire,Poland
54,CRN_KNT_BKHM,-1034817,254,Bakhchisarai,Simferopol,Taurida,Pale,Crimea,Taurida,Ukraine SSR,Simferopol',Crimea,Russian Empire,Soviet Union
55,VLN_OSH_BKSH,-1034820,255,Bakhmach,Konotop,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Konotop,Chernigov,Russian Empire,Soviet Union
56,KIV_LPV_BLBN,-1941013,256,Bakshty,Oshmiany,Vilna,Pale,Nowogrodek,Vilna,Nowogródek,Oshmiany,Wołożyn,,Soviet Union
57,TRD_SVS_BLKL,-1034851,258,Balabanovka,Lipovets,Kiev,Pale,Vinnitsa,Kiev,Ukraine SSR,Lipovets,Vinnitsa,Russian Empire,Soviet Union
2650,SWL_MRM_BLVR,-1151714,259,Balaceana,Suczawa,Bukovina,,Bukovina,Bukovina,Bucovina,Suczawa,Suceava,Austrian Empire,Romania
58,GLC_LWW_BLGR,-1034856,260,Balaklava,Sevastopol,Taurida,Pale,Crimea,Taurida,Ukraine SSR,Sevastopol',Crimea,Russian Empire,Soviet Union
59,POD_KMN_BLN,-2612996,265,Balverzhishki,Mariampol,Suwalki,Congress Poland,Marijampole,Suwałki,,Mariampol',Marijampolė,Russian Empire,Soviet Union
60,KVN_VLK_BLNK,-492736,267,Baligród,Lisko,Galicia,Galicia,Lwow,Galicia,Lwów,Lisko,Lisko,Austrian Empire,Poland
61,POD_BLT_BLT,-1034883,269,Balin,Kamenets-Podolsk,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Kamenets-Podol'sk,Kamenets-Podolski,Russian Empire,Soviet Union
62,BSS_BLT_BLTS,-2613022,271,Bolniki,Vilkomir,Kovno,Pale,Ukmerge,Kovno,,Vil'komir,Ukmergė,Russian Empire,Soviet Union
63,POD_MGL_BR,-1034900,272,Balta,Balta,Podolia,Pale,,Podolia,Moldavian ASSR,Balta,,Russian Empire,Soviet Union
64,MGL_ORS_BRN,-2276030,273,Beltsy,Bieltsy,Bessarabia,Pale,Bessarabia,Bessarabia,Basarabia,Bieltsy,Bălţi,Russian Empire,Soviet Union
2668,GLC_LWW_BRNW,-1034916,275,Banyliv,Wiznitz,Bukovina,,Bukovina,Bukovina,Bucovina,Wiznitz,Storojineţ,Austrian Empire,Soviet Union
2641,LBL_PLW_BRNW,-1034915,276,Banyliv Pidhirnyi,Storojinet,Bukovina,,Bukovina,Bukovina,Bucovina,Storojinet,Storojineţ,Austrian Empire,Soviet Union
65,MNS_NVG_BRNV,-1034926,281,Bar,Mogilev,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Mogilev,Vinnitsa,Russian Empire,Soviet Union
66,VLH_ZHT_BRSH,-1941033,285,Baran,Orsha,Mogilev,Pale,Vitebsk,Mogilev,Belarus SSR,Orsha,Vitebsk,Russian Empire,Soviet Union
67,KVN_TLS_BRST,-492818,288,Baranów,Tarnobrzeg,Galicia,Galicia,Lwow,Galicia,Lwów,Tarnobrzeg,Tarnobrzeg,Austrian Empire,Poland
68,PRU_OST_BRTN,-492799,289,Baranów,Pulawy,Lublin,Congress Poland,Lublin,Lublin,Lublin,Puławy,Puławy,,Poland
69,SWL_VLK_BRTN,-1941035,290,Baranovichi,Novogrudok,Minsk,Pale,Nowogrodek,Minsk,Nowogródek,Novogrudok,Baranowicze,Russian Empire,Soviet Union
70,GLC_TRN_BRYS,-1034965,291,Barashi,Zhitomir,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Zhitomir,Zhitomir,Russian Empire,Soviet Union
71,PLT_PRS_BRYS,-2613110,303,Barstichai,Telshi,Kovno,Pale,Mazeikiai,Kovno,,Tel'shi,Mažeikiai,Russian Empire,Soviet Union
72,KVN_RSS_BTK,-492966,304,Bartenstein,Frydlad,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Poland
73,GLC_TRN_BTTY,-2613121,305,Bartniki,Volkovyshki,Suwalki,Congress Poland,Vilkaviskis,Suwałki,,Volkovyshki,Vilkaviškis,Russian Empire,Soviet Union
74,CRL_BSK_BSK,-1035000,306,Barysz,Buczacz,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Buczacz,Buczacz,Austrian Empire,Soviet Union
75,VLH_STR_BZL,-1035001,307,Baryshevka,Pereiaslav,Poltava,Pale,Kiev,Poltava,Ukraine SSR,Pereiaslav,Kiev,Russian Empire,Soviet Union
76,VLH_OVR_BZR,-2613151,312,Botoki,Rossieny,Kovno,Pale,Taurage,Kovno,,Rossieny,Tauragė,Russian Empire,Soviet Union
77,KVN_SHV_PDBS,-1035044,317,Batiatycze,Kamionka,Galicia,Galicia,Tarnopol,Galicia,Lwów,Żółkiew,Żółkiew,,Soviet Union
78,MNS_BRS_BGML,-3207144,326,Bausk,Bausk,Courland,Mainland Russia,Zemgale,Courland,Zemgale,Bausk,Bauska,Russian Empire,Soviet Union
79,KIV_VSL_BLTS,-1035073,330,Bazaliia,Starokonstantinov,Volhynia,Pale,Kamenets-Podolski,Volhynia,Ukraine SSR,Starokonstantinov,Kamenets-Podolski,Russian Empire,Soviet Union
80,TLA_BLV_BLV,-1035076,331,Bazar,Ovruch,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Ovruch,Zhitomir,Russian Empire,Soviet Union
81,PRU_PMM_BLGR,-2617318,332,Podubis,Shavli,Kovno,Pale,Siauliai,Kovno,,Shavli,Šiauliai,Russian Empire,Soviet Union
82,KIV_BRD_BLLV,-1941121,345,Begoml,Borisov,Minsk,Pale,Minsk,Minsk,Belarus SSR,Borisov,Minsk,Russian Empire,Soviet Union
83,PTR_PTR_BLCH,-1035624,357,Bielaia Tserkov,Vasilkov,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Vasil'kov,Kiev,Russian Empire,Soviet Union
84,VLH_ZSL_BLGR,-2883907,359,Bielev,Bielev,Tula,Mainland Russia,Tula,Tula,Russian SSR,Bielev,Tula,Russian Empire,Soviet Union
85,KIV_BRD_BLPL,-493427,361,Belgard,Pommern,Preussen,Prussia,Pomerania,Preußen,Preußen,Pommern,Pommern,Germany,Poland
86,SML_BLY_BLY,-1035165,364,Bielilovka,Berdichev,Kiev,Pale,Zhitomir,Kiev,Ukraine SSR,Berdichev,Zhitomir,Russian Empire,Soviet Union
87,MGL_MGL_BLYN,-493112,366,Bełchatów,Piotrkow,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Petrokov,Piotrków,Russian Empire,Poland
88,GLC_LWW_BLZ,-1035197,368,Bielogorodka,Zaslavl,Volhynia,Pale,Kamenets-Podolski,Volhynia,Ukraine SSR,Zaslavl',Kamenets-Podolski,Russian Empire,Soviet Union
89,LBL_LBL_BLZY,-1035228,369,Bielopole,Berdichev,Kiev,Pale,Vinnitsa,Kiev,Ukraine SSR,Berdichev,Vinnitsa,Russian Empire,Soviet Union
90,PTR_BRZ_BDKW,-2884636,373,Bielyi,Bielyi,Smolensk,Mainland Russia,Smolensk,Smolensk,Russian SSR,Bielyi,Smolensk,Russian Empire,Soviet Union
91,RDM_KNS_BNDZ,-1941219,374,Bielynichi,Mogilev,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Mogilev,Mogilev,Russian Empire,Soviet Union
92,KIV_BRD_BRDC,-1035317,375,Belz,Sokal,Galicia,Galicia,Lwow,Galicia,Lwów,Sokal,Sokal,Austrian Empire,Soviet Union
93,VLH_DBN_BRST,-493153,377,Bełżyce,Lublin,Lublin,Congress Poland,Lublin,Lublin,Lublin,Liublin,Lublin,Russian Empire,Poland
94,VLH_NVG_BRZD,-493057,379,Będków,Brzeziny,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Breziny,Brzeziny,Russian Empire,Poland
95,MNS_IGM_BRZN,-493096,381,Bendzin,Bedzin,Radom,Congress Poland,Kielce,,,,,,
96,CRN_CHR_BRZN,-1035347,392,Berdichev,Berdichev,Kiev,Pale,Zhitomir,Kiev,Ukraine SSR,Berdichev,Zhitomir,Russian Empire,Soviet Union
97,VLH_RVN_BRZN,-1035372,398,Berestechko,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Horochów,Russian Empire,Soviet Union
98,KHR_KHR_BRZN,-1035406,402,Berezdov,Novograd-Volynskii,Volhynia,Pale,Kamenets-Podolski,Volhynia,Ukraine SSR,Novograd-Volynskii,Kamenets-Podolski,Russian Empire,Soviet Union
99,VLH_LTS_BRZH,-1941267,403,Berezino,Igumen,Minsk,Pale,Mogilev,Minsk,Belarus SSR,Igumen,Mogilev,Russian Empire,Soviet Union
100,KHR_ANN_BRZV,-1035445,404,Berezna,Chernigov,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Chernigov,Chernigov,Russian Empire,Soviet Union
101,KHR_KHR_BRSL,-1035456,405,Berezno,Rovno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Rovno,Kostopol,Russian Empire,Soviet Union
102,POD_OLG_BRSH,-1035449,406,Bereznegovatyi,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
103,VTB_LPL_BSHN,-1035427,407,Berezhnitsa,Lutsk,Volhynia,Pale,Volhynia,Volhynia,Polesie,Lutsk,Sarny,Russian Empire,Soviet Union
104,PRU_PSN_BTSC,-1035476,408,Berezovka,Ananev,Kherson,Pale,Odessa,Kherson,Ukraine SSR,Anan'ev,Odessa,Russian Empire,Soviet Union
2658,KVN_KVN_BTYG,-1035358,414,Berehomet,Wiznitz,Bukovina,,Bukovina,Bukovina,Bucovina,Wiznitz,Storojineţ,Austrian Empire,Soviet Union
105,RDM_OPC_BLCZ,-1035528,415,Berislav,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
2751,SDL_BLA_BLPD,-493771,423,Bierutow,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Germany
106,PTR_RVA_BLRW,-1035538,426,Bershad,Olgopol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Ol'gopol',Vinnitsa,Russian Empire,Soviet Union
107,RDM_RDM_BLBR,-1941328,431,Beshenkovichi,Lepel,Vitebsk,Pale,Vitebsk,Vitebsk,Belarus SSR,Lepel',Vitebsk,Russian Empire,Soviet Union
108,RDM_KNS_BLGN,-524473,432,Betsche,Miedzyrzecz,Preussen,Prussia,Posen-West,Preußen,Preußen,Posen,Posen-Westpreußen,Germany,Poland
109,GLC_TRN_BLYK,-2613254,434,Betygola,Kovno,Kovno,Pale,Raseiniai,Kovno,,Kovna,Raseiniai,Russian Empire,Soviet Union
2712,GRD_BLST_BLST,-494136,439,Bobrek,Schlesien,Prussia,,Upper Silesia,Preußen,Preußen,Schlesien,Oberschlesien,Germany,Poland
110,GLC_CRC_BCZ,-493288,446,Białaczów,Opoczno,Radom,Congress Poland,Lodz,Radom,Kielce,Opochno,Opoczno,Russian Empire,Poland
111,WRS_LVC_BLWY,-493309,447,Biała Podlaska,Biala,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Biela,Biała Podlaska,Russian Empire,Poland
112,VLN_LDA_BLTS,-493313,448,Biała Rawska,Rawa,Piotrkow,Congress Poland,Lodz,Piotrków,Warszawa,Rava,Rawa,Russian Empire,Poland
113,KHR_SMY_BLPL,-493419,449,Białobrzegi,Radom,Radom,Congress Poland,Kielce,Radom,Kielce,Radom,Radom,Russian Empire,Poland
114,PLC_PLT_BLSK,,450,Bialogon,Kielce,Radom,Congress Poland,Kielce,,,,,,
115,GLC_CRC_BL,-1035313,453,Bialykamień,Zloczow,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Złoczów,Złoczów,,Soviet Union
116,PLC_SRP_BZN,-493500,454,Bielostok,Bielostok,Grodno,Pale,Bialystok,Grodno,Białystok,Bielostok,Białystok,Russian Empire,Poland
117,VLH_ZHT_BYKV,-493535,462,Biecz,Gorlice,Galicia,Galicia,Cracow,Galicia,Kraków,Gorlice,Gorlice,Austrian Empire,Poland
118,GLC_TRN_BLCZ,-493610,463,Bielawy,Lowicz,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Lovich,Łowicz,Russian Empire,Poland
119,LBL_BLG_BLGR,-1941165,465,Bielitsy,Lida,Vilna,Pale,Nowogrodek,Vilna,Nowogródek,Lida,Lida,,Soviet Union
120,GLC_LWW_BRCZ,-1035229,467,Bielopole,Sumy,Kharkov,Mainland Russia,Sumy,Kharkov,Ukraine SSR,Sumy,Sumy,Russian Empire,Soviet Union
121,KVN_PNV_BRZH,-493693,468,Bielsk,Plock,Plock,Congress Poland,Warsaw,Płock,Warszawa,Plotsk,Płock,Russian Empire,Poland
122,PRU_OST_BSCH,-493705,469,Biała,Bielsk,Galicia,Galicia,Cracow,Galicia,Kraków,Biała,Biała,,Poland
123,PRU_WST_BSCH,-493830,472,Bieżuń,Sierpc,Plock,Congress Poland,Warsaw,Płock,Warszawa,Serpets,Sierpc,Russian Empire,Poland
124,LBL_LBL_BSKP,-1036767,478,Bykovka,Zhitomir,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Zhitomir,Zhitomir,Russian Empire,Soviet Union
125,KLS_KLS_BLSZ,-1035628,480,Bilcze Złote,Brody,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Zaleszczyki,Borszczów,Austrian Empire,Soviet Union
126,WRS_GRT_BLND,-493851,481,Biłgoraj,Bilgoraj,Lublin,Congress Poland,Lublin,Lublin,Lublin,Bielgorai,Biłgoraj,Russian Empire,Poland
2698,KIV_RDM_BBR,,487,Bilovec,Schlesien,Prussia,,Silesia,,,,,,
127,GLC_CRC_BBW,-493876,491,Bircza,Dobromil,Galicia,Galicia,Lwow,Galicia,Lwów,Dobromil,Dobromil,Austrian Empire,Poland
128,MGL_SNN_BBR,-2613298,495,Birzhi,Poneviezh,Kovno,Pale,,Kovno,,Poneviezh,Biržai,Russian Empire,Soviet Union
129,KHR_ELZ_BBRN,-493925,497,Bischofsburg,Reszel,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Poland
130,GLC_LWW_BBRK,-493923,499,Bischofswerder,Susz,Preussen,Prussia,East Prussia,Preußen,Preußen,Westpreußen,Ostpreußen,,Poland
131,CRN_KZL_BBRV,-493910,501,Biskupice,Lublin,Lublin,Congress Poland,Lublin,Lublin,Lublin,Liublin,Lublin,Russian Empire,Poland
132,KHR_KHR_BBRV,-493961,515,Błaszki,Kalisz,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Kalish,Kalisz,Russian Empire,Poland
133,LBL_PLW_BBRW,-493985,518,Blenduv,Grojec,Warszawa,Congress Poland,Warsaw,,,,,,
134,MNS_BBR_BBRS,-1035763,524,Bober,Radomysl,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Radomysl',Kiev,Russian Empire,Soviet Union
135,VTB_LPL_BCHK,-494126,526,Bobowa,Grybow,Galicia,Galicia,Cracow,Galicia,Kraków,Grybów,Grybów,,Poland
136,GLC_CRC_BCHN,-1941394,527,Bobr,Sienno,Mogilev,Pale,Minsk,Mogilev,Belarus SSR,Sienno,Minsk,Russian Empire,Soviet Union
137,GRD_BLS_BTSK,-1035801,528,Bobrinets,Elizavetgrad,Kherson,Pale,Kirovograd,Kherson,Ukraine SSR,Elizavetgrad,Kirovograd,Russian Empire,Soviet Union
138,PLC_PLT_BDZN,-1035787,529,Bóbrka,Bobrka,Galicia,Galicia,Lwow,Galicia,Lwów,Bóbrka,Bóbrka,,Soviet Union
139,KLC_KLC_BDZN,-1035791,530,Bobrovitsa,Kozelets,Chernigov,Pale,Chernigov,Chernigov,Ukraine SSR,Kozelets,Chernigov,Russian Empire,Soviet Union
140,POD_BLT_BGCH,-1035799,531,Bobrovyi Kut,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
141,RDM_SND_BGR,-494170,532,Bobrowniki,Pulawy,Lublin,Congress Poland,Lublin,Lublin,Lublin,Puławy,Puławy,,Poland
142,MGL_ORS_BGSH,-1940996,533,Bobruisk,Bobruisk,Minsk,Pale,Mogilev,Minsk,Belarus SSR,Bobruisk,Mogilev,Russian Empire,Soviet Union
143,KIV_KNV_BGSL,-1941424,534,Bocheikovo,Lepel,Vitebsk,Pale,Vitebsk,Vitebsk,Belarus SSR,Lepel',Vitebsk,Russian Empire,Soviet Union
144,GLC_STN_BHRD,-494208,535,Bochnia,Bochnia,Galicia,Galicia,Cracow,Galicia,Kraków,Bochnia,Bochnia,Austrian Empire,Poland
145,KIV_ZVN_BRK,-494218,539,Botski,Bielsk,Grodno,Pale,Bialystok,Grodno,Białystok,Bielsk,Bielsk,Russian Empire,Poland
146,GLC_STN_BLCH,-494242,544,Bodzanów,Plock,Plock,Congress Poland,Warsaw,Płock,Warszawa,Plotsk,Płock,Russian Empire,Poland
147,BSS_IZM_BLGR,-494250,545,Bodzentyn,Kielce,Kielce,Congress Poland,Kielce,Kielce,Kielce,Kiel'tsy,Kielce,Russian Empire,Poland
148,WRS_LVC_BLMW,-1035818,550,Bogachevka,Balta,Podolia,Pale,Odessa,Podolia,Ukraine SSR,Balta,Odessa,Russian Empire,Soviet Union
149,KHR_ANN_VRDV,-494301,553,Bogoria,Opatow,Radom,Congress Poland,Kielce,Radom,Kielce,Sandomir,Sandomierz,Russian Empire,Poland
150,KHR_KHR_BLSH,-1941447,555,Bogushevsk,Orsha,Mogilev,Pale,Vitebsk,Mogilev,Belarus SSR,Orsha,Vitebsk,Russian Empire,Soviet Union
151,KIV_BRD_BLSH,-1035923,556,Boguslav,Kanev,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Kanev,Kiev,Russian Empire,Soviet Union
152,TRD_BRD_BLSH,-1035903,558,Bohorodczany,Bohorodczany,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Bohorodczany,Bohorodczany,Austrian Empire,Soviet Union
2703,GLC_STN_BLSZ,,559,Bohumin,Schlesien,Prussia,,Silesia,,,,,,
2632,VLH_DBN_MKHL,-1036272,560,Boyany,Sadagora,Bukovina,,Bukovina,Bukovina,Bucovina,Sadagora,Cernăuţi,Austrian Empire,Soviet Union
153,MNS_BRS_BRSV,-1036274,561,Boiarka,Zvenigorodka,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Zvenigorodka,Kiev,Russian Empire,Soviet Union
