line_id,code,jg_id,ejl_line,name,dist,prov,area,region,prov1900,prov1930,jg_dist,jg_dist1930,country1900,country1930
2094,POD_KMN_ZHVN,-1057382,6168,Varkovichi,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Dubno,Russian Empire,Soviet Union
2095,WRS_BLN_ZYRR,-534454,6170,Warta,Turek,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Sieradz',Sieradz,Russian Empire,Poland
2096,GLC_CRC_ZYWC,,6171,Wartenburg,,,,East Prussia,,,,,,
2097,KVN_TLS_ZHDY,-534485,6173,Vasilkov,Sokolki,Grodno,Pale,Bialystok,Grodno,Białystok,Sokolki,Białystok,Russian Empire,Poland
2098,GLC_STN_ZLN,-534498,6174,Waśniów,Opatow,Radom,Congress Poland,Kielce,Radom,Kielce,Opatov,Opatów,Russian Empire,Poland
2099,PLC_TSK_ZLN,-1057456,6177,Wasylkowce,Husiatyn,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Husiatyń,Kopyczyńce,,Soviet Union
2100,VLN_TRK_ZHZH,-3048110,6184,Wehlau,Welawa,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Soviet Union
2101,POD_LTC_ZNKV,-534656,6199,Neustadt,Wejherowo,Preussen,Prussia,Pomerania,Preußen,Pomorze,Westpreußen,Morski,,Poland
2102,PLT_ZNK_ZNKV,-534638,6201,Węgrów,Wegrow,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Vengrov,Węgrów,Russian Empire,Poland
2103,PRU_OST_ZNTN,-1057841,6205,Verba,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Dubno,Russian Empire,Soviet Union
2104,KIV_CHG_ZLTP,,6206,Werchrata,Rawa,Galicia,Galicia,Lwow,,,,,,
2105,KLS_SRD_ZLCZ,-1951595,6222,Viazyn,Vileika,Vilna,Pale,Vilna,Vilna,Wilno,Vileika,Wilejka,,Soviet Union
2106,GLC_TRN_ZLCZ,-534832,6224,Widawa,Lask,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Lask,Łask,Russian Empire,Poland
2107,GLC_TRN_ZLTN,-1951282,6225,Vidzy,Novoaleksandrovsk,Kovno,Pale,Vilna,Kovno,Wilno,Novoaleksandrovsk,Brasław,Russian Empire,Soviet Union
2108,CRN_NVZ_ZLYN,-534874,6226,Wiecbork,Zlotow,Preussen,Prussia,Pomerania,,,,,,
2109,KHR_ALK_ZNMN,-534946,6227,Filehne,Wielen,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Czarnków,Germany,Poland
2110,VLH_LTS_SFVK,-534981,6228,Wieliczka,Wieliczka,Galicia,Galicia,Cracow,Galicia,Kraków,Wieliczka,Wieliczka,Austrian Empire,Poland
2111,GLC_LWW_ZLKW,-535046,6229,Wielkie Oczy,Jaworow,Galicia,Galicia,Lwow,Galicia,Lwów,Jaworów,Jaworów,,Poland
2112,PLT_ZLT_ZLTN,-535108,6230,Wielopole,Ropczyce,Galicia,Galicia,Cracow,Galicia,Kraków,Ropczyce,Ropczyce,,Poland
2113,GLC_STN_ZLTN,-535123,6231,Wieluń,Wielun,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Veliun',Wieluń,Russian Empire,Poland
2114,VLN_DSN_ZHLD,-535172,6233,Wieruszów,Wielun,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Veliun',Wieluń,Russian Empire,Poland
2115,VLH_LTS_BLSH_2,-535230,6234,Wierzbnik,Ilza,Radom,Congress Poland,Kielce,Radom,Kielce,Iłża,Iłża,,Poland
2116,PTR_BND_ZBKW,-1057883,6235,Verbovets,Novaia Ushitsa,Podolia,Pale,Stanislawow,Podolia,Ukraine SSR,Novaia Ushitsa,Vinnitsa,Russian Empire,Soviet Union
2117,PLC_SRP_ZRMN,-1951292,6242,Vileika,Vileika,Vilna,Pale,Vilna,Vilna,Wilno,Vileika,Wilejka,,Soviet Union
2118,GLC_STN_ZRW,-1058297,6250,Winniki,Lwow,Galicia,Galicia,Lwow,Galicia,Lwów,Lwów,Lwów,,Soviet Union
2763,KIV_ZVN_ZVNG,-535671,6256,Winsko,Schlesien,Prussia,,Lower Silesia,Preußen,Preußen,Schlesien,Niederschlesien,Germany,Poland
2119,RDM_KZN_ZWLN,,6257,Wionzowna,Minsk Mazowiecki,Warszawa,Congress Poland,Warsaw,,,,,,
2120,GLC_STN_ZYDC,-535702,6258,Wiskitki,Blonie,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Blony,Błonie,Russian Empire,Poland
2121,WRS_KTN_ZYCH,-535716,6259,Wiślica,Pinczow,Kielce,Congress Poland,Kielce,Kielce,Kielce,Pinchov,Pińczów,Russian Empire,Poland
2122,KIV_TRS_STRY,-519160,6260,Wiśnicz Nowy,Bochnia,Galicia,Galicia,Cracow,Galicia,Kraków,Bochnia,Bochnia,Austrian Empire,Poland
2123,KLS_KLO_KLDV,-1058362,6261,Novyi Vishnevets,Kremenets,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Kremenets,Krzemieniec,Russian Empire,Soviet Union
2124,GRD_BLST_KNYS,-535775,6263,Wisznice,Wlodawa,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Vlodava,Włodawa,Russian Empire,Poland
2125,VLH_KRM_LPVT,-1951326,6264,Vishnev,Oshmiany,Vilna,Pale,Nowogrodek,Vilna,Nowogródek,Oshmiany,Wołożyn,,Soviet Union
2126,KVN_TLS_KLVR,-1048977,6265,Witków Nowy,Kamionka,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Kamionka Strumiłowa,Radziechów,,Soviet Union
2127,VLN_OSH_SMRG,-535898,6273,Vizhainy,Suvalki,Suwalki,Congress Poland,Bialystok,Suwałki,Białystok,Suvalki,Suwałki,Russian Empire,Poland
2128,RDM_ILZ_SLTS,-535903,6274,Vizna,Lomzha,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Lomzha,Łomża,Russian Empire,Poland
2129,VLH_NVG_NVGR,-526545,6275,Russocice,Konin,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Konin,Konin,Russian Empire,Poland
2130,POD_KMN_FRMP_2,-535957,6276,Włocławek,Wloclawek,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Vlotslavsk,Włocławek,Russian Empire,Poland
2131,KVN_NVL_OKMN,-535965,6277,Włodawa,Wlodawa,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Vlodava,Włodawa,Russian Empire,Poland
2132,PTR_CHN_KLBT,-1951358,6278,Vlodavka,Brest-Litovsk,Grodno,Pale,Polesie,Grodno,Polesie,Brest-Litovsk,Brześć nad Bugiem,Russian Empire,Poland
2133,CRN_SRZ_KLNT,-1058433,6279,Vladimirets,Lutsk,Volhynia,Pale,Volhynia,Volhynia,Polesie,Lutsk,Sarny,Russian Empire,Soviet Union
2134,CRN_SRZ_SRZH,-1058483,6280,Vladimir-Volynskii,Vladimir-Volynskii,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Vladimir-Volynskii,Włodzimierz,Russian Empire,Soviet Union
2135,KLS_KNN_VLDS,,6282,Wloki Piaski,Sierpc,Warszawa,Congress Poland,Warsaw,,,,,,
2136,KHR_ANN_GLT,-536015,6283,Włoszczowa,Wloszczowa,Kielce,Congress Poland,Kielce,Kielce,Kielce,Włoszczowa,Włoszczowa,,Poland
2137,BSS_ORG_TZR,-536056,6284,Wodzisław,Jedrzejow,Kielce,Congress Poland,Kielce,Kielce,Kielce,Jędrzejów,Jędrzejów,,Poland
2138,KLS_VLN_LTTV,-536060,6289,Wohyń,Radzyn,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Radin,Radzyń,Russian Empire,Poland
2139,KHR_ANN_BRZL,-536186,6290,Wojsławice,Chelm,Lublin,Congress Poland,Lublin,Lublin,Lublin,Kholm,Chełm,Russian Empire,Poland
2140,PTR_CHN_CHNS,-536149,6291,Wojnicz,Brzeg,Galicia,Galicia,Cracow,Galicia,Kraków,Brzesko,Brzesko,Austrian Empire,Poland
2141,POD_OLG_FRNZ,-1058967,6292,Wojniłów,Kalusz,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Kałusz,Kałusz,,Soviet Union
2142,RDM_OPC_KLVV,-536202,6293,Wojtkowa,Dobromil,Galicia,Galicia,Lwow,Galicia,Lwów,Dobromil,Dobromil,Austrian Empire,Poland
2143,MGL_MGL_KNZH,-536364,6294,Wola Krzysztoporska,Piotrkow,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Petrokov,Piotrków,Russian Empire,Poland
2144,ORL_BRN_BZHT,-536407,6295,Wola Michowa,Lisko,Galicia,Galicia,Lwow,Galicia,Lwów,Lisko,Lisko,Austrian Empire,Poland
2145,KLC_STP_OLSN,-536430,6296,Wolanów,Radom,Radom,Congress Poland,Kielce,Radom,Kielce,Radom,Radom,Russian Empire,Poland
2146,KVN_RSS_KKCH,-536584,6297,Wola Żarczycka,Nisko,Galicia,Galicia,Lwow,Galicia,Lwów,Łańcut,Łańcut,,Poland
2147,LBL_KRS_LPNN,-536596,6299,Wolbórz,Piotrkow,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Petrokov,Piotrków,Russian Empire,Poland
2148,MGL_ORS_ORKH,-536597,6300,Wolbrom,Olkusz,Kielce,Congress Poland,Kielce,Kielce,Kielce,Ol'kush,Olkusz,Russian Empire,Poland
2149,MGL_STR_SLVN,-1951082,6307,Volkovysk,Volkovysk,Grodno,Pale,Bialystok,Grodno,Białystok,Volkovysk,Wołkowysk,Russian Empire,Soviet Union
2150,VLH_KVL_MLGL,,6309,Wollin,Pommern,Preussen,Prussia,Pomerania,,,,,,
2677,WRS_RDM_TLSH,,6309,Wollin,Pommern,Prussia,,Pomerania,,,,,,
2151,VLN_VLN_OSTR,-536942,6312,Wołomin,Radzymin,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Radimin,Radzymin,Russian Empire,Poland
2152,VLH_VLD_KPCH,,6313,Woloska Wies,Dolina,Galicia,Galicia,Stanislawow,,,,,,
2153,BSS_SRK_ATK,-1951028,6314,Volozhin,Oshmiany,Vilna,Pale,Nowogrodek,Vilna,Nowogródek,Oshmiany,Wołożyn,,Soviet Union
2154,BSS_IZM_BMKL,-1951450,6315,Volpa,Grodno,Grodno,Pale,Bialystok,Grodno,Białystok,Grodna,Grodno,Russian Empire,Soviet Union
2155,BSS_AKK_BRMC,-536969,6316,Wollstein,Babimost,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Wolsztyn,Germany,Poland
2156,BSS_KSH_GNCH,-534176,6317,Wąchock,Ilza,Radom,Congress Poland,Kielce,Radom,Kielce,Iłża,Iłża,,Poland
2157,BSS_IZM_KGL,-534481,6318,Vonsevo,Ostrov,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Ostrov,Ostrów,Russian Empire,Poland
2158,BSS_KHT_KLSH,-534510,6319,Vonsosh,Shchuchin,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Shchuchin,Szczuczyn,Russian Empire,Poland
2159,BSS_BLT_KRNS,-534539,6320,Wąwolnica,Pulawy,Lublin,Congress Poland,Lublin,Lublin,Lublin,Puławy,Puławy,,Poland
2160,BSS_ORG_KRLN,-520078,6321,Wormditt,Braniewo,Preussen,Prussia,East Prussia,Preußen,Preußen,Ostpreußen,Ostpreußen,,Poland
2161,BSS_IZM_KYL,-1951469,6323,Vorniany,Vilnius,Vilna,Pale,Vilna,Vilna,Wilno,Vilnius,Wilno-Troki,,Soviet Union
2162,BSS_ORG_OLSH,,6324,Worochta,Nadworna,Galicia,Galicia,Stanislawow,,,,,,
2163,BSS_BND_PTRV,-1951494,6325,Voronovo,Lida,Vilna,Pale,Nowogrodek,Vilna,Nowogródek,Lida,Lida,,Soviet Union
2164,BSS_SRK_PGRN,-537105,6327,Wronke,Szamotuly,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Szamotuły,Germany,Poland
2165,BSS_ORG_RZN,-537153,6328,Wreschen,Wrzesnia,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Września,Germany,Poland
2166,BSS_BND_RMNV,-1951555,6329,Vseliub,Novogrudok,Minsk,Pale,Nowogrodek,Minsk,Nowogródek,Novogrudok,Nowogródek,Russian Empire,Soviet Union
2167,BSS_SRK_RD,-1059046,6332,Wulka Mazowiecka,Rawa,Galicia,Galicia,Lwow,Galicia,Lwów,Rawa Ruska,Rawa Ruska,Austrian Empire,Soviet Union
2168,BSS_BLT_RYSH,-1059074,6336,Wybranówka,Bobrka,Galicia,Galicia,Lwow,Galicia,Lwów,Bóbrka,Bóbrka,,Soviet Union
2169,BSS_KSH_SCRN,-537503,6337,Wyśmierzyce,Radom,Radom,Congress Poland,Kielce,Radom,Kielce,Radom,Radom,Russian Empire,Poland
2170,BSS_AKK_TTRB,-1059193,6338,Vysotsk,Rovno,Volhynia,Pale,Volhynia,Volhynia,Polesie,Rovno,Stolin,Russian Empire,Soviet Union
2171,BSS_ORG_TLNS,-1047829,6339,Wysocko Niżne,Turka,Galicia,Galicia,Lwow,Galicia,Lwów,Turka,Turka,Austrian Empire,Soviet Union
2172,BSS_BLT_UNGN,-537567,6341,Wysokie,Krasnystaw,Lublin,Congress Poland,Lublin,Lublin,Lublin,Krasnostav,Krasnystaw,Russian Empire,Poland
2173,CRN_KNT_BTRN,-1951655,6342,Vysoko-Litovsk,Brest-Litovsk,Grodno,Pale,Polesie,Grodno,Polesie,Brest-Litovsk,Brześć nad Bugiem,Russian Empire,Soviet Union
2174,CRL_TLS_PPRV,-537585,6343,Mazovetsk,Wysokie Mazowieckie,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Wysokie Mazowieckie,Wysokie Mazowieckie,,Poland
2175,CRL_ILL_SBBT,-537623,6344,Wyszków,Pultusk,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Pultusk,Pułtusk,Russian Empire,Poland
2176,EST_RVL_TL,-537630,6345,Wyszogród,Plock,Plock,Congress Poland,Warsaw,Płock,Warszawa,Plotsk,Płock,Russian Empire,Poland
2177,GRD_PRZ_BLDN,-1059142,6347,Vyshgorodok,Kremenets,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Kremenets,Krzemieniec,Russian Empire,Soviet Union
2178,GRD_SLN_IVTS,-1059277,6349,Iagotino,Piriatin,Poltava,Pale,Poltava,Poltava,Ukraine SSR,Piriatin,Poltava,Russian Empire,Soviet Union
2179,GRD_KBR_MTL,-1059331,6350,Ialta,Ialta,Taurida,Pale,Crimea,Taurida,Ukraine SSR,Ialta,Crimea,Russian Empire,Soviet Union
2180,GRD_BLST_NZBD,-1059339,6351,Ialtushkov,Mogilev,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Mogilev,Vinnitsa,Russian Empire,Soviet Union
2181,KLS_SLP_LNDK,-1059357,6352,Iampol,Lampol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Iampol',Vinnitsa,Russian Empire,Soviet Union
2182,KLS_VLN_OSKV,-1059361,6353,Iampol,Kremenets,Volhynia,Pale,Kamenets-Podolski,Volhynia,Ukraine SSR,Kremenets,Kamenets-Podolski,Russian Empire,Soviet Union
2183,KLS_SLP_VLCH,-1951751,6354,Ianovichi,Vitebsk,Vitebsk,Pale,Vitebsk,Vitebsk,Belarus SSR,Vitebsk,Vitebsk,Russian Empire,Soviet Union
2184,KLS_KZN_KZN,-1040333,6356,Ianushpol,Zhitomir,Volhynia,Pale,Zhitomir,Volhynia,Ukraine SSR,Zhitomir,Zhitomir,Russian Empire,Soviet Union
2185,KLC_JDR_ANDR,-3039341,6357,Iartsev Perevoz,Dukhovshchina,Smolensk,Mainland Russia,Smolensk,Smolensk,Russian SSR,Dukhovshchina,Smolensk,Russian Empire,Soviet Union
2186,KIV_KIV_IGNT,-1059426,6358,Iarmolintsy,Proskurov,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Proskurov,Kamenets-Podolski,Russian Empire,Soviet Union
2187,KIV_UMN_IVNK,-1059455,6360,Iaruga,Lampol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Iampol',Vinnitsa,Russian Empire,Soviet Union
2188,KIV_LPV_KNL,-1059464,6361,Iaryshev,Mogilev,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Mogilev,Vinnitsa,Russian Empire,Soviet Union
2189,KIV_TRS_KSHV,-1059485,6363,Iasinovo,Ananev,Kherson,Pale,Odessa,Kherson,Ukraine SSR,Anan'ev,Odessa,Russian Empire,Soviet Union
2190,KIV_KNV_MDVN,-1050797,6365,Efingar,Kherson,Kherson,Pale,Nikolaiev,Kherson,Ukraine SSR,Kherson,Nikolaiev,Russian Empire,Soviet Union
2191,KIV_UMN_PGRL,-1059762,6369,Evpatoriia,Evpatoriia,Taurida,Pale,Crimea,Taurida,Ukraine SSR,Evpatoriia,Crimea,Russian Empire,Soviet Union
2192,KIV_KNV_RSSV,-1049752,6371,Ozerany,Dubno,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Dubno,Dubno,Russian Empire,Soviet Union
2193,KIV_KNV_TGNC,-2620821,6373,Illoki,Telshi,Kovno,Pale,Mazeikiai,Kovno,,Tel'shi,Mažeikiai,Russian Empire,Soviet Union
2194,KVN_PNV_GLZH,-1951925,6375,Iukhovichi,Drissa,Vitebsk,Pale,Vitebsk,Vitebsk,Belarus SSR,Drissa,Vitebsk,Russian Empire,Soviet Union
2195,KVN_NVL_IZHN,-1951936,6376,Iurevichi Stan I,Riechitsa,Minsk,Pale,Polesie,Minsk,Belarus SSR,Riechitsa,Polesie,Russian Empire,Soviet Union
2196,KVN_RSS_KRKL,-1054594,6379,Iustingrad,Lipovets,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Lipovets,Kiev,Russian Empire,Soviet Union
2197,KVN_PNV_KRKL,-1040217,6380,Iuzefpol Liudvinka,Balta,Podolia,Pale,Odessa,Podolia,Ukraine SSR,Balta,Odessa,Russian Empire,Soviet Union
2198,KVN_SHV_KLKL,-1058044,6383,Żabie,Kosow,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Kosów,Kosów,,Soviet Union
2199,KVN_NVL_KVTK,-1952561,6384,Zhabinka,Kobrin,Grodno,Pale,Polesie,Grodno,Polesie,Kobrin,Kobryń,Russian Empire,Soviet Union
2200,KVN_SHV_LTSK,-1059902,6386,Zabłotów,Sniatyn,Galicia,Galicia,Stanislawow,Galicia,Stanisławów,Śniatyn,Śniatyn,,Soviet Union
2201,KVN_PNV_MKHL,-537805,6387,Zabludovo,Bielostok,Grodno,Pale,Bialystok,Grodno,Białystok,Bielostok,Białystok,Russian Empire,Poland
2202,KVN_PNV_NVMS,-1060609,6389,Zhabotin,Cherkasy,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Cherkasy,Kiev,Russian Empire,Soviet Union
2203,KVN_SHV_PMSH,-1059966,6396,Zagnitkov,Olgopol,Podolia,Pale,Vinnitsa,Podolia,Ukraine SSR,Ol'gopol',Vinnitsa,Russian Empire,Soviet Union
2204,KVN_NVL_PPL,-538048,6397,Zagórów,Slupca,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Sluptsy,Słupca,Russian Empire,Poland
2205,KVN_SHV_PTSN,-538051,6398,Zagórz,Sanok,Galicia,Galicia,Lwow,Galicia,Lwów,Sanok,Sanok,Austrian Empire,Poland
2206,KVN_SHV_SHKN,-538085,6400,Zagórze,Bedzin,Piotrkow,Congress Poland,Kielce,Piotrków,Kielce,Bendin,Będzin,Russian Empire,Poland
2207,KVN_SHV_SHBC,-3044014,6402,Zakharino,Mstislavl,Mogilev,Pale,Smolensk,Mogilev,Russian SSR,Mstislavl',Smolensk,Russian Empire,Soviet Union
2208,KVN_PNV_SMLG,-538214,6404,Zakliczyn,Brzeg,Galicia,Galicia,Cracow,Galicia,Kraków,Brzesko,Brzesko,Austrian Empire,Poland
2209,KVN_VLK_TVNY,-538216,6405,Zaklików,Janow,Lublin,Congress Poland,Lublin,Lublin,Lublin,Ianov,Janów,Russian Empire,Poland
2210,KVN_VLK_TRPY,-538221,6406,Zakopane,Nowy Targ,Galicia,Galicia,Cracow,Galicia,Kraków,Nowy Targ,Nowy Targ,Austrian Empire,Poland
2211,KVN_KVN_VLMP,-538250,6407,Zakroczym,Plonsk,Warszawa,Congress Poland,Warsaw,Warszawa,Warszawa,Plonsk,Warszawa,Russian Empire,Poland
2212,KVN_NVL_ZMSH,-538328,6408,Zakrzówek,Janow,Lublin,Congress Poland,Lublin,Lublin,Lublin,Ianov,Janów,Russian Empire,Poland
2213,KVN_NVL_ZRCH,-1060041,6413,Zaleszczyki,Zaleszczyki,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Zaleszczyki,Zaleszczyki,Austrian Empire,Soviet Union
2214,KVN_SHV_ZHM,-1060080,6414,Założce,Brody,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Brody,Zborów,Austrian Empire,Soviet Union
2215,LVL_VND_LZDN,,6416,Zalukiew,Stanislawow,Galicia,Galicia,Stanislawow,,,,,,
2216,LMZ_OSTL_ZVDY,-538544,6419,Zambrov,Lomzha,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Lomzha,Łomża,Russian Empire,Poland
2217,LBL_PLW_IZFV,-517039,6420,Modliborzyce,Janow,Lublin,Congress Poland,Lublin,Lublin,Lublin,Ianov,Janów,Russian Empire,Poland
2218,LBL_KRS_KHLN,-1060103,6421,Zamiehov,Novaia Ushitsa,Podolia,Pale,Kamenets-Podolski,Podolia,Ukraine SSR,Novaia Ushitsa,Kamenets-Podolski,Russian Empire,Soviet Union
2219,LBL_INV_RKHV,-538587,6422,Zamość,Zamosc,Lublin,Congress Poland,Lublin,Lublin,Lublin,Zamost'e,Zamość,Russian Empire,Poland
2634,LBL_LBL_TTRY,,6423,Zamostea,Sereth,Bukovina,,Bukovina,,,,,,
2220,LBL_PLW_VNVL,-1060168,6428,Aleksandronevsk,Mariupol,Ekaterinoslav,Mainland Russia,Zaporozhe,Ekaterinoslav,Ukraine SSR,Aleksandrovsk,Zaporozhe,Russian Empire,Soviet Union
2221,LBL_INV_ZDLV,-2620892,6430,Novoaleksandrovsk,Novoaleksandrovsk,Kovno,Pale,Zarasai,Kovno,,Novoaleksandrovsk,Zarasai,Russian Empire,Soviet Union
2222,LBL_ZMC_ZVRN,-538700,6431,Zaremby Kostelne,Ostrov,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Ostrov,Ostrów,Russian Empire,Poland
2223,MNS_PNS_BLGS,-2620899,6432,Zhareny,Telshi,Kovno,Pale,Telsiai,Kovno,,Tel'shi,Telšiai,Russian Empire,Soviet Union
2224,MNS_IGM_BGSH,-538709,6433,Żarki,Bedzin,Piotrkow,Congress Poland,Kielce,Piotrków,Kielce,Bendin,Zawiercie,Russian Empire,Poland
2225,MNS_NVG_DLMT,-538719,6435,Żarnowiec,Olkusz,Kielce,Congress Poland,Kielce,Kielce,Kielce,Ol'kush,Olkusz,Russian Empire,Poland
2226,MNS_MZY_DRZD,-538749,6436,Zarszyn,Sanok,Galicia,Galicia,Lwow,Galicia,Lwów,Sanok,Sanok,Austrian Empire,Poland
2227,MNS_NVG_ERMC,-1060624,6439,Zhashkov,Tarashcha,Kiev,Pale,Kiev,Kiev,Ukraine SSR,Tarashcha,Kiev,Russian Empire,Soviet Union
2228,MNS_BRS_GN,-1952405,6440,Zaskevichi,Disna,Vilna,Pale,Vilna,Vilna,Wilno,Disna,Mołodeczno,,Soviet Union
2229,MNS_MNS_KMN,-1952408,6441,Zaslavl,Minsk,Minsk,Pale,Minsk,Minsk,Belarus SSR,Minsk,Minsk,Russian Empire,Soviet Union
2230,MNS_MZY_MLSH,-2620911,6442,Zhosli,Troki,Vilna,Pale,Troki,Vilna,,Troki,Trakai,,Soviet Union
2618,MNS_PNS_NBL,-1060291,6443,Zastavna,Kotzman,Bukovina,,Bukovina,Bukovina,Bucovina,Kotzman,Cernăuţi,Austrian Empire,Soviet Union
2231,MNS_MZY_RML,-1060308,6446,Zatishe,Mariupol,Ekaterinoslav,Mainland Russia,Stalino,Ekaterinoslav,Ukraine SSR,Mariupol',Stalino,Russian Empire,Soviet Union
2232,MNS_MZY_SKVS,-538878,6447,Zator,Wadowice,Galicia,Galicia,Cracow,Galicia,Kraków,Wadowice,Oświęcim,Austrian Empire,Poland
2233,MNS_NVG_TSYR,-1952450,6449,Zaverezhe,Mogilev,Mogilev,Pale,Mogilev,Mogilev,Belarus SSR,Mogilev,Mogilev,Russian Empire,Soviet Union
2234,MGL_MGL_SHPL,-1060342,6453,Zawałow,Podhajce,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Podhajce,Podhajce,Austrian Empire,Soviet Union
2235,MSK_MSC_MSKV,-539028,6455,Zawichost,Sandomierz,Radom,Congress Poland,Kielce,Radom,Kielce,Sandomir,Sandomierz,Russian Empire,Poland
2236,NZN_NZH_NZHN,-539039,6456,Zawiercie,Olkusz,Piotrkow,Congress Poland,Kielce,Piotrków,Kielce,Bendin,Zawiercie,Russian Empire,Poland
2237,ORN_CHL_CHLB,-539081,6458,Zawoja,Myslenice,Galicia,Galicia,Stanislawow,Galicia,Kraków,Myślenice,Maków,,Poland
2238,ORN_VRK_MGNT,-539148,6460,Zboina,Kolno,Lomza,Congress Poland,Bialystok,Łomża,Białystok,Kol'no,Kolno,Russian Empire,Poland
2239,ORN_ORN_ORNB,-539107,6461,Bentschen,Miedzyrzecz,Preussen,Prussia,Poznan,Preußen,Poznań,Posen,Nowy Tomyśl,Germany,Poland
2240,PNZ_PNZ_PNZ,-1060420,6463,Zborów,Zloczow,Galicia,Galicia,Tarnopol,Galicia,Tarnopol,Złoczów,Zborów,,Soviet Union
2241,PRM_EKT_IKTR,-539187,6465,Zbuczyn,Siedlce,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Siedlets,Siedlce,Russian Empire,Poland
2242,PRM_PRM_PRM,-1060437,6467,Zdolbunovo,Ostrog,Volhynia,Pale,Volhynia,Volhynia,Wołyń,Ostrog,Zdołbunów,Russian Empire,Soviet Union
2243,PTR_BND_GLNG,-539274,6468,Zduńska Wola,Sieradz,Kalisz,Congress Poland,Lodz,Kalisz,Łódż,Sieradz',Sieradz,Russian Empire,Poland
2244,PTR_BND_MDRZ,-1942808,6469,Diatlovo,Slonim,Grodno,Pale,Nowogrodek,Grodno,Nowogródek,Slonim,Nowogródek,Russian Empire,Soviet Union
2245,PLC_PRS_BRNV,-2620933,6473,Zheimeli,Poneviezh,Kovno,Pale,Siauliai,Kovno,,Poneviezh,Šiauliai,Russian Empire,Soviet Union
2246,PLC_TSK_GLNT,-539447,6475,Żelechów,Garwolin,Siedlce,Congress Poland,Lublin,Siedlce,Lublin,Garvolin,Garwolin,Russian Empire,Poland
2247,PLC_MLV_KCHB,-1060482,6476,Zelenoe-Pole,Mariupol,Ekaterinoslav,Mainland Russia,Zaporozhe,Ekaterinoslav,Ukraine SSR,Mariupol',Zaporozhe,Russian Empire,Soviet Union
2248,POD_LTN_DKVT,-539502,6479,Zelów,Lask,Piotrkow,Congress Poland,Lodz,Piotrków,Łódż,Lask,Łask,Russian Empire,Poland
2249,POD_NVU_DNVT,-2620949,6483,Pozelve,Vilkomir,Kovno,Pale,Ukmerge,Kovno,,Vil'komir,Ukmergė,Russian Empire,Soviet Union
2250,POD_LMP_GRYS,-1952542,6484,Zelva,Volkovysk,Grodno,Pale,Bialystok,Grodno,Białystok,Volkovysk,Wołkowysk,Russian Empire,Soviet Union
2251,POD_GSN_IVNG,-2620955,6485,Aleksandriia,Rossieny,Kovno,Pale,Taurage,Kovno,,Rossieny,Tauragė,Russian Empire,Soviet Union
