line_id,jg_id,ejl_line,name,enc_name,jg_name,name1900,name1930,name1945
571,-1039500,2075,Gorokhov,HOROCHOW,Horokhiv,Gorokhov,Horochów,Gorokhov
572,-1943267,2076,Gorodets,HORODEC,Haradzets,Gorodets,Horodec,Gorodets
573,-1039416,2078,Horodenka,HORODENKA,Horodenka,Horodenka,Horodenka,Gorodënka
574,-504128,2079,Horodło,HORODLO,Horodlo,Horodło,Horodło,Horodło
575,-1039476,2080,Gorodnia,HORODNIA,Horodnya,Gorodnya,Gorodnya,Gorodnya
576,-1039472,2081,Gorodnitsa,HORODNITSA,Horodnytsya,Gorodnitsa,Gorodnitsa,Gorodnitsa
577,-1943300,2082,Gorodno,HORODNO,Haradnaja,Gorodno,Horodno,Gorodno
578,-1943291,2083,Gorodishche,HORODYSZCZE,Haradzishcha,Gorodishche,Horodyszcze,Gorodishche
579,-1039533,2089,Goringrod,HORYNGRAD-KRUPA,Horynhrad,Goryngrad,Horyńgród,Goryn'grad
580,-504138,2090,Horyniec,HORYNIEC,Horyniec,Horyniec,Horyniec,Horyniec
581,-1039539,2093,Goshcha,HOSZCZA,Hoshcha,Goshcha,Hoszcza,Goshcha
582,-1041561,2094,Khotin,HOTIN,Khotyn,Khotin,Hotin,Khotin
583,-504158,2100,Hrubieszów,HRUBIESZOW,Hrubieszow,Hrubieszów,Hrubieszów,Hrubieszów
584,-844525,2102,Hruszow,HRUSZOW,,,,
585,,2103,Huczko,HUCZKO,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
586,-1039887,2114,Gulevichev,HULEWICZE,Hulivka,Gulevichi,Hulewicze,Gulevichi
587,-1039957,2122,Husiatyń,HUSIATYN,Husyatyn,Husiatyń,Husiatyń,Gusyatin
588,-1039939,2123,Husaków,HUSSAKOW,Husakiv,Husaków,Hussaków,Gusakov
2661,-1059226,2126,Yablunytsya,IABLONITA,Yablunytsya,Jablonitza,Iablonița,Yablonitsa
589,-1040053,2132,Ichnia,ICHNIA,Ichnia,Ichnya,Ichnya,Ichnya
590,-2614742,2144,Ignalino,IGNALIN,Ignalina,Ignalino,Ignalino,Ignalina
591,-1054031,2145,Ignatovka,IGNATOWKA,Ignatovka,Ignatovka,Ignatówka,Ignatovka
592,-2914421,2150,Ilino,ILINO,Il'ino,Il’ino,Il’ino,Il’ino
593,-1040102,2151,Ilintsy,ILINTSY,Illintsi,Ilintsy,Ilinsty,Il'intsy
2604,-1161822,2152,Ilisesti,ILISESTI,Ilisesti,Illischestie,Ilişeşti,Ilişeşti
594,-1943589,2153,Iliia,ILJA,Ilya,Ilia,Ilja,Il'ya
595,,2159,Ilnik,ILNIK,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
596,-3208716,2162,Illukst,ILUKSTE,Ilukste,Illukst,Ilūkste,Ilūkste
597,,2163,Iluw,ILUW,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
598,-504428,2167,Iłża,ILZA,Ilza,Iłża,Iłża,Iłża
599,-2915671,2171,Indura,INDURA,Indura,Indura,Indura,Indura
600,-1040197,2175,Ingulets,INGULETS,Inhulets,Ingulets,Ingulets,Ingulets
601,-504451,2178,Inowłódz,INOWLODZ,Inowlodz,Inowłódz,Inowłódz,Inowłódz
602,-504453,2179,Inowrazlaw,INOWROCLAW,Inowroclaw,Inowrazlaw,Inowrocław,Inowrocław
603,-2898062,2180,Insterburg,INSTERBURG,Chernyakhovsk,Insterburg,Insterburg,Chernyakhovsk
604,-2614776,2181,Inturki,INTURKE,Inturke,Inturki,Inturkė,Anturke
2638,,2182,Iordanesti,IORDANESTI,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
605,-1040491,2191,Izmail,ISMAIL,Izmayil,Izmail,Ismail,Izmail
2657,,2193,Ispas,ISPAS,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
606,-1040309,2198,Ivankov,IVANKOV,Ivankov,Ivankov,Ivankov,Ivankov
607,-1040476,2201,Ivnitsa,IVNITSA,Ivnytsia,Ivnitsa,Ivnitsa,Ivnitsa
608,-1943638,2202,Ivaniki,IWANIKI,Ivaniki,Ivaniki,Iwaniki,Ivaniki
609,-504472,2203,Iwaniska,IWANISKA,Iwaniska,Iwaniska,Iwaniska,Iwaniska
610,-1943669,2204,Ivenets,IWIENIEC,Ivyanets,Ivenets,Iwieniec,Ivenets
611,-1943674,2205,Ive,IWJE,Iwye,Ivye,Iwje,Ivye
612,-1943675,2206,Izabelin,IZABELIN,Izabelin,Izabelin,Izabelin,Izabelin
613,-504515,2207,Izbica,IZBICA,Izbica,Izbica,Izbica,Izbica
614,-504518,2208,Izbica,IZBICA KUJAWSKA,Izbica Kujawska,Izbica,Izbica,Izbica Kujawska
615,-1040507,2210,Izium,IZIUM,Izyum,Izium,Izium,Izium
616,-9235470,2213,Izrailevka,IZRAILOVKA (I),,,,
617,-1040496,2214,Izrailovka,IZRAILOVKA (II),Izrailovka,Izrailovka,Izrailovka,Izrailovka
618,-1040503,2216,Zaslavl,IZYASLAV,Izyaslav,Zaslav,Izyaslav,Izyaslav
619,-504571,2219,Iablonka,JABLONKA KOSCIELNA,Jablonka,Jabłonka,Jabłonka Kościelna,Jabłonka
620,-504592,2221,Jabłonna,JABLONNA,Jablonna,Jabłonna,Jabłonna,Jabłonna
621,-1059239,2222,Jabłonów,JABLONOW (I),Yabluniv,Jabłonów,Jabłonów,Yablonov
622,-1059240,2223,Jabłonów,JABLONOW (II),Yabluniv,Jabłonów,Jabłonów,Yablonov
2644,-1060613,2225,Zhadova,JADOVA,Zhadova,Zadowa,Jadova,Zhadova
623,-504667,2226,Jadów,JADOW,Jadow,Jadów,Jadów,Jadów
624,-1059262,2227,Jagielnica,JAGIELNICA,Yahilnytsya,Jagielnica,Jagielnica,Yagielnitsa
625,-504803,2229,Ialovka,JALOWKA,Jalowka,Yaluvka,Jałówka,Jałówka
626,-1061265,2235,Janów,JANOW (I),Ivano Frankove,Janów,Janów,Ivano-Frankovo
627,-1038001,2236,Janów,JANOW (II),Dolyna,Janów,Janów,Dolina
628,-505100,2237,Janów Lubelski,JANOW (III),Janow Lubelski,Janów Lubelski,Janów Lubelski,Janów Lubelski
629,-1943656,2239,Ivanovo,JANOW POLESKI,Ivanava,Ivanovo,Janów,Ivanovo
630,-505021,2240,Ianov,JANOW SOKOLSKI,Janow Sokolski,Yanuv,Janów,Janów
631,-505080,2241,Janowitz,JANOWIEC (I),Janowiec Wielkopolski,Janowitz,Janowiec Wieś,Janowiec Wielkopolski
632,-505075,2242,Janowiec,JANOWIEC (II),Janowiec,Janowiec,Janowiec,Janowiec
633,-505175,2243,Jarczów,JARCZOW,Jarczow,Jarczów,Jarczów,Jarczów
634,-505200,2245,Jarotschin,JAROCIN,Jarocin,Jarotschin,Jarocin,Jarocin
635,-505210,2246,Jarosław,JAROSLAW,Jaroslaw,Jarosław,Jarosław,Jarosław
636,-1048978,2247,Jaryczów Nowy,JARYCZOW NOWY,Novyy Yarychiv,Jaryczów Nowy,Jaryczów Nowy,Novyy Yarychev
637,-505302,2248,Jasienica,JASIENICA ROSIELNA,Jasienica Rosielna,Jasienica,Jasienica,Jasienica Rosielna
638,-1059487,2249,Jasienów Polny,JASIENOW POLNY,Yaseniv Pilnyy,Jasienów Polny,Jasienów Polny,Yasenev-Pol’nyy
639,-505388,2252,Jaśliska,JASLISKA,Jasliska,Jaśliska,Jaśliska,Jaśliska
640,-505390,2253,Jasło,JASLO,Jaslo,Jasło,Jasło,Jasło
641,-1059524,2254,Iasnogorodka,JASNOGORODKA,Yasnohorodka,Yasnogorodka,Yasnogorodka,Yasnogorodka
642,-505405,2255,Jastrow,JASTROW,Jastrowie,Jastrow,Jastrow,Jastrowie
2748,-505516,2264,Jawor,JAUER,Jawor,Jauer,Jauer,Jawor
643,-3208906,2265,Fridrikhshtadt,JAUNIJELGAVA,Jaunjelgava,Fridrikhshtat,Jaunjelgava,Jaunjelgava
644,,2267,Jawornik Ruski,JAWORNIK RUSKI,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
645,-505580,2269,Jaworzno,JAWORZNO,Jaworzno,Jaworzno,Jaworzno,Jaworzno
646,-1051255,2270,Jazłowiec,JAZLOWIEC,Yazlovets,Jazłowiec,Jazłowiec,Yazlovets
647,-505641,2271,Jedlicze,JEDLICZE,Jedlicze,Jedlicze,Jedlicze,Jedlicze
648,-505648,2272,Jedlińsk,JEDLINSK,Jedlinsk,Jedlińsk,Jedlińsk,Jedlińsk
649,-3209027,2275,Iakobshtadt,JEKABPILS,Jekabpils,Iakobshtadt,Jēkabpils,Jēkabpils
650,-505734,2276,Elenovo,JELENIEWO,Jeleniewo,Jeleniewo,Jeleniewo,Jeleniewo
651,-505669,2282,Jędrzejów,JENDRZEJOW,Jedrzejow,Jędrzejów,Jędrzejów,Jędrzejów
652,-1947606,2289,Ozernitsa,JEZIERNICA,Aziarnica,Ozernitsa,Jeziornica,Ozernitsa
653,-1059772,2290,Jezierzanka,JEZIERZANKA,Yezezhanka,Jezierzanka,Jezierzanka,Yezezhanka
654,-1049754,2292,Ozeriany,JEZIEZANY,Ozeryany,Ozeryany,Jezierzany,Ozeryany
655,-505898,2293,Jeziorna Królewska,JEZIORNA KROLEWSKA,Jeziorna Krolewska,Jeziorna Królewska,Jeziorna Królewska,Jeziorna Królewska
656,-1947619,2294,Ozery,JEZIORY,Ozery,Ozery,Jeziory,Ozery
657,-505930,2295,Jeżów,JEZOW,Jezow,Jeżów,Jeżów,Jeżów
658,-505933,2296,Jeżowe,JEZOWE,Jezowe,Jeżowe,Jeżowe,Jeżowe
659,-1060782,2297,Jezupol,JEZUPOL,Yezupil',Jezupol,Jezupol,Zhovten'
660,-2614887,2301,Ezno,JIEZNAS,Jieznas,Ezno,Jieznas,Jieznas
661,-505957,2305,Jodłowa,JODLOWA,Jodlowa,Jodłowa,Jodłowa,Jodłowa
662,,2308,Johannisburg,JOHANNISBURG,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
663,-2614923,2309,Ianovo,JONAVA,Jonava,Ianovo,Jonava,Jonava
664,-2614938,2310,Ioganishkeli,JONISKELIS,Joniskelis,Ioganishkeli,Joniškėlis,Joniškėlis
665,-2614945,2312,Ianishki,JONISKIS (II),Joniskis,Yonishki,Joniškis,Joniškis
666,-505983,2313,Jordanów,JORDANOW,Jordanow,Jordanów,Jordanów,Jordanów
667,-506025,2314,Józefów,JOSEFOW NAD WISLA,Jozefow Nad Wisla,Józefów,Józefów,Józefów
668,-2614954,2315,Iasvoini,JOSVAINIAI,Josvainiai,Iasvoĭni,Josvainiai,Josvainiai
669,-506020,2318,Józefów,JOZEFOW,Jozefow,Józefów,Józefów,Józefów
670,-2615086,2324,Iurburg,JURBARKAS,Jurbarkas,Jurbarkas,Jurbarkas,Jurbarkas
671,-2918359,2328,Kadino,KADINO,Kadino,Kadino,Kadino,Kadino
672,-506327,2329,Kadzidlo-Koloniia,KADZIDLO,Kadzidlo,Kadzidło,Kadzidło,Kadzidło
673,-1051133,2330,Khabno,KAGANOVICHI-KHABNOYE,Polesskoye,Khabno,Kaganovichi-Khabnoye,Polesskoye
674,-1040548,2331,Kagarlyk,KAGAROLIK,Kaharlyk,Kagarlyk,Kagarlyk,Kagarlyk
675,-1040555,2332,Kakhovka,KAHOVKA,Kakhovka,Kakhovka,Kakhovka,Kakhovka
676,-2615174,2336,Koshedary,KAISIADORYS,Kaisiadorys,Koshedary,Kaišiadorys,Kaišiadorys
677,-1040609,2341,Bolshaia Seidemenukha,KALININDORF (II),Kalininskoye,Bol'shaya Seydeminukha,Kalinindorf,Kalininskoye
678,-1943716,2342,Kalenkovichi,KALINKOVICHI,Kalinkavichy,Kalinkovichi,Kalinkovichi,Kalinkovichi
679,-1040644,2343,Kalinovka,KALINOVKA,Kalynivka,Kalinovka,Kalinovka,Kalinovka
680,-506479,2345,Kalisz,KALISZ,Kalisz,Kalisz,Kalisz,Kalisz
681,-506479,2348,Kalisz,KALLIES,Kalisz,Kalisz,Kalisz,Kalisz
682,-1040689,2350,Kalnibolot,KALNIBOLOTA,Kalnybolota,Kalnibolot,Kalnibolota,Kalnibolota
683,-2615229,2353,Koltyniany,KALTINENAI,Kaltinenai,Koltynyany,Kaltinėnai,Kaltinėnai
684,-1040706,2355,Kalius,KALUS,Kalyus,Kalus,Kalus,Kalyus
685,,2356,Kaluska Wola,KALUSKA WOLA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
686,-1040700,2357,Kałusz,KALUSZ,Kalush,Kałusz,Kałusz,Kalush
687,-2615230,2359,Kalvariia,KALVARIJA,Kalvarija,Kalwaria,Kalvarija,Kalvarija
689,-2615249,2361,Komai,KAMAJAI,Kamajai,Komai,Kamajai,Kamajai
690,-1943753,2362,Kamen,KAMEN (I),Kamen',Kamen',Kamen',Kamen'
691,-1040849,2364,Kamenets-Podolsk,KAMENETS-PODOLSKI,Kamyanets Podilskyy,Kamenets Podolskiy,Kamenets Podolskiy,Kamenets Podolskiy
692,-2276196,2365,Kamenka,KAMENKA (I),Camenca,Kamenka,Kamenka,Kamenka
693,-1040747,2366,Kamenka,KAMENKA (II),Kamyanka,Kamenka,Kamenka,Kamenka
694,-1040807,2368,Kamennyi Brod,KAMENNI-BROD,Kamyanyi Brid,Kamennyy Brod,Kamenni-Brod,Kamennyy Brod
695,-506552,2370,Kamień,KAMIEN,Kamien,Kamień,Kamień,Kamień
696,-506582,2371,Kamieńczyk,KAMIENCZYK,Kamienczyk,Kamieńczyk,Kamieńczyk,Kamieńczyk
2770,-1756500,2372,Chemnitz,KAMIENICA,Chemnitz,Chemnitz,Chemnitz,Karl-Marx-Stadt
697,-1040774,2374,Kamen-Kashirsk,KAMIEN KOSZYRSKI,Kamen Kashirskiy,Kamen Kashirskiy,Kamień Koszyrski,Kamen'-Kashirskiy
698,-506692,2375,Kamieńsk,KAMIENSK,Kamiensk,Kamieńsk,Kamieńsk,Kamieńsk
699,-1943775,2377,Kamenka,KAMIONKA (II),Kamenka,Kamenka,Kamionka,Kamenka
700,-506741,2378,Kamionka,KAMIONKA (III),Kamionka,Kamionka,Kamionka,Kamionka
701,-1040772,2379,Kamionka Strumiłowa,KAMIONKA STRUMILOWA,Kamyanka Buzka,Kamionka Strumiłowa,Kamionka Strumiłowa,Kamenka Bugskaya
702,-506816,2382,Kamyk,KAMYK,Kamyk,Kamyk,Kamyk,Kamyk
703,-506823,2383,Kańczuga,KANCZUGA,Kanczuga,Kańczuga,Kańczuga,Kańczuga
704,-3209286,2384,Kandava,KANDAVA,Kandava,Kandava,Kandava,Kandava
705,-1040899,2385,Kanev,KANIEW,Kaniv,Kanev,Kaniev,Kanëv
706,-1051516,2386,Kantakuzovka,KANTAKUZOVKA,Pribuzhany,Kantakuzenka,Kantakuzovka,Pribuzhany
707,-2615296,2388,Koptsiovo,KAPCIAMIESTIS,Kapciamiestis,Kopciowo,Kapčiamiestis,Kapčiamiestis
708,-1035201,2395,Karasubazar,KARASUBAZAR,Bilohirs'k,Karasubazar,Karasubazar,Belogorsk
709,-506916,2398,Karczew,KARCZEW,Karczew,Karczew,Karczew,Karczew
710,-3209345,2406,Korsovka,KARSAVA,Karsava,Korsovka,Kārsava,Kārsava
2705,,2407,Karvina,KARVINA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
711,-1041127,2413,Kashovka,KASZOWKA,Kashivka,Kashovka,Kaszówka,Kashovka
712,-1041175,2414,Katerburg,KATERBURG,Katerynivka,Katerburg,Katerburg,Katerinovka
713,-1041165,2416,Ekaterinopol,KATERYNYPOL,Katerynopil,Ekaterinopol',Katerynopol',Katerinopol'
2721,-507224,2418,Katowice,KATOWICE,Katowice,Kattowitz,Katowice,Katowice
2699,,2419,Katscher,KATSCHER,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
714,-3039599,2420,Kaukehmen,KAUKEHMEN,Yasnoye,Kaukehmen,Kaukehmen,Yasnoye
715,-2615427,2421,Kovno,KAUNAS,Kaunas,Kovno,Kaunas,Kaunas
716,-2615439,2424,Kovarsk,KAVARSKAS,Kavarskas,Kovarsk,Kavarskas,Kavarskas
717,,2425,Kaweczyn Sedziszowski,KAWECZYN SEDZISZOWSKI,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
718,-507341,2427,Kazanów,KAZANOW,Kazanow,Kazanów,Kazanów,Kazanów
719,-1041229,2428,Kazatin,KAZATIN,Koziatyn,Kazatin,Kazatin,Kazatin
720,-507369,2429,Kazimierza Wielka,KAZIMIERZA WIELKA,Kazimierza Wielka,Kazimierza Wielka,Kazimierza Wielka,Kazimierza Wielka
721,-507371,2430,Kazimierz Dolny,KAZIMIERZ DOLNY,Kazimierz Dolny,Kazimierz Dolny,Kazimierz Dolny,Kazimierz Dolny
722,-2615457,2431,Kozlova Ruda,KAZLU-RUDA,Kazlu Ruda,Kozłowa Ruda,Kazlų Rūda,Kazlų Rūda
723,,2432,Kcynia,KCYNIA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
724,-2615471,2437,Keidany,KEDAINIAI,Kedainiai,Keidany,Kėdainiai,Kėdainiai
725,-2615486,2440,Kelmy,KELME,Kelme,Kelmy,Kelmė,Kelme
726,-506529,2444,Kalwarya Zebrzydowska,KEMPNO,Kalwaria Zebrzydowska,Kalwarya Zebrzydowska,Kalwarja Zebrzydoska,Kalwaria Zebrzydowska
727,-1041277,2446,Kerch,KERCH,Kerch,Kerch,Kerch,Kerch
728,-507514,2454,Kęty,KETY,Kety,Kęty,Kęty,Kęty
729,-1041320,2456,Kharkov,KHARKOV,Kharkiv,Kharkov,Kharkov,Kharkov
730,-1041550,2458,Khashchevata,KHASHCHEVATOYE,Khashchuvatye,Khashchevata,Khashchevatoye,Khoshchevatoye
731,-1041356,2459,Kherson,KHERSON,Kherson,Kherson,Kherson,Kherson
732,-2925583,2460,Khislavichi,KHISLAVICHI,Khislavichi,Khislavichi,Khislavichi,Khislavichi
733,-1041424,2462,Khmielnik,KHMELNIK,Khmil'nyk,Khmelnik,Khmelnik,Khmel'nik
734,-1041445,2463,Khodaki,KHODAKI,Khodaki,Khodaki,Khodaki,Khodaki
735,-1041450,2464,Khodorkov,KHODORKOV,Khodorkiv,Khodorkov,Khodorkov,Khodorkov
736,-1944105,2465,Khoiniki,KHOINIKI,Khoyniki,Khoyniki,Khoyniki,Khoyniki
737,-1944027,2468,Kholmech,KHOLMICH,Kholmech,Kholmech,Kholmech,Kholmech
738,-1944043,2469,Kholopenichi,KHOLOPENICHI,Kholopenichi,Kholopenichi,Kholopenichi,Kholopenichi
739,-1041516,2471,Khorol,KHOROL,Khorol,Khorol,Khorol,Khorol
740,-1944086,2472,Khotimsk,KHOTIMSK,Khotsimsk,Khotimsk,Khotimsk,Khotimsk
741,-1944097,2473,Khotovizh,KHOTOVIZH,Khotovizh,Khotovizh,Khotovizh,Khotovizh
742,-1043997,2475,Kiblich,KIBLITCH,Kublich,Kiblitch,Kiblitch,Kublich
743,-507561,2477,Kielce,KIELCE,Kielce,Kielce,Kielce,Kielce
744,,2478,Kielczyglow,KIELCZYGLOW,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
745,-1943745,2479,Kemelishki,KIEMIELISZKI,Kamelishki,Kemelishki,Kiemieliszki,Kamelishki
746,-507637,2480,Kiernozia,KIERNOZIA,Kiernozia,Kiernozia,Kiernozia,Kiernozia
747,-1044367,2481,Kiev,KIEV,Kyiv,Kiev,Kiev,Kiev
748,-507725,2483,Kikół,KIKOL,Kikol,Kikół,Kikół,Kikół
749,-1041921,2484,Kilikiev,KILIKIEV,Kilikiyev,Kilikiev,Kilikiev,Kilikiyev
750,-1041993,2495,Elisavetgrad,KIROVOGRAD,Kirovohrad,Yelizavetgrad,Zinovyevsk,Kirovograd
751,-1042031,2499,Kiselik,KISIELIN,Kiselin,Kiselin,Kisielin,Kiselin
752,-1042066,2515,Kitaigorod,KITAIGOROD (I),Kytaihorod,Kitay-gorod,Kitaigorod,Kitaygorod
753,-1042064,2516,Kitaigorod,KITAIGOROD (II),Kytaihorod,Kitay-gorod,Kitaigorod,Kitay Gorod
754,-1042075,2519,Kivertsy,KIWERCE,Kivertsy,Kivertsy,Kiwerce,Kivertsy
755,-1944253,2523,Kletsk,KLECK,Klyetsk,Kletsk,Kleck,Kletsk
756,-1042140,2535,Klesov,KLESOW,Klesiv,Klesov,Klesów,Klesov
757,-1042145,2540,Klevan,KLEWAN,Klevan,Klevan',Klewań,Klevan'
758,-507955,2543,Klimontów,KLIMONTOW,Klimontow,Klimontów,Klimontów,Klimontów
759,-1944265,2544,Klimovichi,KLIMOVICHI,Klimavichy,Klimovichi,Klimovichi,Klimovichi
760,-2929365,2545,Klimov,KLIMOVO,Klimovo,Klimov,Klimovo,Klimovo
761,-509370,2554,Komarówka,KNIAZDWOR,Komarowka Podlaska,Komarówka,Komarówka,Komarówka
762,-1042227,2556,Knihynicze,KNIHYNICZE,Kniahynychi,Knihynicze,Knihynicze,Knyaginichi
763,-1944322,2563,Kobrin,KOBRYN,Kobryn,Kobrin,Kobryń,Kobrin
764,-508267,2565,Kobylin,KOBYLIN,Kobylin,Kobylin,Kobylin,Kobylin
765,-1946657,2566,Kobylnik,KOBYLNIK,Narach,Kobylnik,Kobylnik,Kobylnik
2685,,2567,Kocborowo,KOCBOROWO,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
766,-508378,2568,Kock,KOCK,Kock,Kock,Kock,Kock
767,-508399,2570,Kodeń,KODEN,Koden,Kodeń,Kodeń,Kodeń
768,-1042311,2571,Kodnia,KODNIA,Kodnya,Kodnya,Kodnya,Kodnya
769,-1042313,2573,Kodyma,KODYMA,Kodyma,Kodyma,Kodyma,Kodyma
770,-2918852,2577,Königsberg,KOENIGSBERG,Kaliningrad,Königsberg,Königsberg,Kaliningrad
771,-510109,2583,Köslin,KOESLIN,Koszalin,Köslin,Köslin,Koszalin
772,-1944344,2588,Kokhanovo,KOKHANOVO,Kokhanovo,Kokhanovo,Kokhanovo,Kokhanovo
773,-3209638,2589,Kokengauzen,KOKNESE,Koknese,Kokenguzen,Koknese,Koknese
774,-508446,2590,Kołaczyce,KOLACZYCE,Kolaczyce,Kołaczyce,Kołaczyce,Kołaczyce
775,-508542,2592,Kolberg,KOLBERG,Kolobrzeg,Kolberg,Kolberg,Kołobrzeg
776,-508476,2593,Kołbiel,KOLBIEL,Kolbiel,Kołbiel,Kołbiel,Kołbiel
777,-508481,2594,Kolbuszowa,KOLBUSZOWA,Kolbuszowa,Kolbuszowa,Kolbuszowa,Kolbuszowa
778,-1042370,2596,Kolki,KOLKI,Kolky,Kolki,Kołki,Kolki
779,-508530,2597,Kolno,KOLNO,Kolno,Kolno,Kolno,Kolno
780,-508539,2598,Koło,KOLO,Kolo,Koło,Koło,Koło
781,-1042414,2601,Kołomyja,KOLOMYJA,Kolomyya,Kołomyja,Kołomyja,Kolomyya
782,-2615227,2605,Koltyniany,KOLTYNIANY,Kaltanenai,Koltynyany,Kołtyniany,Kaltanėnai
783,,2606,Kolumna,KOLUMNA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
784,-1944417,2608,Kolyshki,KOLYSHKI,Kolyshki,Kolyshki,Kolyshki,Kolyshki
785,-1042536,2610,Komargorod,KOMARGOROD,Komarhorod,Komargorod,Komargorod,Komargorod
786,-1944422,2612,Komarin,KOMARIN,Kamaryn,Komarin,Komarin,Komarin
787,-1042541,2613,Komarno,KOMARNO (I),Komarno,Komarno,Komarno,Komarno
788,,2617,Komarowka,KOMAROWKA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
789,-1042625,2620,Makhnovka,KOMSOMOLSKOYE,Makhnivka,Makhnovka,Makhnovka,Komsomol's'ke
790,-1042652,2622,Konetspol,KONETSPOL,Kinets'pil',Konetspol',Konetspol',Konetspol'
791,-509520,2623,Koniecpol,KONIECPOL,Koniecpol,Koniecpol,Koniecpol,Koniecpol
792,-509537,2624,Konin,KONIN,Konin,Konin,Konin,Konin
793,-509610,2626,Końskie,KONSKIE,Konskie,Końskie,Końskie,Końskie
2700,,2628,Konstadt,KONSTADT,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
794,,2629,Konstancinek,KONSTANCINEK,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
795,-509635,2630,Konstantynów,KONSTANTYNOW,Konstantynow Lodzki,Konstantynów,Konstantynów,Konstantynów Łódzki
796,-509626,2632,Konstantynów,KONSTANTYNOWO (II),Konstantynow,Konstantynów,Konstantynów,Konstantynów
797,-1042753,2635,Kopachevka,KOPACZEWKA,Kopachivka,Kopachevka,Kopaczówka,Kopachovka
798,-1944497,2637,Kopatkevichi,KOPATKEVICHI,Kopatkevichi,Kopatkevichi,Kopatkevichi,Kopatkevichi
799,-1042774,2638,Kopaigorod,KOPAYGOROD,Kopaihorod,Kopaygorod,Kopaygorod,Kopaygorod
800,-509734,2640,Koprzywnica,KOPRZYWNICA,Koprzywnica,Koprzywnica,Koprzywnica,Koprzywnica
801,-1042792,2642,Kopyczyńce,KOPYCZYNCE,Kopychyntsi,Kopyczyńce,Kopyczyńce,Kopychintsy
802,-1944511,2643,Kopyl,KOPYL,Kapyl,Kopyl,Kopyl,Kopyl'
803,-1944518,2644,Kopys,KOPYS,Kopys,Kopys',Kopys',Kopys'
804,-509777,2646,Korczyna,KORCZYNA,Korczyna,Korczyna,Korczyna,Korczyna
805,-1944528,2647,Korelichi,KORELICZE,Karelichy,Korelichi,Korelicze,Korelichi
806,-1042969,2649,Kariukovka,KORIUKOVKA,Koriukivka,Kariukovka,Koriukovka,Koryukovka
807,-1944550,2650,Korma,KORMA,Karma,Korma,Korma,Korma
808,-1042859,2653,Kornin,KORNIN,Kornyn,Kornin,Kornin,Kornin
809,-1042861,2654,Kornitsa,KORNITSA,Kornytsya,Kornitsa,Kornitsa,Kornitsa
810,-1049241,2656,Korolówka,KOROLOWKA,Oliyevo Koralivka,Korolówka,Korolówka,Oleyëvo-Korolëvka
811,-509807,2657,Krone an der Brahe,KORONOWO,Koronowo,Krone an der Brahe,Koronowo,Koronowo
812,-1042893,2658,Korop,KOROP,Korop,Korop,Korop,Korop
813,-1042894,2659,Koropiec,KOROPIEC,Koropets,Koropiec,Koropiec,Koropets
814,-1042907,2661,Iskorost,KOROSTEN,Korosten,Iskorost,Korosten',Korosten'
815,-1042923,2662,Korostyshev,KOROSTISHEV,Korostyshiv,Korostishev,Korostishev,Korostyshev
816,-1042950,2665,Korsun,KORSUN,Korsun' Shevchenkivs'kyy,Korsun,Korsun,Korsun Shevchenkovskiy
817,-1042954,2666,Kortelisy,KORTELISY,Kortelesy,Kortylisy,Kortelisy,Kortelesy
818,-1042840,2669,Korets,KORZEC,Korets,Korets,Korzec,Korets
819,-1057608,2672,Velikaia Kosnitsa,KOSHNYTSHA WIELIKAYA,Velikaya Kosnitsa,Kosnitsa-Velikaya,Koshnitsha Velikaya,Velikaya Kosnitsa
820,-1043044,2676,Kosów,KOSOW (I),Kosiv,Kosów,Kosów,Kosov
821,-510039,2677,Kossów,KOSOW (II),Kosow Lacki,Kossów,Kossów Lacki,Kosów Lacki
822,-1944638,2678,Kossovo,KOSOW POLESKI,Kosava,Kossovo,Kossów,Kossovo
823,-1043071,2681,Kostopol,KOSTOPOL,Kostopil,Kostopol,Kostopol,Kostopol'
824,-1944659,2682,Kostiukovichi,KOSTYUKOVICHI,Kastsyukovichy,Kostyukovichi,Kostyukovichi,Kostyukovichi
825,-510152,2684,Koszyce,KOSZYCE,Koszyce,Koszyce,Koszyce,Koszyce
