line_id,jg_id,ejl_line,name,enc_name,jg_name,name1900,name1930,name1945
2704,,4020,Orlova,ORLOVA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1316,-1049478,4024,Orów,OROW,Orov,Orów,Orów,Orov
1317,-1947390,4025,Orsha,ORSHA,Orsha,Orsha,Orsha,Orsha
1318,-532063,4027,Ortelsburg,ORTELSBURG,Szczytno,Ortelsburg,Ortelsburg,Szczytno
1319,-520298,4032,Osjaków,OSIAKOW,Osjakow,Osjaków,Osiaków,Osjaków
1320,-520178,4033,Osieck,OSIECK,Osieck,Osieck,Osieck,Osieck
1321,-520233,4034,Osiek,OSIEK (I),Osiek Jasielski,Osiek,Osiek,Osiek Jasielski
1322,-520176,4036,Osięciny,OSIENCINY,Osieciny,Osięciny,Osięciny,Osięciny
1323,-1035337,4038,Berdiansk,OSIPENKO,Berdyansk,Berdyansk,Osipenko,Osipenko
1324,-1947435,4039,Osipovich,OSIPOVICHI,Asipovichy,Osipovichi,Osipovichi,Osipovichi
1325,-1035311,4041,Osław Biały,OSLAW BIALY,Bili Oslavy,Osław Biały,Osław Biały,Belyye Oslavy
1326,-1049557,4045,Osova,OSOWA WYSZKA,Osova,Osova,Osowa Wyszka,Osova
1327,-1049587,4048,Oster,OSTER,Oster,Ostër,Ostër,Ostër
1328,-520439,4050,Osterode,OSTERODE,Ostroda,Osterode,Osterode,Ostróda
1329,-1049602,4054,Ostrog,OSTROG,Ostroh,Ostrog,Ostróg,Ostrog
1330,-520447,4057,Ostrolenka,OSTROLENKA,Ostroleka,Ostrołęka,Ostrołęka,Ostrołęka
1331,-1049607,4058,Ostropol,OSTROPOL,Ostropil,Ostropol',Ostropol',Ostropol'
1332,-1947513,4059,Ostroshitskii Gorodok,OSTROSHITSKI GORODOK,Astrashytski Haradok,Gorodok Ostroshitskii,Ostroshitski Gorodok,Ostroshitskiy Gorodok
1333,-2976171,4060,Ostrov,OSTROV,Ostrov,Ostrov,Ostrov,Ostrov
1334,-1947541,4061,Ostrovno,OSTROVNO,Ostrovno,Ostrovno,Ostrovno,Ostrovno
1335,-520581,4062,Ostrów,OSTROW,Ostrow Lubelski,Ostrów,Ostrów,Ostrów
1336,-520544,4063,Ostrowiec,OSTROWIEC,Ostrowiec Swietokrzyski,Ostrowiec,Ostrowiec,Ostrowiec Świętokrzyski
1337,-520582,4065,Ostrov,OSTROW-MAZOWIECKA,Ostrow Mazowiecka,Ostrów,Ostrów Mazowiecka,Ostrów Mazowiecka
1338,-520608,4066,Ostrowo,OSTROW WIELKOPOLSKI,Ostrow Wielkopolski,Ostrowo,Ostrów,Ostrów Wielkopolski
1339,-1049643,4067,Ostrozhets,OSTROZEC,Ostrozhets,Ostrozhets,Ostrożec,Ostrozhets
1340,-1947565,4068,Ostrino,OSTRYNA,Ostryna,Ostrino,Ostryna,Ostryna
1341,-1947567,4070,Osveia,OSVEYA,Osveya,Osveya,Osveya,Osveya
1342,-520665,4071,Oświęcim,OSWIENCIM,Oswiecim,Oświęcim,Oświęcim,Oświęcim
1343,-1940949,4072,Oshmiany,OSZMIANA,Ashmyany,Oshmyany,Oszmiana,Oshmyany
1344,-1049692,4078,Ottynia,OTTYNIA,Otyniya,Ottynia,Ottynia,Otynya
1345,-520732,4079,Otwock,OTWOCK,Otwock,Otwock,Otwock,Otwock
1346,-1049696,4082,Ovidiopol,OVIDIOPOL,Ovidiopol,Ovidiopol,Ovidiopol,Ovidiopol
1347,-1049703,4083,Ovruch,OVRUCH,Ovruch,Ovruch,Ovruch,Ovruch
1348,-1947589,4084,Ozarichi,OZARICHI,Ozarichi,Ozarichi,Ozarichi,Ozarichi
1349,-1049716,4085,Ozarintsy,OZARINTSY,Ozaryntsi,Ozarintsy,Ozarintsy,Ozarintsy
1350,-520768,4086,Ożarów,OZAROW,Ozarow,Ożarów,Ożarów,Ożarów
1351,-1049771,4088,Ozdiutichi,OZDZIUTYCZE,Ozyutichi,Ozdziutycze,Ozdziutycze,Ozyutichi
1352,-1951007,4089,Uzliany,OZLYIANY,Uzlyany,Uzlyany,Uzlyany,Uzlyany
1353,-520795,4091,Ozorków,OZORKOW,Ozorkow,Ozorków,Ozorków,Ozorków
1354,-520801,4092,Pabianice,PABIANICE,Pabianice,Pabianice,Pabjanice,Pabianice
1355,-520803,4093,Pacanów,PACANOW,Pacanow,Pacanów,Pacanów,Pacanów
1356,-2617379,4099,Pogiry,PAGIRIAI,Pagiriai,Pogiry,Pagiriai,Pagiriai
1357,-2624293,4100,Veisenshtein,PAIDE,Paide,Veisenshtein,Paide,Paide
1358,-520853,4101,Pajęczno,PAJENCZNO,Pajeczno,Pajęczno,Pajęczno,Pajęczno
1359,-2617433,4102,Poiurzhe,PAJURIS,Pajuris,Poyurzhe,Pajūris,Pajūris
1360,-2617498,4104,Pokroi,PAKRUOJUS,Pakruojis,Pokroi,Pakruojis,Pakruojis
1361,-2617520,4106,Polangen,PALANGA,Palanga,Palanga,Palanga,Palanga
1362,-2617615,4111,Ponediel,PANDELYS,Pandelys,Ponedel,Pandėlys,Pandėlys
1363,-2617618,4112,Panemunelis,PANEMUNELIS,Panemunelis,Ponemunok,Panemunėlis,Panemunėlis
1364,-2617631,4114,Poneviezh,PANEVEZYS,Panevezys,Ponevezh,Panevėžys,Panevėžys
1365,-2617635,4115,Pananishki,PANOSISKES,Panosiskes,Panashishki,Panošiškės,Panošiškės
1366,-2617657,4118,Popeliany,PAPILE,Papile,Popieliany,Papilė,Papilė
1367,-521003,4121,Paradyż,PARADYZ,Paradyz,Paradyż,Paradyż,Paradyż
1368,-1947678,4122,Parafianovo,PARAFIANOW,Parafyanovo,Parafyanovo,Parafjanowo,Paraf'yanovo
1369,-521034,4126,Parczew,PARCZEW,Parczew,Parczew,Parczew,Parczew
2595,-2277157,4134,Pirlita,PARLITA,Pirlita,Pyrlitsa,Pârliţa,Pyrlitsa
1370,-521091,4137,Parysów,PARYSOW,Parysow,Parysów,Parysów,Parysów
1371,,4140,Pasewalk,PASEWALK,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
2673,,4140,Pasewalk,PASEWALK,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1372,,4141,Pasieczna,PASIECZNA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1373,-2617762,4144,Posvol,PASVALYS,Pasvalys,Posvol,Pasvalys,Pasvalys
1374,-2617768,4145,Poshvityn,PASVITINYS,Pasvitinys,Poshvityn',Pašvitinys,Pašvitinys
1375,-1049945,4152,Pavlograd,PAVLOGRAD,Pavlohrad,Pavlograd,Pavlograd,Pavlograd
1376,-1050019,4154,Pavoloch,PAVOLOCH,Pavoloch,Pavoloch,Pavoloch,Pavoloch
1377,-1050048,4157,Pechara,PECHERA,Pechora,Pechara,Pechera,Pechora
1378,-1050032,4162,Peczeniżyn,PECZENIZYN,Pechenizhyn,Peczeniżyn,Peczeniżyn,Pechenizhyn
2707,,4164,Peiskretscham,PEISKRETSCHAM,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1379,-1050105,4171,Perekop,PEREKOP,Perekop,Perekop,Perekop,Perekop
1380,-2624430,4174,Pernov,PERNU,Parnu,Pernov,Pärnu,Pärnu
1381,-1050242,4178,Bogopol,PERVOMAYSK (III),Pervomaysk,Olviopol,Pervomaysk,Pervomaysk
1382,-1050298,4179,Peschanka,PESCHANAYA,Pishchanka,Peschanka,Peschanka,Peschanka
1383,-1050292,4180,Peschana,PESCHANNAYA,Pishchana,Peschana,Peschannaya,Peschana
2653,,4188,Petrauti,PETRAUTI,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1384,-1947888,4189,Petrikov,PETRIKOV,Pyetrykaw,Petrikov,Petrikov,Petrikov
1385,-2981595,4193,Petrovichi,PETROVICHI,Petrovichi,Petrovichi,Petrovichi,Petrovichi
1386,-521463,4206,Piaseczno,PIASECZNO (II),Piaseczno,Piaseczno,Piaseczno,Piaseczno
1387,-1947863,4207,Peski,PIASKI,Peski,Piaski,Piaski,Peski
1388,-521547,4208,Piaski,PIASKI LUTERSKIE,Piaski Luterskie,Piaski,Piaski Luterskie,Piaski Luterskie
1389,-521588,4210,Piątek,PIATEK,Piatek,Piątek,Piątek,Piątek
1390,-1051868,4212,Piatigory,PIATIGORY,Pyatyhory,Pyatigory,Pyatigory,Pyatigory
1391,-1051878,4213,Piatka,PIATKA,Pyatka,Piatka,Piatka,Pyatka
1392,-521588,4214,Piątek,PIATKOWA,Piatek,Piątek,Piątek,Piątek
1393,-521603,4215,Piontnitsa,PIATNICA,Piatnica,Piątnica,Piątnica,Piątnica
1394,-3211634,4218,Pridruisk,PIEDRUJA,Piedruja,Pridruiska,Piedruja,Piedruja
1395,-1050197,4220,Pereiaslavl,PIEREJASLAV,Pereyaslav Khmelnitskiy,Pereyaslav,Pierejaslav,Pereyaslav Khmelnitskiy
1396,-521781,4221,Pierzchnica,PIERZCHNICA,Pierzchnica,Pierzchnica,Pierzchnica,Pierzchnica
1397,-2617982,4224,Pikeli,PIKELIAI,Pikeliai,Pikeli,Pikeliai,Pikeliai
1398,-1048951,4225,Novyi Pikov,PIKOV,Novyy Pikov,Pikov,Pikov,Novyy Pikov
1399,-1050626,4226,Pilyava,PILAWA,Pylyava,Pilyava,Pilyava,Pilyava
1400,-521910,4228,Pilica,PILICA,Pilica,Pilica,Pilica,Pilica
1401,-2618013,4233,Pilvishki,PILVISKIAI,Pilviskiai,Pilwiszki,Pilviškiai,Pilviškiai
1402,-1050626,4234,Piliava,PILYAVA,Pylyava,Pilyava,Pilyava,Pilyava
1403,-521931,4235,Pilzno,PILZNO,Pilzno,Pilzno,Pilzno,Pilzno
1404,-521934,4236,Pińczów,PINCZOW,Pinczow,Pińczów,Pińczów,Pińczów
1405,-1947920,4238,Pinsk,PINSK,Pinsk,Pinsk,Pińsk,Pinsk
1406,-521970,4239,Piotrkowice,PIOTRKOWICE,Piotrkowice,Piotrkowice,Piotrkowice,Piotrkowice
1407,-521980,4240,Piotrkowo,PIOTRKOW KUJAWSKI,Piotrkow Kujawski,Piotrkowo,Piotrków Kujawski,Piotrków Kujawski
1408,-521986,4241,Piotrków,PIOTRKOW TRYBUNALSKI,Piotrkow Trybunalski,Piotrków,Piotrków,Piotrków Trybunalski
1409,-1050654,4243,Piriatin,PIRIATIN,Pyryatyn,Piryatin,Piriatin,Piryatin
1410,-1050697,4251,Pistyń,PISTYN,Pistyn,Pistyń,Pistyń,Pistyn
1411,-522105,4252,Piszczac,PISZCZAC,Piszczac,Piszczac,Piszczac,Piszczac
2702,,4255,Pitschen,PITSCHEN,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1412,,4256,Piwniczna,PIWNICZNA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1413,-2618033,4257,Ploteli,PLATELIAI,Plateliai,Ploteli,Plateliai,Plateliai
1414,-3211743,4261,Pliavinas,PLAVINASI,Plavinas,Stockmannshof,Pļaviņas,Pļaviņas
1415,-522189,4262,Pławno,PLAWNO,Plawno,Pławno,Pławno,Pławno
1416,-1947957,4263,Pleshchenitsy,PLESHCHENITSY,Pleshchenitsy,Pleshchenitsy,Pleshchenitsy,Pleshchenitsy
1417,-522234,4265,Pleschen,PLESZEW,Pleszew,Pleschen,Pleszew,Pleszew
1418,-1050754,4267,Pliskov,PLISKOV,Plyskiv,Pliskov,Pliskov,Pliskov
1419,-1947980,4268,Plisa,PLISSA,Plissa,Plissa,Plissa,Plissa
1420,-522275,4269,Płock,PLOCK,Plock,Płock,Płock,Płock
1421,-522311,4272,Płońsk,PLONSK,Plonsk,Płońsk,Płońsk,Płońsk
2622,,4274,Plosca,PLOSCA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1422,-1947991,4275,Plotnitsa,PLOTNICA,Plotnitsa,Plotnitsa,Płotnica,Plotnitsa
1423,-2618072,4276,Plungiany,PLUNGE,Plunge,Plungiany,Plungė,Plungė
1424,-1948000,4277,Pliusy,PLUSY,Plyussy,Plusy,Plusy,Plyussy
1425,-522399,4280,Pinne,PNIEWY,Pniewy,Pinne,Pniewy,Pniewy
1426,,4281,Pniow,PNIOW,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1427,,4282,Pobereze,POBEREZE,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1428,-1948005,4284,Pobolovo,POBOLOVO,Pobolovo,Pobolovo,Pobolovo,Pobolovo
1429,-2983573,4286,Pochinok,POCHINOK,Pochinok,Pochinok,Pochinok,Pochinok
1430,-1050831,4288,Novyi Pochaev,POCZAJOW,Pochayev,Pochaev,Poczajów,Pochayev
1431,-1050848,4291,Podbuż,PODBUZ,Podbuzh,Podbuż,Podbuż,Podbuzh
1432,-522499,4292,Poddembice,PODDEMBICE,,,,
1433,-1948026,4293,Poddobrianka,PODDOBRIANKA,Poddobryanka,Poddobryanka,Poddobrianka,Poddobryanka
1434,-1050871,4295,Podhajce,PODHAJCE,Pidhaytsi,Podhajce,Podhajce,Podgaytsy
1435,,4297,Podhorodyszcze,PODHORODYSZCZE,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1436,-1050909,4299,Podkamień,PODKAMIEN (I),Pidkamin,Podkamień,Podkamień,Podkamen'
1437,-1050909,4300,Podkamień,PODKAMIEN (II),Pidkamin,Podkamień,Podkamień,Podkamen'
1438,-1051014,4306,Podwołoczyska,PODWOLOCZYSKA,Pidvolochys'k,Podwołoczyska,Podwołoczyska,Podvolochisk
1439,-2984446,4308,Pogar,POGAR,Pogar,Pogar,Pogar,Pogar
1440,-1948136,4310,Pogost,POGOST (II),Pahost,Pogost,Pogost,Pogost
1441,-1051066,4311,Pogrebishche,POGREBISHCHE,Pohrebyshche,Pogrebishche,Pogrebishche,Pogrebishche
1442,-1948140,4314,Pogost-Zagorodskii,POHOST ZAHORODZKI,Pahost Zaharodzki,Pohost,Pohost Zahorodny,Pogost-Zagorodskiy
1443,-1060217,4315,Pogost-Zariechnoi,POHOST ZARZECZNY,Zarichne,Pogost,Pohost Zarzeczny,Zarechnoye
1444,-1051084,4318,Pokotilova,POKOTILOVO,Pokatilovo,Pokotilova,Pokotilovo,Pokatilovo
1445,-522990,4319,Połaniec,POLANIEC,Polaniec,Połaniec,Połaniec,Połaniec
1446,-1051161,4324,Pologi,POLOGI,Polohy,Pologi,Chubarovka,Pologi
1447,-1948178,4325,Polonka,POLONKA,Polonka,Polonka,Połonka,Polonka
1448,-1051178,4326,Polonnoe,POLONNOYE,Polonne,Polonnoye,Polonnoye,Polonnoye
1449,-1948152,4327,Polotsk,POLOTSK,Polatsk,Polotsk,Polotsk,Polotsk
1450,-1051195,4328,Poltava,POLTAVA,Poltava,Poltava,Poltava,Poltava
1451,,4330,Pomiechowek,POMIECHOWEK,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1452,-1051256,4331,Pomorzany,POMORZANY,Pomoryany,Pomorzany,Pomorzany,Pomoryany
1453,-1051262,4333,Paninka,PONINKA,Poninka,Poninka,Poninka,Poninka
1454,-1051281,4334,Popelnia,POPELNIA,Popel'nya,Popelnia,Popelnia,Popel'nya
1455,-1051330,4335,Popovtsy,POPOVTSY,Popovtsy,Popovtsy,Popovtsy,Popovtsy
1456,,4336,Popowo Koscielne,POPOWO KOSCIELNE,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1457,-523405,4340,Poremba-Kotsemby,POREMBA-KOTSEMBY,,,,
1458,-868066,4342,Porohy,POROHY,,,,
1459,,4343,Porombka,POROMBKA,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1460,-1948427,4345,Prozoroki,POROZORKI,Prozoroki,Prozoroki,Prozoroki,Prozoroki
1461,-1948277,4346,Porozovo,POROZOW,Porazava,Porozovo,Porozów,Porozovo
1462,-1948264,4349,Poreche,PORZECZE,Porechye,Porech'ye,Porzecze,Porech'ye
1463,-1947709,4350,Postavy,POSTAWY,Pastavy,Postavy,Postawy,Postavy
1464,-1061007,4352,Potok,POTOK ZLOTY,Zolotyy Potik,Potok,Potok Złoty,Zolotoy Potok
1465,-1051413,4354,Potylicz,POTYLICZ,Potelych,Potylicz,Potylicz,Potelich
1466,-523642,4358,Posen,POZNAN,Poznan,Posen,Poznań,Poznań
1467,-523695,4361,Praszka,PRASZKA,Praszka,Praszka,Praszka,Praszka
1468,-3211851,4363,Preli,PREILI,Preili,Prel,Preiļi,Preiļi
1469,-499313,4369,Friedland,PREUSSISCH-FRIEDLAND,Debrzno,Friedland,Preußisch Friedland,Debrzno
1470,-521145,4370,Preußisch Holland,PREUSSISCH-HOLLAND,Paslek,Preußisch Holland,Preußisch Holland,Pasłęk
1471,-3211876,4377,Prekuln,PRIEKULE,Priekule,Preekuln,Priekule,Priekule
1472,-2618166,4378,Preny,PRIENAI,Prienai,Preny,Prienai,Prienai
1473,-1051731,4381,Priluki,PRILUKI,Pryluky,Priluki,Priluki,Pryluky
1474,-1051638,4385,Probużna,PROBUZNA,Probezhna,Probużna,Probużna,Probezhna
1475,-1051667,4387,Grafskaia,PROLETARSKOYE,Proletarskiy,Grafskaya,Proletarskoye,Proletarskiy
1476,-1949631,4388,Propoisk,PROPOISK,Slawharad,Propoisk,Propoisk,Slavgorod
1477,-1041435,4389,Proskurov,PROSKUROV,Khmelnytskyy,Proskurov,Proskurov,Khmelnitsky
1478,,4391,Prostken,PROSTKEN,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1479,-523798,4392,Prostyń,PROSTYN,Prostyn,Prostyń,Prostyń,Prostyń
1480,-523810,4393,Proszowice,PROSZOWICE,Proszowice,Proszowice,Proszowice,Proszowice
1481,-523818,4394,Pruchnik,PRUCHNIK,Pruchnik,Pruchnik,Pruchnik Miasto,Pruchnik
1482,-523884,4398,Pruszków,PRUSZKOW,Pruszkow,Pruszków,Pruszków,Pruszków
1483,-1948472,4399,Pruzhany,PRUZHANA,Pruzhany,Pruzhany,Prużana,Pruzhany
1484,-523920,4401,Przecław,PRZECLAW,Przeclaw,Przecław,Przecław,Przecław
1485,-524021,4404,Przemyśl,PRZEMYSL,Przemysl,Przemyśl,Przemyśl,Przemyśl
1486,-1050142,4405,Przemyślany,PRZEMYSLANY,Peremyshlyany,Przemyślany,Przemyślany,Peremyshlyany
1487,-524048,4406,Przherosl,PRZEROSL,Przerosl,Przerośl,Przerośl,Przerośl
1488,,4408,Przyborowice Gorne,PRZYBOROWICE GORNE,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1489,,4410,Przyglow,PRZYGLOW,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1490,-524309,4411,Przyrów,PRZYROW,Przyrow,Przyrów,Przyrów,Przyrów
1491,-524359,4412,Przysucha,PRZYSUCHA,Przysucha,Przysucha,Przysucha,Przysucha
1492,-2989168,4414,Pskov,PSKOV,Pskov,Pskov,Pskov,Pskov
2717,-524482,4415,Pszczyna,PSZCZYNA,Pszczyna,Pleß,Pszczyna,Pszczyna
1493,-1948498,4421,Pukhovichi Stan III,PUKHOVICHI,Pukhavichy,Pukhovichi,Pukhovichi,Pukhovichi
1494,-524540,4423,Nowa Aleksandria,PULAWY,Pulawy,Nowa Aleksandria,Puławy,Puławy
1495,-524549,4424,Pułtusk,PULTUSK,Pultusk,Pułtusk,Pułtusk,Pułtusk
1496,-2618206,4425,Pompiany,PUMPENAI,Pumpenai,Pompiany,Pumpėnai,Pumpėnai
1497,-524553,4427,Punsk,PUNSK,Punsk,Puńsk,Puńsk,Puńsk
2660,-1051823,4433,Putyla,PUTILA,Putyla,Putilla,Putila,Putila
1498,,4436,Pyritz,PYRITZ,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
2669,,4436,Pyritz,PYRITZ,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
1499,-524651,4438,Pysznica,PYSZNICA,Pysznica,Pysznica,Pysznica,Pysznica
1500,-524656,4439,Pyzdry,PYZDRY,Pyzdry,Pyzdry,Pyzdry,Pyzdry
1501,-524684,4444,Rabka,RABKA,Rabka,Rabka,Rabka,Rabka
1502,-1051972,4447,Rokhmanovo,RACHMANOWO,Rakhmanov,Rokhmanov,Rachmanów,Rokhmanov
1503,-524708,4448,Raciąż,RACIONZH,Raciaz,Raciąż,Raciąż,Raciąż
1504,-524755,4451,Rachki,RACZKI,Raczki,Raczki,Raczki,Raczki
2602,-1168197,4452,Radauti,RADAUTI,Radauti,,Rădăuţi,Rădăuţi
2629,-1168196,4452,Radauti,RADAUTI,Radauti,Radautz,Rădăuţi,Rădăuţi
1505,-524803,4454,Radgoszcz,RADGOSZCZ,Radgoszcz,Radgoszcz,Radgoszcz,Radgoszcz
1506,-524833,4455,Radłów,RADLOW,Radlow,Radłów,Radłów,Radłów
1507,-524856,4456,Radom,RADOM,Radom,Radom,Radom,Radom
1508,-524875,4457,Nowo-Radomsk,RADOMSKO,Radomsko,Nowo-Radomsk,Radomsko,Radomsko
1509,-1051928,4458,Radomysl,RADOMYSL,Radomyshl,Radomysl',Radomysl',Radomyshl'
1510,-524880,4460,Radomyśl,RADOMYSL WIELKI,Radomysl Wielki,Radomyśl,Radomyśl Wielki,Radomyśl Wielki
1511,-1948592,4463,Radoshkovichi,RADOSZKOWICZE,Radashkovichy,Radoshkovichi,Radoszkowicze,Radoshkovichi
1512,-524927,4464,Radoszyce,RADOSZYCE,Radoszyce,Radoszyce,Radoszyce,Radoszyce
1513,-1948600,4466,Radun,RADUN,Radun,Radun,Raduń,Radun
1514,-2618313,4467,Radzivilishki,RADVILISKIS,Radviliskis,Radvilishki,Radviliškis,Radviliškis
1515,-524975,4469,Radymno,RADYMNO,Radymno,Radymno,Radymno,Radymno
1516,-524980,4470,Radzanów,RADZANOW,Radzanow,Radzanów,Radzanów,Radzanów
1517,-1051905,4471,Radziechów,RADZIECHOW,Radekhiv,Radziechów,Radziechów,Radekhov
1518,-525026,4473,Radzilovo,RADZILOW,Radzilow,Radziłów,Radziłów,Radziłów
1519,-1037228,4474,Radzivilov,RADZIWILOW,Radyvyliv,Radzivilov,Radziwiłłów,Chervonoarmeisk
1520,-525047,4475,Radzymin,RADZYMIN,Radzymin,Radzymin,Radzymin,Radzymin
1521,-525055,4476,Radzyń,RADZYN,Radzyn Podlaski,Radzyń,Radzyń,Radzyń Podlaski
1522,-1051968,4478,Rafalovka,RAFALOWKA,Rafalivka,Rafalovka,Rafałówka,Rafalovka
1523,-2618327,4480,Rogovo,RAGUVA,Raguva,Rogovo,Raguva,Raguva
1524,-1052079,4482,Raigorodok,RAIGORODOK,Rayhorodok,Raygorodok,Raygorodok,Raygorodok
1525,-525069,4484,Rajcza,RAJCZA,Rajcza,Rajcza,Rajcza,Rajcza
1526,-525073,4486,Raigrod,RAJGROD,Rajgrod,Rajgród,Rajgród,Rajgród
1527,-1948620,4496,Rakov,RAKOW (I),Rakov,Rakov,Raków,Rakov
1528,-525107,4497,Raków,RAKOW (II),Rakow,Raków,Raków,Raków
1529,-2618376,4501,Remigola,RAMYGALA,Ramygala,Remigola,Ramygala,Ramygala
1530,-525174,4503,Ranischau,RANIZOW,Ranizow,Ranischau,Raniżów,Raniżów
1531,-2618385,4504,Rossieny,RASEINIAI,Raseiniai,Rossieny,Raseiniai,Raseiniai
1532,-2277170,4505,Rashkov,RASHKOV,Rascov,Rashkov,Rashkov,Rashkov
1533,-507512,4508,Rastenburg,RASTENBURG,Ketrzyn,Rastenburg,Rastenburg,Kętrzyn
2664,-1052442,4509,Roztoky,RASTOACE,Roztoky,Rostoki,Răstoace,Roztoky
2718,-524723,4511,Raciborz,RATIBOR,Raciborz,Ratibor,Ratibor,Racibórz
1534,-1052051,4513,Ratno,RATNO,Ratne,Ratno,Ratno,Ratno
1535,-524723,4514,Ratibor,RATZEBUHR,Raciborz,Ratibor,Ratibor,Racibórz
1536,-525251,4518,Rawa,RAWA MAZOWIECKA,Rawa Mazowiecka,Rawa,Rawa Mazowiecka,Rawa Mazowiecka
1537,-1052059,4519,Rawa Ruska,RAWA RUSKA,Rava Ruska,Rawa Ruska,Rawa Ruska,Rava-Russkaya
1538,-525257,4520,Rawitsch,RAWICZ,Rawicz,Rawitsch,Rawicz,Rawicz
1539,-1052073,4521,Raigorod,RAYGOROD,Raihorod,Raygorod,Raygorod,Raygorod
1540,-1948675,4524,Riechitsa,RECHITSA,Rechytsa,Rechitsa,Rechitsa,Rechitsa
1541,,4531,Regenwalde,REGENWALDE,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
2676,,4531,Regenwalde,REGENWALDE,Kolonia Izaaka,Kolonia Izaaka,Kolonia Izaaka,
2738,-500600,4536,Dzierzoniow,REICHENBACH (II),Dzierzoniow,Reichenbach,Reichenbach,Dzierżoniów
1542,-525383,4545,Rejowiec,REJOWIEC,Rejowiec,Rejowiec,Rejowiec,Rejowiec
1543,-525421,4547,Rembertów,REMBERTOW,Rembertow,Rembertów,Rembertów,Rembertów
1544,-1052170,4551,Reni,RENI,Reni,Reni,Reni,Reni
1545,-3212185,4559,Riezhitsa,REZEKNE,Rezekne,Rezhitsa,Rēzekne,Rēzekne
1546,-1948976,4570,Riasna,RIASNA,Rasna,Ryasna,Riasna,Ryasna
1547,-3212203,4576,Rybinishki,RIEBENI,Riebini,Ribenishki,Riebiņi,Riebiņi
1548,-523655,4578,Riesenburg,RIESENBURG,Prabuty,Riesenburg,Riesenburg,Prabuty
1549,-2618479,4579,Retovo,RIETAVAS,Rietavas,Rietovo,Rietavas,Rietavas
1550,-3212216,4580,Riga,RIGA,Riga,Riga,Rīga,Rīga
1551,-1052392,4599,Rosulna,ROESSEL,Rosil'na,Rosulna,Rosulna,Rosilno
1552,-1948730,4600,Rogachev,ROGACHEYV (I),Rahachow,Rogachev,Rogachev,Rogachev
1553,-525659,4603,Rogasen,ROGOZNO,Rogozno,Rogasen,Rogoźno,Rogoźno
1554,-1052282,4604,Rohatyn,ROHATYN,Rohatyn,Rohatyn,Rohatyn,Rogatin
1555,-2618550,4606,Rakishki,ROKISKIS,Rokiskis,Rakishki,Rokiškis,Rokiškis
1556,-1052325,4607,Rokitno,ROKITNO,Rokytne,Rokitno,Rokitno,Rokitnoye
1557,-1051991,4608,Rokitne,ROKITNOYE,Rokytne,Rokitno,Rokitnoye,Rakitnoye
1558,-1038442,4613,Romanov,ROMANOV,Romaniv,Romanov,Romanov,Dzerzhinsk
1559,-1052377,4620,Romny,ROMNY,Romny,Romny,Romny,Romny
1560,-525798,4627,Ropczyce,ROPCZYCE,Ropczyce,Ropczyce,Ropczyce,Ropczyce
1561,-1948769,4628,Ross,ROS,Ros,Ros,Roś,Ross
1562,-1948773,4629,Rossasna,ROSASNA,Rasasna,Rossasna,Rossasna,Rossasna
2744,-519708,4631,Olesno,ROSENBERG (I),Olesno,Rosenberg,Rosenberg,Olesno
1563,-1948764,4637,Rositsa,ROSITSA,Rositsa,Rositsa,Rositsa,Rositsa
1564,-2993079,4639,Roslavl,ROSLAVL,Roslavl,Roslavl,Roslavl,Roslavl
1565,-525869,4643,Rossosz,ROSSOSZ,Rossosz,Rossosz,Rossosz,Rossosz
1566,-2993218,4645,Rostov-na-Donu,ROSTOV-ON-DON,Rostov Na-Donu,Rostov-na-Donu,Rostov-na-Donu,Rostov-na-Donu
1567,-1052392,4646,Rosulna,ROSULNA,Rosil'na,Rosulna,Rosulna,Rosilno
1568,-1052451,4651,Rotmistrova,ROTMISTROVKA,Rotmistrivka,Rotmistrovka,Rotmistrovka,Rotmistrovka
1569,-1052060,4661,Rovnopol,ROVNOPOL,Rivnopillia,Rovnopol',Rovnopol',Rovnopol'
