code,id,name,enc_name,prov,country,geomatry,name1900,name1930,name1945,pop1900,prov1900,prov1930,country1910,country1930,country1945,code_prov,code_dist,abbr_name,abbr_prov,abbr_dist,abbr_country,alt_names,pinkas_ref,enc_page,n,dist1930,dist
GLC_MLC_RDMY,-524880,Radomysl Wielki,RADOMYSL WIELKI,Galicia,Poland,50.2|21.266666666667,Radomyśl,Radomyśl Wielki,Radomyśl Wielki,"1,920 (in 1890), 1,875 (in 1910)",Galicia,Kraków,Austrian Empire,Poland,Poland,62,14,RDMY,GLC,MLC,POL,Radomishl|Radomishla|Radomishl Vyelki|Radimishli Gadol|Radomishli Rabati|Radomishel|Gross Radomysl|Radomishle|Groys-Radomishl|Radomyśl Wielki|Radimishil,,1048,1,Mielec,Mielec
RDM_KNS_RDSZ,-524927,Radoszyce,RADOSZYCE,Radom,Poland,51.083333333333|20.233333333333,Radoszyce,Radoszyce,Radoszyce,"1,728 (in 1897)",Radom,Kielce,Russian Empire,Poland,Poland,58,4,RDSZ,RDM,KNS,POL,Radoshitz|Radoshitse|Radoszyce,"Poland, Vol. 1 (1976), pp. 256-257: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Radoszyce"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1049,1,Końskie,Konsk
GLC_JRS_RDYM,-524975,Radymno,RADYMNO,Galicia,Poland,49.95|22.833333333333,Radymno,Radymno,Radymno,898 (in 1880),Galicia,Lwów,,Poland,Poland,62,24,RDYM,GLC,JRS,POL,Redem|Radymno|Radimno,,1051,1,Jarosław,Jarosław
PLC_MLV_RDZN,-524980,Radzanow,RADZANOW,Plock,Poland,52.933333333333|20.1,Radzanów,Radzanów,Radzanów,532 (in 1897),Płock,Warszawa,Russian Empire,Poland,Poland,57,3,RDZN,PLC,MLV,POL,Radzanov|Ratzwalde [Ger|Radzenove|1943-45]|Radzanów|Radzanuv,"Poland, Vol. 4 (1989), pp. 417-418: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Radzanów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1051,1,Mława,Mlava
WRS_NSH_RDZJ,-525003,Radziejow,RADZIEJOW,Warsaw,Poland,52.616666666667|18.533333333333,Radziejów,Radziejów,Radziejów,"422 (in 1897), 599 (in 1921)",Warszawa,Warszawa,Russian Empire,Poland,Poland,51,8,RDZJ,WRS,NSH,POL,Radziajow|Radziejów|Rädichau [Ger WWII]|Radzeyuv,"Poland, Vol. 4 (1989), pp. 418-419: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Radziejów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1051,1,Nieszawa,Neshava
LMZ_SHC_RDZL,-525026,Radzilow,RADZILOW,Lomza,Poland,53.4|22.4,Radziłów,Radziłów,Radziłów,"891 (in 1897), 671 (in 1921)",Łomża,Białystok,Russian Empire,Poland,Poland,54,7,RDZL,LMZ,SHC,POL,Rodzilova|Radziluv|Radzilove|Radziłów|Radzhilov|Radzilovo,"Poland, Vol. 4 (1989), pp. 422-424: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Radziłów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1051,1,Szczuczyn,Shchuchin
WRS_RDM_RDZY,-525047,Radzymin,RADZYMIN,Warsaw,Poland,52.416666666667|21.183333333333,Radzymin,Radzymin,Radzymin,"2,136",Warszawa,Warszawa,Russian Empire,Poland,Poland,51,12,RDZY,WRS,RDM,POL,Radzmin|Rus]|Radomin|Radzymin [Pol|Radzimin|Radimin|Rodzamin|Rodimin,"Poland, Vol. 4 (1989), p. 424: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Radzymin""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1052,1,Radzymin,Radimin
SDL_RDN_RDZY,-525055,Radzyn Podlaski,RADZYN,Siedlce,Poland,51.783333333333|22.616666666667,Radzyń,Radzyń,Radzyń Podlaski,"2,853",Siedlce,Lublin,Russian Empire,Poland,Poland,60,8,RDZY,SDL,RDN,POL,Radzyń|Rodzin|Kozirynek|Radzin|Radzyn'|Radzyń Podlaski,"Poland, Vol. 7 (1999), p. 543-546: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Radzyn""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",543,1,Radzyń,Radin
GLC_ZYW_RJCZ,-525069,Rajcza,RAJCZA,Galicia,Poland,49.5|19.116666666667,Rajcza,Rajcza,Rajcza,"140 (in 1880), 132 (in 1921)",Galicia,Kraków,,Poland,Poland,62,13,RJCZ,GLC,ZYW,POL,Raycza|Reitcha|Rajcza,"Poland, Vol. 3 (1984), p. 345: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rajcza""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1054,1,Żywiec,Żywiec
LMZ_SHC_RJGR,-525073,Rajgrod,RAJGROD,Lomza,Poland,53.733333333333|22.7,Rajgród,Rajgród,Rajgród,"1,659 (in 1857), 1,625 (in 1897)",Łomża,Białystok,Russian Empire,Poland,Poland,54,7,RJGR,LMZ,SHC,POL,Raygrod|Raigrod|Raigrud|Rajgród,"Poland, Vol. 4 (1989), pp. 419-421: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rajgród"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1055,1,Szczuczyn,Shchuchin
RDM_OPT_RKW,-525107,Rakow,RAKOW (II),Radom,Poland,50.683333333333|21.05,Raków,Raków,Raków,"1,263 (in 1897), 1,112 (in 1921)",Radom,Kielce,Russian Empire,Poland,Poland,58,5,RKW,RDM,OPT,POL,Rakuv|Rakov|Rakev|Raków,"Poland, Vol. 7 (1999), pp. 553-555: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Raków"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1056,1,Opatów,Opatov
GLC_KLB_RNZW,-525174,Ranizow,RANIZOW,Galicia,Poland,50.266666666667|21.983333333333,Ranischau,Raniżów,Raniżów,350,Galicia,Lwów,Austrian Empire,Poland,Poland,62,26,RNZW,GLC,KLB,POL,Raisnov|Raniżów|Reinzov|Ranizov|Ranischau,,1058,1,Kolbuszowa,Kolbuszowa
PRU_PSN_RSZK,-525199,Raszkow,,Prussia,Poland,51.716666666667|17.733333333333,Raschkow,Raszków,Raszków,"214 (in 1839), 84 (in 1905)",Preußen,Poznań,Germany,Poland,Poland,,,RSZK,PRU,PSN,POL,Raschkow|Raszków|Raschkau [Ger 1939-45],,,1,Odolanów,Posen
PTR_RV_RWMZ,-525251,Rawa Mazowiecka,RAWA MAZOWIECKA,Piotrkow,Poland,51.766666666667|20.25,Rawa,Rawa Mazowiecka,Rawa Mazowiecka,"2,774",Piotrków,Warszawa,Russian Empire,Poland,Poland,56,7,RWMZ,PTR,RV,POL,Rava|Rava Mazovyetska|Rava Mazovietzk|Rawa|Rawa Mazowiecka,"Poland, Vol. 1 (1976), p. 257-260: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rawa Mazowiecka""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1061,1,Rawa,Rava
PRU_PSN_RWCZ,-525257,Rawicz,RAWICZ,Prussia,Poland,51.616666666667|16.866666666667,Rawitsch,Rawicz,Rawicz,"1,077 (in 1885), 139 (in 1921)",Preußen,Poznań,Germany,Poland,Poland,,,RWCZ,PRU,PSN,POL,Ravitch|Rawicz|Ravich|Ravitsh|Rawitsch,"Poland, Vol. 6 (1999), pp. 120-123: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rawicz"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1062,1,Rawicz,Posen
LBL_KHL_RJWC,-525383,Rejowiec,REJOWIEC,Lublin,Poland,51.083333333333|23.283333333333,Rejowiec,Rejowiec,Rejowiec,"824 (in 1857), 361 (in 1921)",Lublin,Lublin,Russian Empire,Poland,Poland,55,9,RJWC,LBL,KHL,POL,Rejowiec|Rayvits|Rejowiec Lubelski|Rayvitsh|Rayvitz|Reyvits|Reyovetz|Reyovyets,"Poland, Vol. 7 (1999), p. 548-550: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rejowiec""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1069,1,Chełm,Kholm
WRS_WRS_RMBR,-525421,Rembertow,REMBERTOW,Warsaw,Poland,52.25|21.166666666667,Rembertów,Rembertów,Rembertów,,Warszawa,Warszawa,Russian Empire,Poland,Poland,51,1,RMBR,WRS,WRS,POL,Rembertów|Rembertov|Nowy Rembertów,"Poland, Vol. 4 (1989), p. 433-434: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rembertow""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1069,1,Warszawa,Warsaw
PRU_PSN_RGZN,-525659,Rogozno,ROGOZNO,Prussia,Poland,52.75|17.016666666667,Rogasen,Rogoźno,Rogoźno,834,Preußen,Poznań,Germany,Poland,Poland,,,RGZN,PRU,PSN,POL,Rogasen|Rogoźno|Rogozhin|Rogóźno Wielkopolskie,"Poland, Vol. 6 (1999), p. 117-120: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rogozno""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1086,1,Oborniki,Posen
GLC_RZS_RPCZ,-525798,Ropczyce,,Galicia,Poland,50.05|21.616666666667,Ropczyce,Ropczyce,Ropczyce,"1,156 (in 1880), 1,069 (in 1910)",Galicia,Kraków,,Poland,Poland,62,38,RPCZ,GLC,RZS,POL,Ropschitze|Ropshitz|Ropshits|Ropchitse|Ropczyce,,,1,Ropczyce,Rzeszów
SDL_BL_RSSS,-525869,Rossosz,ROSSOSZ,Siedlce,Poland,51.85|23.133333333333,Rossosz,Rossosz,Rossosz,~300,Siedlce,Lublin,Russian Empire,Poland,Poland,60,2,RSSS,SDL,BL,POL,Rosash|Rossosh|Rossosz,"Poland, Vol. 7 (1999), p. 547-548: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rossosz""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",547,1,Biała Podlaska,Biela
LMZ_MKV_RZN,-525970,Rozan,ROZAN,Lomza,Poland,52.883333333333|21.416666666667,Różan,Różan,Różan,"1,698",Łomża,Warszawa,Russian Empire,Poland,Poland,54,4,RZN,LMZ,MKV,POL,Rizan|Ruzhan|Różan|Ruzan|Rozhan,"Poland, Vol. 4 (1989), p. 427-429: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rozan""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",427,1,Maków,Makov
PTR_PTR_RZPR,-526084,Rozprza,ROZPRZA,Piotrkow,Poland,51.3|19.633333333333,Rozprza,Rozprza,Rozprza,593 (in 1887),Piotrków,Łódż,Russian Empire,Poland,Poland,56,1,RZPR,PTR,PTR,POL,Rozpsha|Rozprza|Rospesha,"Poland, Vol. 1 (1976), p. 260-262: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rozprza""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1102,1,Piotrków,Petrokov
GLC_TRN_RZWD,-526110,Rozwadow,ROZWADOW,Galicia,Poland,50.583333333333|22.05,Rozwadów,Rozwadów,Rozwadów,"1,678 (in 1880), 3,373 (in 1910)",Galicia,Lwów,Austrian Empire,Poland,Poland,62,44,RZWD,GLC,TRN,POL,Stalowa Wola [Pol|Rozvadov|Rozwadów|Rozvadiv|Rozvedov|Rozvaduv|since 1973],"Poland, Vol. 3 (1984), p. 348: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rozwadów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1103,1,Tarnobrzeg,Tarnobrzeg
GLC_NSK_RDNK,-526330,Rudnik Nad Sanem,RUDNIK,Galicia,Poland,50.433333333333|22.25,Rudnik,Rudnik nad Sanem,Rudnik,"~1,200",Galicia,Lwów,Austrian Empire,Poland,Poland,62,33,RDNK,GLC,NSK,POL,Rudnik [Pol|Riduk|Ridnik|Rudnik nad Sanem|Rudnik-al-nehar-San|until 1997]|Rudnyk-nad-Syanom,,1104,1,Nisko,Nisko
KLS_KNN_RSSC,-526545,Russocice,,Kalisz,Poland,52.1|18.483333333333,Russocice,Russocice,Russocice,"244 (in 1857), 293 (in 1921)",Kalisz,Łódż,Russian Empire,Poland,Poland,52,4,RSSC,KLS,KNN,POL,Władysławów-Russocice|Władysławów|Vladislavov Rusochitza|Russocice,,,1,Konin,Konin
LMZ_LMZ_RTK,-526581,Rutki,RUTKI-KOSSAKI,Lomza,Poland,53.1|22.433333333333,Rutki,Rutki,Rutki,"545 (in 1897), 713 (in 1921)",Łomża,Białystok,Russian Empire,Poland,Poland,54,1,RTK,LMZ,LMZ,POL,Rutki-Kossaki|Rutke|Rutki [Pol|Rus],"Poland, Vol. 4 (1989), p. 429: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rutki-Kossaki"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1107,1,Łomża,Lomzha
PRU_SCH_RYBN,-526661,Rybnik,RYBNIK (II),Prussia,Poland,50.116666666667|18.533333333333,Rybnik,Rybnik,Rybnik,"432 (in 1869), 380 (in 1913)",Preußen,Sląsk,Germany,Poland,Poland,,,RYBN,PRU,SCH,POL,Ger]|Rybnik [Pol,"Poland, Vol. 3 (1984), pp. 353-355: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rybnik"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1108,1,Rybnik,Schlesien
GLC_DBR_RYBT,-526685,Rybotycze,RYBOTYCZE,Galicia,Poland,49.65|22.65,Rybotycze,Rybotycze,Rybotycze,"459 (in 1880), 446 (in 1900)",Galicia,Lwów,Austrian Empire,Poland,Poland,62,21,RYBT,GLC,DBR,POL,Ribitits|Rybotychi|Rybotycze|Ribatitsh|Ribotich|Ribotitch,"Poland, Vol. 2 (1980), pp. 514-515: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rybotycze"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1108,1,Dobromil,Dobromil
KLS_KNN_RYCH,-526716,Rychwal,RYCHWAL,Kalisz,Poland,52.066666666667|18.166666666667,Rychwał,Rychwał,Rychwał,"151 (in 1897), 242 (in 1921)",Kalisz,Łódż,Russian Empire,Poland,Poland,52,4,RYCH,KLS,KNN,POL,Richvol|Rychwał|Reichwald [Ger|Rikhvul|1943-45]|Rykhval,,1108,1,Konin,Konin
RDM_KZN_RYCZ,-526735,Ryczywol,RYCZYWÓŁ,Radom,Poland,51.683333333333|21.433333333333,Ryczywół,Ryczywół,Ryczywół,492 (in 1897),Radom,Kielce,Russian Empire,Poland,Poland,58,3,RYCZ,RDM,KZN,POL,Ritchvol|Ryczywół|Rychivul|Ritshevul|Ritshivel,"Poland, Vol. 7 (1999), p. 587: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Ryczywół"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",587,1,Kozienice,Kozenitsy
PRU_PSN_RYCZ,-526736,Ryczywol,RYCZYWOL,Prussia,Poland,52.816666666667|16.833333333333,Ritschenwalde,Ryczywół,Ryczywół,"168 (in 1895), 79 (in 1921)",Preußen,Poznań,Germany,Poland,Poland,,,RYCZ,PRU,PSN,POL,Ritschenwalde|Ryczywół,"Poland, Vol. 6 (1999), pp. 123-124: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Ryczywół"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1108,1,Oborniki,Posen
GLC_TRN_RYGL,-526761,Ryglice,RYGLICE,Galicia,Poland,49.883333333333|21.133333333333,Ryglice,Ryglice,Ryglice,385,Galicia,Kraków,,Poland,Poland,62,6,RYGL,GLC,TRN,POL,Riglitz|Ryglice,"Poland, Vol. 3 (1984), p. 355-356: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Ryglice""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",355,1,Tarnów,Tarnów
SDL_GRV_RYK,-526769,Ryki,RYKI,Siedlce,Poland,51.633333333333|21.933333333333,Ryki,Ryki,Ryki,"1,573",Siedlce,Lublin,Russian Empire,Poland,Poland,60,5,RYK,SDL,GRV,POL,Rus]|Rike|Ryki [Pol|Riki|Rika,"Poland, Vol. 7 (1999), p. 550-553: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Ryki""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",550,1,Garwolin,Garvolin
GLC_SNK_RYMN,-526779,Rymanow,RYMANOW,Galicia,Poland,49.583333333333|21.866666666667,Rymanów,Rymanów,Rymanów,"1,751 (in 1890), 1,412 (in 1921)",Galicia,Lwów,Austrian Empire,Poland,Poland,62,40,RYMN,GLC,SNK,POL,Rimenev|Rymaniv|Rimanov|Rimanuv|Rimenov|Reimannshau|Rimanovia|Rymanów,,1109,1,Sanok,Sanok
PLC_RYP_RYPN,-526806,Rypin,RYPIN,Plock,Poland,53.066666666667|19.45,Rypin,Rypin,Rypin,"1,732",Płock,Warszawa,Russian Empire,Poland,Poland,57,5,RYPN,PLC,RYP,POL,Rypin|1942–45]|Ripin|Rippin [Ger,"Poland, Vol. 4 (1989), p. 429-433: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rypin""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1110,1,Rypin,Rypin
GLC_NWY_RYTR,-526834,Rytro,,Galicia,Poland,49.483333333333|20.683333333333,Rytro,Rytro,Rytro,"28 (in 1880), 19 (in 1921)",Galicia,Kraków,,Poland,Poland,62,15,RYTR,GLC,NWY,POL,Rytro,,,1,Nowy Sącz,Nowy Sącz
GLC_GRL_RZPN,-526960,Rzepiennik Strzyzewski,RZEPIENNIK STRZYZEWSKI,Galicia,Poland,49.8|21.05,Rzepiennik Strzyżewski,Rzepiennik Strzyżewski,Rzepiennik Strzyżewski,"264 (in 1880), 224 (in 1921)",Galicia,Kraków,Austrian Empire,Poland,Poland,62,7,RZPN,GLC,GRL,POL,Rzepiennik Strzyżewski|Rżepiennik,"Poland, Vol. 3 (1984), p. 154-155: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rzepiennik Strzyzewski""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1111,1,Gorlice,Gorlice
GLC_RZS_RZSZ,-527004,Rzeszow,RZESZOW,Galicia,Poland,50.05|22,Rzeszów,Rzeszów,Rzeszów,"8,785 (in 1910)",Galicia,Lwów,,Poland,Poland,62,38,RZSZ,GLC,RZS,POL,Raishov|Zheshuv|Zheshov|Rzeszów|Žešova|Resovia|1941-45]|Rayshe|Řešov|Reisha|Reichshof [Ger|Riashiv|Raysha|Zhezhov|Risha,"Poland, Vol. 3 (1984), pp. 155-170: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rzeszów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1111,1,Rzeszów,Rzeszów
PTR_LDZ_RZGW,-527025,Rzgow,ZHGOW,Piotrkow,Poland,51.666666666667|19.5,Rzgów,Rzgów,Rzgów,202,Piotrków,Łódż,Russian Empire,Poland,Poland,56,5,RZGW,PTR,LDZ,POL,Zhguv|Zhgow|Rzgów|Zhagov,"Poland, Vol. 1 (1976), p. 105-106: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Rzgow""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1505,1,Łódź,Lodz'
GLC_MLC_RZCH,-527027,Rzochow,,Galicia,Poland,50.25|21.483333333333,Rzochów,Rzochów,Rzochów,158 (in 1880),Galicia,Kraków,Austrian Empire,Poland,Poland,62,14,RZCH,GLC,MLC,POL,Rizchov|Rzochów,,,1,Mielec,Mielec
GLC_MLC_SDKW,-527083,Sadkowa Gora,,Galicia,Poland,50.383333333333|21.333333333333,Sadkowa Góra,Sadkowa Góra,Sadkowa-Góra,,Galicia,Kraków,Austrian Empire,Poland,Poland,62,14,SDKW,GLC,MLC,POL,Sadkowa Góra,,,1,Mielec,Mielec
RDM_SND_SNDM,-527250,Sandomierz,SANDOMIERZ,Radom,Poland,50.683333333333|21.75,Sandomierz,Sandomierz,Sandomierz,"2,163 (in 1897), 2,641 (in 1921)",Radom,Kielce,Russian Empire,Poland,Poland,58,7,SNDM,RDM,SND,POL,Tzoizmir|Sandomirzh|Sandomyerz|Tsuzmir|Sandomierz|Tsoyzmir|Sandoměř|Tsoyzmer|Zuzmir|Tsuyzmir|Sudomir|Sandomir,"Poland, Vol. 7 (1999), pp. 363-368: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sandomierz"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1132,1,Sandomierz,Sandomir
WRS_GST_SNNK,-527265,Sanniki,SANNIKI,Warsaw,Poland,52.333333333333|19.866666666667,Sanniki,Sanniki,Sanniki,"44 (in 1880), 315 (in 1921)",Warszawa,Warszawa,Russian Empire,Poland,Poland,51,4,SNNK,WRS,GST,POL,Sanniki,,1135,1,Gostynin,Gostynin
GLC_SNK_SNK,-527272,Sanok,SANOK,Galicia,Poland,49.566666666667|22.2,Sanok,Sanok,Sanok,"~3,000",Galicia,Lwów,Austrian Empire,Poland,Poland,62,40,SNK,GLC,SNK,POL,Sanuk|Sonik|Sanok,"Poland, Vol. 3 (1984), p. 270: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sanok""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1135,1,Sanok,Sanok
SDL_KNS_SRNK,-527314,Sarnaki,SARNAKI,Siedlce,Poland,52.316666666667|22.883333333333,Sarnaki,Sarnaki,Sarnaki,"~800, 1,198 (in 1921)",Siedlce,Lublin,,Poland,Poland,,,SRNK,SDL,KNS,POL,Yid]|Sarnaki [Pol|Rus|Sarnak,"Poland, Vol. 7 (1999), p. 378-380: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sarnaki""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1139,1,Konstantynów,Konstantynów
LBL_KHL_SWN,-527389,Sawin,SAWIN,Lublin,Poland,51.266666666667|23.433333333333,Sawin,Sawin,Sawin,458,Lublin,Lublin,Russian Empire,Poland,Poland,55,9,SWN,LBL,KHL,POL,Savin [Yid|Rus]|Sawin,"Poland, Vol. 7 (1999), p. 324-325: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sawin""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1145,1,Chełm,Kholm
PRU_SCH_SCNW,-527422,Scinawa,STEINAU AN DER ODER,Prussia,Poland,51.416666666667|16.416666666667,Steinau an der Oder,Steinau an der Oder,Steinau an der Oder,"105 (in 1884), ~40 (in 1931)",Preußen,Preußen,Germany,Germany,Poland,,,SCNW,PRU,SCH,POL,Ścinawa|Steinau an der Oder|Steinau|Steinau am Oder,,1242,1,Niederschlesien,Schlesien
KLC_PLN_SCMN,-527438,Secemin,SECEMIN,Kielce,Poland,50.766666666667|19.833333333333,Secemin,Secemin,Secemin,171,Kielce,Kielce,,Poland,Poland,,,SCMN,KLC,PLN,POL,Secemin|Setzemin [Yid|Rus],"Poland, Vol. 7 (1999), p. 370-371: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Secemin""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1155,1,Włoszczowa,Włoszczowa
KLC_PLN_SDZS,-527467,Sedziszow,SENDZISZOW,Kielce,Poland,50.583333333333|20.066666666667,Sędziszów,Sędziszów,Sędziszów,~300 (in 1918),Kielce,Kielce,,Poland,Poland,,,SDZS,KLC,PLN,POL,Sendeshov|Sendzishuv|Sendishev|Sędziszów,"Poland, Vol. 7 (1999), pp. 368-370: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sędziszów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1160,1,Jędrzejów,Jędrzejów
GLC_RPC_SDZS,-527471,Sedziszow Malopolski,SEDZISZOW,Galicia,Poland,50.066666666667|21.7,Sędziszów,Sędziszów,Sędziszów Małopolski,"1,433 (in 1890), 861 (in 1921)",Galicia,Kraków,,Poland,Poland,,,SDZS,GLC,RPC,POL,Sęziszów|Sendziszov|Sendishev|Sędziszów|Shendeshov|Sędziszów Małopolski|Sendeshov,"Poland, Vol. 3 (1984), pp. 280-282: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sędziszów"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1157,1,Ropczyce,Ropczyce
SWL_SNY_SJNY,-527476,Sejny,SEJNY,Suwalki,Poland,54.1|23.35,Seiny,Sejny,Sejny,"2,368 (in 1857), 1,918 (in 1897)",Suwałki,Białystok,Russian Empire,Poland,Poland,59,7,SJNY,SWL,SNY,POL,Synee|Seinai|Senya|Sejni|Seiny|Sejny|Seini,"Poland, Vol. 4 (1989), pp. 331-333: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sejny"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1158,1,Suwałki,Seiny
PRU_WST_SPLN,-527514,Sepolno Krajenskie,SEMPOLNO,Prussia,Poland,53.45|17.533333333333,Zempelburg,Sępólno,Sępólno Krajeńskie,"1,218 (in 1853), 183 (in 1921)",Preußen,Pomorze,,Poland,Poland,,,SPLN,PRU,WST,POL,Cembelburg|Zempelburg|Sępólno Krajeńskie|Kraińskie|Sępólno Kraińskie|Sępolno,"Poland, Vol. 6 (1999), p. 95-96: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Sepolno""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",1160,1,Sępolno,Westpreußen
GLC_LSK_SRDN,-527524,Serednica,,Galicia,Poland,49.5|22.516666666667,Serednica,Serednica,Serednica,38 (in 1880),Galicia,Lwów,Austrian Empire,Poland,Poland,62,29,SRDN,GLC,LSK,POL,Serednica,,,1,Lisko,Lisko
WRS_PLT_SRCK,-527533,Serock,SEROCK,Warsaw,Poland,52.516666666667|21.066666666667,Serock,Serock,Serock,"2,054 (in 1897)",Warszawa,Warszawa,Russian Empire,Poland,Poland,51,11,SRCK,WRS,PLT,POL,Sierock|Rus]|Srotsk|Serock|Serotzk [Yid|Sierck|Serotsk,"Poland, Vol. 4 (1989), pp. 334-338: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Serock"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".",1164,1,Pułtusk,Pultusk
SDL_SDL_SRCZ,-527536,Seroczyn,,Siedlce,Poland,52.016666666667|21.933333333333,Seroczyn,Seroczyn,Seroczyn,179 (in 1931),Siedlce,Lublin,,Poland,Poland,,,SRCZ,SDL,SDL,POL,Serotchin|Seroczyn|Siroczyno,,,1,Siedlce,Siedlce
SDL_LKV_SRKM,-527541,Serokomla,SEROKOMLA,Siedlce,Poland,51.7|22.333333333333,Serokomla,Serokomla,Serokomla,~100,Siedlce,Lublin,Russian Empire,Poland,Poland,60,7,SRKM,SDL,LKV,POL,Serokomla,"Poland, Vol. 7 (1999), p. 378: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Serokomla""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",378,1,Łuków,Lukov
