code,id,name,dist,prov,code_prov,code_dist
HSS_HSS_HRSC,-1793126,Hirschhorn,Hesse,Hessen,,
WRT_GRM_HCHB,-1793423,Hochberg,,Wurttemberg,,
BYR_GRM_HCHB,-1793424,Hochberg,Unterfranken,Bayern,,
BYR_GRM_HCHH,-1793571,Hochheim,Unterfranken,Bayern,,
PRU_HSS_HCHH,-1793576,Hochheim Am Main,Hessen-Nassau,Prussia,,
PRU_RHN_HCHN,-1793660,Hochneukirch,Rheinland,Prussia,,
BYR_GRM_HCHS,-1793726,Hochspeyer,Pfalz,Bayern,,
PRU_HSS_HCHS,-1793733,Hochst,Hessen-Nassau,Prussia,,
HSS_GRM_HCHS,-1793749,Hochst An Der Nidder,,Hessen,,
HSS_GRM_HCHS2,-1793801,Hochst Im Odenwald,,Hessen,,
BDN_GRM_HCKN,-1793901,Hockenheim,,Baden,,
BYR_GRM_HF,-1793985,Hof,Oberfranken,Bayern,,
BDN_GRM_HFFN,-1794169,Hoffenheim,,Baden,,
PRU_HSS_HFGS,-1794194,Hofgeismar,Hessen-Nassau,Prussia,,
PRU_HSS_HFHM,-1794220,Hofheim Am Taunus,Hessen-Nassau,Prussia,,
BYR_GRM_HFHM,-1794222,Hofheim In Unterfranken,Unterfranken,Bayern,,
WRT_GRM_HHBC,-1794555,Hohebach,,Wurttemberg,,
PRU_WST_HHNL,-1795128,Hohenlimburg,Westfalen,Prussia,,
PRU_HSS_HHRG,-1795940,Hohr Grenzhausen,Hessen-Nassau,Prussia,,
PRU_HSS_HLZP,-1796739,Holzappel,Hessen-Nassau,Prussia,,
PRU_HSS_HLZH,-1797000,Holzhausen An Der Haide,Hessen-Nassau,Prussia,,
PRU_HSS_HLZH2,-1797004,Holzhausen Uber Aar,Hessen-Nassau,Prussia,,
HSS_GRM_HLZH,-1797054,Holzheim,,Hessen,,
BRN_GRM_HLZM,-1797166,Holzminden,,Braunschweig,,
HSS_GRM_HMBR,-1797288,Homberg,,Hessen,,
PRU_HSS_HMBR,-1797289,Homberg,Hessen-Nassau,Prussia,,
BYR_GRM_HMBR,-1797322,Homburg Am Main,Unterfranken,Bayern,,
PRU_HSS_HF,-1797472,Hoof,Hessen-Nassau,Prussia,,
OLD_GRM_HPPS,-1797629,Hoppstadten,,Oldenburg,,
BYR_GRM_HRBA,-1797649,Horb Am Main,Oberfranken,Bayern,,
WRT_GRM_HRBA,-1797667,Horb Am Neckar,,Wurttemberg,,
PRU_WST_HRD,-1797698,Horde,Westfalen,Prussia,,
PRU_HSS_HRNG,-1797753,Horinghausen,Hessen-Nassau,Prussia,,
LPP_GRM_HRN,-1797844,Horn,,Lippe,,
PRU_WST_HRST,-1798138,Horst,Westfalen,Prussia,,
BYR_GRM_HRST,-1798164,Horstein,Unterfranken,Bayern,,
PRU_WST_HRST2,-1798228,Horstmar,Westfalen,Prussia,,
BYR_GRM_HSBC,-1798275,Hosbach,Unterfranken,Bayern,,
PRU_RHN_HTTN,-1798338,Hottenbach,Rheinland,Prussia,,
PRU_WST_HXTR,-1798448,Hoxter,Westfalen,Prussia,,
PRU_HSS_HNFL,-1799335,Hunfeld,Hessen-Nassau,Prussia,,
BYR_GRM_HTTN,-1799757,Huttenbach,Mittelfranken,Bayern,,
BYR_GRM_HTTN2,-1799810,Huttenheim,Unterfranken,Bayern,,
PRU_RHN_HTTR,-1799866,Huttersdorf,Rheinland,Prussia,,
PRU_WST_IBBN,-1799954,Ibbenburen,Westfalen,Prussia,,
BYR_GRM_ICHN,-1799995,Ichenhausen,Schwaben,Bayern,,
BDN_GRM_IHRN,-1800155,Ihringen,,Baden,,
BYR_GRM_ILLR,-1800218,Illereichen,Schwaben,Bayern,,
PRU_RHN_ILLN,-1800233,Illingen,Rheinland,Prussia,,
BDN_GRM_ILVS,-1800304,Ilvesheim,,Baden,,
HSS_GRM_INGL,-1800753,Ingelheim Am Rhein,Pfalz,Hessen,,
BYR_GRM_INGN,-1800766,Ingenheim,Pfalz,Bayern,,
PRU_WST_ISRL,-1801105,Iserlohn,Westfalen,Prussia,,
BDN_GRM_ITTL,-1801202,Ittlingen,,Baden,,
WRT_GRM_JBNH,-1801666,Jebenhausen,,Wurttemberg,,
OLD_GRM_JVR,-1801884,Jever,,Oldenburg,,
BDN_GRM_JHLN,-1802040,Johlingen,,Baden,,
PRU_RHN_JCHN,-1802145,Juchen,Rheinland,Prussia,,
HSS_GRM_JGNH,-1802201,Jugenheim,,Hessen,,
BYR_GRM_KSRS,-1802780,Kaiserslautern,Pfalz,Bayern,,
PRU_RHN_KLKR,-1802947,Kalkar,Rheinland,Prussia,,
PRU_WST_KMN,-1803347,Kamen,Westfalen,Prussia,,
BDN_GRM_KRLS,-1803994,Karlsruhe,,Baden,,
PRU_HSS_KSSL,-1804271,Kassel,Hessen-Nassau,Prussia,,
PRU_RHN_KMPN,-1805148,Kempen,Rheinland,Prussia,,
HSS_GRM_KSTR,-1805440,Kestrich,,Hessen,,
PRU_HSS_KTTN,-1805471,Kettenbach,Hessen-Nassau,Prussia,,
PRU_SCH_KL,-1805669,Kiel,Schleswig-Holstein,Prussia,,
BDN_GRM_KPPN,-1805999,Kippenheim,,Baden,,
BDN_GRM_KRCH,-1806205,Kirchen,,Baden,,
PRU_HSS_KRCH,-1806290,Kirchhain,Hessen-Nassau,Prussia,,
BYR_GRM_KRCH,-1806316,Kirchheimbolanden,Pfalz,Bayern,,
BYR_GRM_KTZN,-1806637,Kitzingen,Unterfranken,Bayern,,
BYR_GRM_KLNB,-1807092,Kleinbockenheim,Pfalz,Bayern,,
BYR_GRM_KLNB2,-1807277,Kleineibstadt,Unterfranken,Bayern,,
BDN_GRM_KLNC,-1807286,Kleineicholzheim,,Baden,,
BYR_GRM_KLNR,-1807438,Kleinerdlingen,Schwaben,Bayern,,
BYR_GRM_KLNH,-1808045,Kleinheubach,Unterfranken,Bayern,,
BYR_GRM_KLNL,-1808212,Kleinlangheim,Unterfranken,Bayern,,
BYR_GRM_KLNS,-1808619,Kleinsteinach,Unterfranken,Bayern,,
BYR_GRM_KLNW,-1808743,Kleinwallstadt,Unterfranken,Bayern,,
PRU_RHN_KBLN,-1809855,Koblenz,Rheinland,Prussia,,
PRU_RHN_KLN,-1810561,Koln,Rheinland,Prussia,,
BDN_GRM_KNGS,-1810828,Konigsbach,,Baden,,
BYR_GRM_BDKN,-1810974,Bad Konigshofen Im Grabfeld,Unterfranken,Bayern,,
BDN_GRM_KNST,-1811125,Konstanz,,Baden,,
PRU_HSS_KRBC,-1811268,Korbach,Hessen-Nassau,Prussia,,
PRU_RHN_KRFL,-1812296,Krefeld,Rheinland,Prussia,,
BYR_GRM_KRGS,-1812848,Kriegshaber,Schwaben,Bayern,,
BYR_GRM_KRMB,-1813399,Krumbach Hurben,Schwaben,Bayern,,
BDN_GRM_KLSH,-1814235,Kulsheim,,Baden,,
BYR_GRM_KPS,-1814445,Kups,Oberfranken,Bayern,,
BDN_GRM_LHR,-1814929,Lahr,,Baden,,
BYR_GRM_LMBS,-1815047,Lambsheim,Pfalz,Bayern,,
BYR_GRM_LND,-1815168,Landau,Pfalz,Bayern,,
PRU_RHN_LNGN,-1815838,Langenlonsheim,Rheinland,Prussia,,
PRU_HSS_LNGN,-1815898,Langenschwarz,Hessen-Nassau,Prussia,,
PRU_HSS_LNGN2,-1815904,Langenselbold,Hessen-Nassau,Prussia,,
WRT_GRM_LDNB,-1816613,Laudenbach,,Wurttemberg,,
BYR_GRM_LDNB,-1816614,Laudenbach,Unterfranken,Bayern,,
PRU_RHN_LFRS,-1816704,Laufersweiler,Rheinland,Prussia,,
WRT_GRM_LPHM,-1816740,Laupheim,,Wurttemberg,,
HSS_GRM_LTRB,-1816888,Lauterbach,,Hessen,,
PRU_HNN_LR,-1817121,Leer,Hannover,Prussia,,
BYR_GRM_LMRS,-1817589,Leimersheim,Pfalz,Bayern,,
SCH_GRM_LPZG,-1817680,Leipzig,,Sachsen,,
HSS_GRM_LNGF,-1817990,Lengfeld,,Hessen,,
BYR_GRM_LTRS,-1818532,Leutershausen,Mittelfranken,Bayern,,
BDN_GRM_LTRS,-1818533,Leutershausen,,Baden,,
PRU_HSS_LCHN,-1818658,Lichenroth,Hessen-Nassau,Prussia,,
BDN_GRM_LCHT,-1818682,Lichtenau,,Baden,,
BYR_GRM_LCHT,-1818748,Lichtenfels,Oberfranken,Bayern,,
PRU_HSS_LMBR,-1819175,Limburg An Der Lahn,Hessen-Nassau,Prussia,,
HSS_GRM_LNDH,-1819630,Lindheim,,Hessen,,
PRU_RHN_LNNC,-1819803,Linnich,Rheinland,Prussia,,
PRU_WST_LPPS,-1819959,Lippstadt,Westfalen,Prussia,,
BYR_GRM_LSBR,-1819969,Lisberg,Oberfranken,Bayern,,
PRU_HSS_LHRH,-1820701,Lohrhaupten,Hessen-Nassau,Prussia,,
HSS_GRM_LLLR,-1820803,Lollar,,Hessen,,
HSS_GRM_LNDR,-1820835,Londorf,,Hessen,,
BDN_GRM_LRRC,-1820950,Lorrach,,Baden,,
HSS_GRM_LRSC,-1820954,Lorsch,,Hessen,,
PRU_RHN_LSNC,-1821007,Losnich,Rheinland,Prussia,,
LBC_GRM_LBCK,-1821233,Lubeck,,Lubeck,,
PRU_BRN_LCKN,-1821352,Luckenwalde,Brandenburg,Prussia,,
WRT_GRM_LDWG,-1821445,Ludwigsburg,,Wurttemberg,,
BYR_GRM_LDWG,-1821461,Ludwigshafen Am Rhein,Pfalz,Bayern,,
PRU_SCH_LTHR2,-1821906,Lutherstadt Wittenberg,Sachsen,Prussia,,
PRU_SCH_MGDB,-1822294,Magdeburg,Sachsen,Prussia,,
BYR_GRM_MNBR,-1822585,Mainbernheim,Unterfranken,Bayern,,
BYR_GRM_MNST,-1822608,Mainstockheim,Unterfranken,Bayern,,
HSS_GRM_MNZ,-1822614,Mainz,,Hessen,,
BDN_GRM_MLSC,-1822793,Malsch,,Baden,,
BDN_GRM_MLSC2,-1822794,Malsch (Bei Wiesloch),,Baden,,
BDN_GRM_MNNH,-1822951,Mannheim,,Baden,,
PRU_HSS_MNSB,-1822983,Mansbach,Hessen-Nassau,Prussia,,
PRU_HSS_MRDR,-1823104,Mardorf,Hessen-Nassau,Prussia,,
PRU_HSS_MRKB,-1823506,Markobel,Hessen-Nassau,Prussia,,
BYR_GRM_MRKT,-1823535,Markt Berolzheim,Mittelfranken,Bayern,,
BYR_GRM_MRKT2,-1823537,Marktbreit,Unterfranken,Bayern,,
BYR_GRM_MRLD,-1823616,Maroldsweisach,Unterfranken,Bayern,,
PRU_RHN_MYN,-1824196,Mayen,Rheinland,Prussia,,
PRU_RHN_MCKN,-1824263,Meckenheim,Rheinland,Prussia,,
PRU_HSS_MRHL,-1824352,Meerholz,Hessen-Nassau,Prussia,,
PRU_HSS_MMBR,-1824577,Meimbressen,Hessen-Nassau,Prussia,,
SCH_MNN_MNNG,-1824620,Meiningen,Meiningen,Sachsen,,
PRU_HSS_MLSN,-1824818,Melsungen,Hessen-Nassau,Prussia,,
BYR_GRM_MMML,-1824844,Memmelsdorf,Unterfranken,Bayern,,
BDN_GRM_MRCH,-1825012,Merchingen,,Baden,,
PRU_HSS_MRZH,-1825169,Merzhausen,Hessen-Nassau,Prussia,,
PRU_RHN_MRZG,-1825172,Merzig,Rheinland,Prussia,,
PRU_WST_MSCH,-1825179,Meschede,Westfalen,Prussia,,
PRU_HSS_MDT,-1825388,Meudt,Hessen-Nassau,Prussia,,
BDN_GRM_MCHL,-1825524,Michelfeld,,Baden,,
HSS_GRM_MCHL,-1825565,Michelstadt,,Hessen,,
PRU_RHN_MSNH,-1825659,Miesenheim,Rheinland,Prussia,,
PRU_WST_MNDN,-1825811,Minden,Westfalen,Prussia,,
BDN_GRM_MNGL,-1825833,Mingolsheim,,Baden,,
BYR_GRM_MTTL,-1826284,Mittelsinn,Unterfranken,Bayern,,
BYR_GRM_MTWT,-1826536,Mitwitz,Oberfranken,Bayern,,
PRU_RHN_MRS,-1826630,Moers,Rheinland,Prussia,,
LBC_GRM_MSLN,-1826746,Moisling,,Lubeck,,
PRU_RHN_MNCH,-1826958,Monchengladbach,Rheinland,Prussia,,
PRU_HSS_MNTB,-1827107,Montabaur,Hessen-Nassau,Prussia,,
PRU_HNN_MRNG,-1827598,Moringen,Hannover,Prussia,,
BDN_GRM_MSBC,-1827735,Mosbach,,Baden,,
WRT_GRM_MHLN,-1828386,Muhlen Am Neckar,,Wurttemberg,,
WRT_GRM_MHRN,-1828987,Muhringen,,Wurttemberg,,
PRU_RHN_MLHM,-1829024,Mulheim An Der Ruhr,Rheinland,Prussia,,
BDN_GRM_MLLH,-1829092,Mullheim,,Baden,,
BYR_GRM_MNCH,-1829149,Munchen,Oberbayern,Bayern,,
PRU_HNN_HNNV2,-1829250,Hannoversch Munden,Hannover,Prussia,,
PRU_WST_MNST,-1829320,Munster,Westfalen,Prussia,,
PRU_HSS_NSS,-1829828,Nassau,Hessen-Nassau,Prussia,,
PRU_BRN_NN,-1829936,Nauen,Brandenburg,Prussia,,
PRU_HSS_NMBR,-1829962,Naumburg,Hessen-Nassau,Prussia,,
BDN_GRM_NCKR,-1830090,Neckarbischofsheim,,Baden,,
PRU_WST_NHMH,-1830222,Neheim Husten,Westfalen,Prussia,,
BDN_GRM_NDNS,-1830263,Neidenstein,,Baden,,
PRU_HSS_NNTR,-1830358,Nentershausen,Hessen-Nassau,Prussia,,
BYR_GRM_NNZN,-1830363,Nenzenheim,Mittelfranken,Bayern,,
PRU_HSS_NSSL,-1830447,Nesselroden,Hessen-Nassau,Prussia,,
PRU_HSS_NTR,-1830495,Netra,Hessen-Nassau,Prussia,,
MCS_GRM_NBRN,-1830734,Neubrandenburg,,Mecklenburg Strelitz,,
MCS_GRM_NBKW,-1830784,Neubukow,,Mecklenburg Schwerin,,
BYR_GRM_NLNN,-1832255,Neuleiningen,Pfalz,Bayern,,
PRU_RHN_NMGN,-1832301,Neumagen,Rheinland,Prussia,,
BYR_GRM_NMRK,-1832324,Neumarkt In Der Oberpfalz,Oberpfalz,Bayern,,
PRU_HSS_NMRS,-1832348,Neumorschen,Hessen-Nassau,Prussia,,
PRU_RHN_NNKR,-1832438,Neunkirchen,Rheinland,Prussia,,
PRU_BRN_NRPP,-1832598,Neuruppin,Brandenburg,Prussia,,
PRU_RHN_NSS,-1832757,Neuss,Rheinland,Prussia,,
PRU_HNN_NSTD,-1832817,Neustadt Am Rubenberge,Hannover,Prussia,,
BYR_GRM_NSTD,-1832818,Neustadt An Der Aisch,Mittelfranken,Bayern,,
BYR_GRM_NSTD2,-1832821,Neustadt An Der Weinstrasse,Pfalz,Bayern,,
BYR_GRM_NULM,-1832935,Neu Ulm,Schwaben,Bayern,,
PRU_RHN_NWD,-1833037,Neuwied,Rheinland,Prussia,,
HSS_GRM_NDD,-1833161,Nidda,,Hessen,,
PRU_HSS_NDRL,-1833239,Niederaula,Hessen-Nassau,Prussia,,
PRU_WST_NDRM,-1833743,Niedermarsberg,Westfalen,Prussia,,
HSS_GRM_NDRO,-1833861,Nieder Ohmen,,Hessen,,
HSS_GRM_NDRO2,-1833863,Nieder Olm,,Hessen,,
HSS_GRM_NDRS,-1833961,Nieder Saulheim,,Hessen,,
WRT_GRM_NDRS,-1834046,Niederstetten,,Wurttemberg,,
BYR_GRM_NDRW,-1834144,Niederwerrn,Unterfranken,Bayern,,
PRU_RHN_NDRZ,-1834181,Niederzissen,Rheinland,Prussia,,
BDN_GRM_NNNN,-1834700,Nonnenweier,,Baden,,
PRU_HNN_NRDN,-1834765,Norden,Hannover,Prussia,,
PRU_SCH_NRDH,-1834902,Nordhausen,Sachsen,Prussia,,
BYR_GRM_NRDL,-1834971,Nordlingen,Schwaben,Bayern,,
WRT_GRM_NRDS,-1835023,Nordstetten,,Wurttemberg,,
BYR_GRM_NRNB,-1835238,Nurnberg,Mittelfranken,Bayern,,
BYR_GRM_OBBC,-1835369,Obbach,Unterfranken,Bayern,,
BYR_GRM_OBRL,-1835460,Oberaltertheim,Unterfranken,Bayern,,
PRU_HSS_OBRS,-1835497,Oberasphe,Hessen-Nassau,Prussia,,
PRU_HSS_OBRL,-1835532,Oberaula,Hessen-Nassau,Prussia,,
PRU_RHN_OBRD,-1835798,Oberdollendorf,Rheinland,Prussia,,
WRT_GRM_OBRD,-1835813,Oberdorf,,Wurttemberg,,
BYR_GRM_OBRL2,-1835958,Oberelsbach,Unterfranken,Bayern,,
BDN_GRM_OBRG,-1836273,Obergimpern,,Baden,,
HSS_GRM_OBRG,-1836281,Ober Gleen,,Hessen,,
BDN_GRM_OBRG2,-1836322,Obergrombach,,Baden,,
PRU_RHN_OBRH,-1836481,Oberhausen,Rheinland,Prussia,,
HSS_GRM_OBRK,-1836832,Ober Klingen,,Hessen,,
BYR_GRM_OBRL3,-1836938,Oberlauringen,Unterfranken,Bayern,,
BYR_GRM_OBRL4,-1837050,Oberlustadt,Pfalz,Bayern,,
HSS_GRM_OBRM,-1837132,Ober Mockstadt,,Hessen,,
BYR_GRM_OBRM,-1837158,Obermoschel,Pfalz,Bayern,,
BYR_GRM_OBRN,-1837213,Obernbreit,Unterfranken,Bayern,,
PRU_HSS_OBRN,-1837359,Obernkirchen,Hessen-Nassau,Prussia,,
HSS_GRM_OBRR,-1837513,Ober Ramstadt,,Hessen,,
HSS_GRM_OBRS,-1837850,Oberseemen,,Hessen,,
BYR_GRM_OBRT,-1838107,Oberthulba,Unterfranken,Bayern,,
PRU_HSS_OBRR,-1838156,Oberursel,Hessen-Nassau,Prussia,,
PRU_RHN_OBRW,-1838332,Oberwesel,Rheinland,Prussia,,
BYR_GRM_ODNB,-1838749,Odenbach,Pfalz,Bayern,,
BDN_GRM_ODNH,-1838770,Odenheim,,Baden,,
PRU_RHN_ODNK,-1838780,Odenkirchen,Rheinland,Prussia,,
WRT_GRM_ODHM,-1838928,Oedheim,,Wurttemberg,,
PRU_WST_OLD,-1838952,Oelde,Westfalen,Prussia,,
LPP_GRM_ORLN,-1838996,Oerlinghausen,,Lippe,,
BYR_GRM_OTTN,-1839049,Oettingen In Bayern,Schwaben,Bayern,,
HSS_GRM_OFFN,-1839089,Offenbach,,Hessen,,
PRU_RHN_OFFN,-1839092,Offenbach Am Glan,Rheinland,Prussia,,
BDN_GRM_OFFN,-1839098,Offenburg,,Baden,,
OLD_GRM_OLDN,-1839439,Oldenburg,,Oldenburg,,
HSS_GRM_OPPN,-1839730,Oppenheim,,Hessen,,
HSS_GRM_ORTN,-1839886,Ortenberg,,Hessen,,
PRU_RHN_OSNN,-1839942,Osann,Rheinland,Prussia,,
PRU_SCH_OSCH,-1839969,Oschersleben,Sachsen,Prussia,,
PRU_HNN_OSNB,-1840017,Osnabruck,Hannover,Prussia,,
BYR_GRM_OSTR,-1840233,Osterberg,Schwaben,Bayern,,
PRU_HNN_OSTR,-1840498,Osterode Am Harz,Hannover,Prussia,,
HSS_GRM_OSTH,-1840626,Osthofen,,Hessen,,
BYR_GRM_OTTN2,-1840832,Ottensoos,Mittelfranken,Bayern,,
BYR_GRM_OTTR,-1840913,Otterstadt,Pfalz,Bayern,,
PRU_HSS_OTTR,-1840982,Ottrau,Hessen-Nassau,Prussia,,
PRU_RHN_OTTW,-1840988,Ottweiler,Rheinland,Prussia,,
PRU_WST_OVNH,-1841040,Ovenhausen,Westfalen,Prussia,,
PRU_WST_PDRB,-1841161,Paderborn,Westfalen,Prussia,,
PRU_HNN_PPNB,-1841383,Papenburg,Hannover,Prussia,,
MCS_GRM_PRCH,-1841468,Parchim,,Mecklenburg Schwerin,,
PRU_WST_PCKL,-1841803,Peckelsheim,Westfalen,Prussia,,
PRU_HNN_PN,-1841863,Peine,Hannover,Prussia,,
HSS_GRM_PFFF,-1842418,Pfaffen Beerfurth,,Hessen,,
HSS_GRM_PFDD,-1842759,Pfeddersheim,,Hessen,,
WRT_GRM_PFLM,-1842910,Pflaumloch,,Wurttemberg,,
BDN_GRM_PFRZ,-1842944,Pforzheim,,Baden,,
HSS_GRM_PFNG,-1842989,Pfungstadt,,Hessen,,
BDN_GRM_PHLP,-1843006,Philippsburg,,Baden,,
BYR_GRM_PRMS,-1843341,Pirmasens,Pfalz,Bayern,,
SCH_GRM_PLN,-1843625,Plauen,,Sachsen,,
PRU_RHN_PPPL,-1844229,Poppelsdorf,Rheinland,Prussia,,
PRU_BRN_PTSD,-1844464,Potsdam,Brandenburg,Prussia,,
PRU_BRN_PRNZ,-1844704,Prenzlau,Brandenburg,Prussia,,
BYR_GRM_PRTZ,-1844761,Pretzfeld,Oberfranken,Bayern,,
BYR_GRM_PRCH,-1844794,Prichsenstadt,Unterfranken,Bayern,,
BDN_GRM_RNDG,-1846401,Randegg,,Baden,,
PRU_HSS_RSCH,-1846995,Rauischholzhausen,Hessen-Nassau,Prussia,,
PRU_HSS_RSCH2,-1847058,Rauschenberg,Hessen-Nassau,Prussia,,
BYR_GRM_RCKN,-1847260,Reckendorf,Unterfranken,Bayern,,
BYR_GRM_RGNS,-1847451,Regensburg,Oberpfalz,Bayern,,
HSS_GRM_RCHL,-1847737,Reichelsheim,,Hessen,,
BYR_GRM_RCHN,-1847844,Reichenberg,Unterfranken,Bayern,,
PRU_HSS_RCHN,-1847873,Reichensachsen,Hessen-Nassau,Prussia,,
PRU_SCH_RNDS,-1848695,Rendsburg,Schleswig-Holstein,Prussia,,
WRT_GRM_RXNG,-1849222,Rexingen,,Wurttemberg,,
PRU_RHN_RHNN,-1849248,Rhaunen,Rheinland,Prussia,,
PRU_RHN_RHNB,-1849277,Rheinbach,Rheinland,Prussia,,
BDN_GRM_RHNB,-1849284,Rheinbischofsheim,,Baden,,
PRU_RHN_RHNH,-1849314,Rheinhausen,Rheinland,Prussia,,
PRU_HSS_RHN,-1849362,Rhina,Hessen-Nassau,Prussia,,
BDN_GRM_RCHN,-1849433,Richen,,Baden,,
HSS_GRM_RMBC,-1850194,Rimbach,,Hessen,,
BYR_GRM_RMPR,-1850226,Rimpar,Unterfranken,Bayern,,
BYR_GRM_RCKN2,-1850721,Rockenhausen,Pfalz,Bayern,,
BYR_GRM_RDLB,-1850792,Rodalben,Pfalz,Bayern,,
PRU_HSS_RDLH,-1850859,Rodelheim,Hessen-Nassau,Prussia,,
BYR_GRM_RDLS,-1850867,Rodelsee,Unterfranken,Bayern,,
HSS_GRM_RHRB,-1851246,Rohrbach,,Hessen,,
BDN_GRM_RHRB,-1851259,Rohrbach,,Baden,,
HSS_GRM_RMRD,-1851687,Romrod,,Hessen,,
PRU_HSS_RMST,-1851692,Romsthal,Hessen-Nassau,Prussia,,
HSS_GRM_RSSD,-1852200,Rossdorf,,Hessen,,
MCS_GRM_RSTC,-1852370,Rostock,,Mecklenburg Schwerin,,
PRU_HSS_RTNB,-1852525,Rotenburg An Der Fulda,Hessen-Nassau,Prussia,,
BYR_GRM_RTHB,-1852695,Roth Bei Nurnberg,Mittelfranken,Bayern,,
BYR_GRM_RTHN,-1852906,Rothenburg Ob Der Tauber,Mittelfranken,Bayern,,
PRU_HSS_RTHN,-1852949,Rothenkirchen,Hessen-Nassau,Prussia,,
BYR_GRM_RLZH,-1853818,Rulzheim,Pfalz,Bayern,,
BDN_GRM_RST,-1854104,Rust,,Baden,,
PRU_RHN_SRBR,-1854320,Saarbrucken,Rheinland,Prussia,,
PRU_RHN_SRBR2,-1854323,Saarburg,Rheinland,Prussia,,
PRU_RHN_SRLS,-1854336,Saarlouis,Rheinland,Prussia,,
PRU_RHN_SRWL,-1854347,Saarwellingen,Rheinland,Prussia,,
PRU_SCH_BDSL,-1854811,Bad Salzelmen,Sachsen,Prussia,,
PRU_WST_SLZK,-1854839,Salzkotten,Westfalen,Prussia,,
PRU_SCH_SLZW,-1854858,Salzwedel,Sachsen,Prussia,,
PRU_RHN_SNKT,-1855359,Sankt Goar,Rheinland,Prussia,,
PRU_HSS_SNKT,-1855361,Sankt Goarshausen,Hessen-Nassau,Prussia,,
BYR_GRM_SNKT,-1855380,Sankt Ingbert,Pfalz,Bayern,,
PRU_RHN_SNKT2,-1855497,Sankt Tonis,Rheinland,Prussia,,
PRU_RHN_SNKT3,-1855507,Sankt Wendel,Rheinland,Prussia,,
BYR_GRM_SCHN,-1857058,Scheinfeld,Mittelfranken,Bayern,,
PRU_HSS_SCHN,-1857249,Schenklengsfeld,Hessen-Nassau,Prussia,,
PRU_SCH_SCHL,-1858380,Schleusingen,Sachsen,Prussia,,
PRU_HSS_SCHL,-1858783,Schluchtern,Hessen-Nassau,Prussia,,
PRU_HSS_SCHM,-1858926,Schmalkalden,Hessen-Nassau,Prussia,,
BDN_GRM_SCHM,-1859240,Schmieheim,,Baden,,
BYR_GRM_SCHN2,-1859415,Schnaittach,Mittelfranken,Bayern,,
BYR_GRM_SCHL,-1859853,Schollkrippen,Unterfranken,Bayern,,
PRU_BRN_SCHN,-1860200,Schoneberg,Brandenburg,Prussia,,
BYR_GRM_SCHP,-1860582,Schopfloch,Mittelfranken,Bayern,,
PRU_HSS_SCHP,-1861287,Schupbach,Hessen-Nassau,Prussia,,
BYR_GRM_SCHW,-1861452,Schwabach,Mittelfranken,Bayern,,
HSS_GRM_SCHW,-1861477,Schwabenheim,,Hessen,,
WRT_GRM_SCHW,-1861508,Schwabisch Hall,,Wurttemberg,,
LPP_GRM_SCHW,-1861630,Schwalenberg,,Lippe,,
BYR_GRM_SCHW2,-1861735,Schwanfeld,Unterfranken,Bayern,,
PRU_SCH_SCHW,-1861796,Schwarza,Sachsen,Prussia,,
PRU_BRN_SCHW,-1862363,Schwedt,Brandenburg,Prussia,,
BYR_GRM_SCHW3,-1862382,Schwegenheim,Pfalz,Bayern,,
PRU_RHN_SCHW,-1862399,Schweich,Rheinland,Prussia,,
BYR_GRM_SCHW4,-1862496,Schweinfurt,Unterfranken,Bayern,,
PRU_WST_SCHW,-1862622,Schwelm,Westfalen,Prussia,,
MCS_GRM_SCHW,-1862713,Schwerin,,Mecklenburg Schwerin,,
PRU_HSS_SLTR,-1863865,Selters,Hessen-Nassau,Prussia,,
HSS_GRM_SCKN,-1864227,Sickenhofen,,Hessen,,
PRU_RHN_SGBR,-1864483,Siegburg,Rheinland,Prussia,,
BDN_GRM_SGLS,-1864498,Siegelsbach,,Baden,,
PRU_WST_SGN,-1864509,Siegen,Westfalen,Prussia,,
PRU_RHN_SMMR,-1864992,Simmern,Rheinland,Prussia,,
BDN_GRM_SNGN,-1865081,Singen,,Baden,,
PRU_HSS_SNGH,-1865098,Singhofen,Hessen-Nassau,Prussia,,
BDN_GRM_SNSH,-1865133,Sinsheim,,Baden,,
PRU_RHN_SBRN,-1865269,Sobernheim,Rheinland,Prussia,,
PRU_WST_SST,-1865297,Soest,Westfalen,Prussia,,
PRU_HNN_SGL,-1865306,Sogel,Hannover,Prussia,,
PRU_RHN_SHRN,-1865371,Sohren,Rheinland,Prussia,,
PRU_RHN_SLNG,-1865425,Solingen,Rheinland,Prussia,,
PRU_HSS_SNTR,-1865923,Sontra,Hessen-Nassau,Prussia,,
OLD_GRM_STRN,-1866115,Sotern,,Oldenburg,,
PRU_BRN_SPND,-1866164,Spandau,Brandenburg,Prussia,,
BYR_GRM_SPYR,-1866426,Speyer,Pfalz,Bayern,,
HSS_GRM_SPRN,-1866930,Sprendlingen,,Hessen,,
HSS_GRM_SPRN2,-1866931,Sprendlingen,,Hessen,,
HSS_GRM_STDN,-1867149,Staden,,Hessen,,
PRU_HSS_STDT,-1867208,Stadtallendorf,Hessen-Nassau,Prussia,,
SCH_WMR_STDT,-1867253,Stadtlengsfeld,Weimar-Eisenach,Sachsen,,
BRN_GRM_STDT,-1867259,Stadtoldendorf,,Braunschweig,,
PRU_SCH_STSS,-1867592,Stassfurt,Sachsen,Prussia,,
