code,id,name,enc_name,enc_page
KVN_PNV_VSK,-2620415,Vaskai,VASKAI,1377
KVN_SHV_VGR,-2620435,Vegeriai,VEGERIAI,1379
SWL_SNY_VSJ,-2620438,Veisiejai,VEISIEJAI,1379
SWL_MRM_VVR,-2620440,Veiveriai,VEIVERIAI,230
KVN_RSS_VVRZ,-2620442,Veivirzenai,VEIVIRZENAI,1380
KVN_KVN_VLN,-2620454,Veliuona,VELIUONA,266
KVN_VL'_VDSK,-2620548,Vidiskiai,VIDISKIAI,1391
KVN_RSS_VDKL,-2620552,Vidukle,VIDUKLE,1391
KVN_SHV_VKSN,-2620560,Vieksniai,VEKSNIAI,1391
KVN_VL'_VSNT,-2620573,Viesintos,VIESINTOS,1395
VLN_TRK_VVS,-2620587,Vievis,VIEVIS,1395
KVN_KVN_VLJM,-2620612,Vilijampole,,
SWL_VLK_VLKV,-2620625,Vilkaviskis,VILKAVISKIS,1396
KVN_KVN_VLKJ,-2620634,Vilkija,VILKIJA,1397
VLN_VLN_VLNS,-2620663,Vilnius,WILNO,30
SWL_VLK_VRBL,-2620693,Virbalis,VIRBALIS,1404
SWL_MRM_VSKR,-2620721,Visakio Ruda,VISAKIO-RUDA,1404
SWL_VLK_VSTY,-2620738,Vistytis,,
KVN_VL'_VYZN,-2620819,Vyzuonos,VYZUONOS,1419
KVN_TLS_YLK,-2620821,Ylakiai,YLAKIAI,1477
KVN_SHV_ZGR,-2620841,Zagare,ZAGARE,1480
KVN_SHV_ZGR2,-2620841,Zagare,ZAGARE,1480
SWL_MRM_ZPYS,-2620890,Zapyskis,ZAPYSKIS,438
KVN_NVL_ZRS,-2620892,Zarasai,ZARASAI,1489
KVN_TLS_ZRN,-2620899,Zarenai,ZARENAI,1490
VLN_TRK_ZSL,-2620911,Zasliai,ZASLIAI,283
KVN_PNV_ZMLS,-2620933,Zeimelis,ZEIMELIS,1498
KVN_KVN_ZM,-2620938,Zeimiai,,
KVN_SHV_ZM,-2620941,Zeimiai,,
KVN_VL'_ZLV,-2620949,Zelva,ZELVA,1502
KVN_TLS_ZMCK,-2620954,Zemaiciu Kalvarija,,
KVN_RSS_ZMCN,-2620955,Zemaiciu Naumiestis,ZEMAICIU-NAUMIESTIS,1502
KVN_TLS_ZDK,-2620996,Zidikai,ZIDIKAI,1509
VLN_TRK_ZZMR,-2621005,Ziezmariai,ZIEZMARIAI,1510
LVL_ARN_KRSS,-2623022,Kuressaare,KURESSAARE,691
STP_IMB_NRV,-2623958,Narva,NARVA,360
EST_VSN_PD,-2624293,Paide,PAIDE,962
LVL_PRN_PRN,-2624430,Parnu,PERNU,980
EST_VZN_RKVR,-2624869,Rakvere,RAKVERE,369
EST_RVL_TLLN,-2625660,Tallinn,TALLINN,1284
LVL_IRV_TRT,-2625737,Tartu,TARTU,1296
EST_RVL_TL,-2625948,Tuula,,
LVL_VLK_VLG,-2626209,Valga,VALGA,1373
LVL_FLL_VLJN,-2626515,Viljandi,VILJANDI,322
LVL_VRR_VR,-2626645,Voru,,
SMB_ALT_ALTY,-2875499,Alatyr',,
ARK_ARK_ARKH,-2879191,Arkhangel'sk,,
KBN_LBN_ARMV,-2879357,Armavir,ARMAVIR,54
AST_AST_ASTR,-2880021,Astrakhan,,
DNV_RST_AZV,-2880822,Azov,AZOV,65
TL_BLV_BLV,-2883907,Belev,BELEV,100
KRS_BLG_BLGR,-2883930,Belgorod,BELGOROD,100
SML_BLY_BLYY,-2884636,Belyy,BELYI,104
ORL_BRN_BZHT,-2886141,Bezhitsa,ORDZHONIKIDZEGRAD,942
TMB_BRS_BRSG,-2892090,Borisoglebsk,,
ORL_BRN_BRYN,-2893495,Bryansk,BRIANSK,198
DGS_TMR_BYNK,-2895072,Buynaksk,,
ORN_CHL_CHLY,-2896749,Chelyabinsk,,
PRU_OST_CHRN,-2898062,Chernyakhovsk,INSTERBURG,549
PRU_OST_CHRN2,-2898152,Chernyshevskoye,EYDTKUHNEN,375
ZBK_CHT_CHT,-2899145,Chita,,
NVG_NVG_CHDV,-2899444,Chudovo,CHUDOVO,258
CHR_NVZ_CHRV,-2899947,Churovichi,CHUROVICHI,258
SML_PRC_DMDV,-2901087,Demidov,DEMIDOV,303
KRS_DMT_DMTR,-2902061,Dmitriyev L'govskiy,DMITRIEV-LGOVSKYI,314
SML_DRG_DRGB,-2903120,Dorogobuzh,DOROGOBUZH,323
SML_DKH_DKHV,-2904309,Dukhovshchina,DUKHOVSHCHINA,344
ORL_BRN_DYTK,-2904888,Dyatkovo,DIATKOVO,308
SML_GZH_GGRN,-2907579,Gagarin,GZHATSK,474
STP_TSR_GTCH,-2908111,Gatchina,KRASNOGVARDEYSK,673
STP_GDV_GDV,-2908393,Gdov,GDOV,420
PRU_OST_GSV,-2913313,Gusev,GUMBINNEN,469
MGL_ORS_GSN,-2913430,Gusino,GUSINO,470
PRU_OST_GVRD,-2913552,Gvardeysk,TAPIAU,1287
VTB_VLZ_ILN,-2914421,Il'ino,ILINO,545
GRD_GRD_INDR,-2915671,Indura,INDURA,547
IRK_IRK_IRKT,-2916144,Irkutsk,,
MGL_MST_KDN,-2918359,Kadino,KADINO,582
PRU_OST_KLNN,-2918852,Kaliningrad,KOENIGSBERG,641
KLG_KLG_KLG,-2919283,Kaluga,KALUGA,588
YNS_KNS_KNSK,-2920558,Kansk,,
KZN_KZN_KZN,-2923066,Kazan,,
PRM_KHB_KHBR,-2924116,Khabarovsk,,
MGL_MST_KHSL,-2925583,Khislavichi,KHISLAVICHI,618
KLG_ZHZ_KRV,-2928278,Kirov,KIROV,628
TMB_KRS_KRSN,-2928408,Kirsanov,,
CHR_NVZ_KLMV,-2929365,Klimovo,KLIMOVO,636
CHR_SRZ_KLNT,-2929489,Klintsy,KLINTSY,636
KST_KST_KSTR,-2934420,Kostroma,,
CHR_SRZ_KRSN,-2935823,Krasnaya Gora,KRASNAYA GORA,671
KBN_YKT_KRSN,-2936262,Krasnodar,KRASNODAR,673
YNS_KRS_KRSN,-2936665,Krasnoyarsk,,
STP_PTR_KRNS,-2938485,Kronshtadt,,
KRS_KRS_KRSK,-2941648,Kursk,,
TBL_KNS_KYBY,-2942402,Kuybyshev,,
ORL_LVN_LVNY,-2947107,Livny,LIVNY,739
PSK_NVR_LKNY,-2947453,Loknya,LOKNYA,746
STP_PTR_LMNS,-2947561,Lomonosov,,
STP_LG_LG,-2948350,Luga,LUGA,764
NVG_NVG_LYBN,-2949657,Lyuban',LIUBAN (II),738
MGL_ORS_LYBV,-2949670,Lyubavichi,LYUBAVICHI,778
KLG_ZHZ_LYDN,-2949867,Lyudinovo,LIUDINOVO,739
ORN_VRK_MGNT,-2950121,Magnitogorsk,,
CHR_MGL_MGLN,-2957321,Mglin,MGLIN,816
TMB_KZL_MCHR,-2957360,Michurinsk,,
MGL_ORS_MKLN,-2958143,Mikulino,MIKULINO,823
MGL_MST_MNST,-2959841,Monastyrshchina,MONASTYRSCHINA,845
TMB_MRS_MRSH,-2960252,Morshansk,,
MSV_MSC_MSKV,-2960561,Moskva,,
NKC_NLC_NLCH,-2962666,Nalchik,NALCHIK,871
ZBK_NRC_NRCH,-2964107,Nerchinsk,,
PRU_OST_NSTR,-2964260,Nesterov,STALLUPONEN,1232
VTB_NVL_NVL,-2964395,Nevel,NEVEL,887
NZH_NZH_NZHN,-2966853,Nizhniy Novgorod,,
NVG_NVG_VLKY,-2968530,Velikiy Novgorod,NOVGOROD,903
CHR_NVR_NVRS,-2970141,Novorossiysk,NOVOROSSYISK,906
PSK_NVR_NVRZ,-2970183,Novorzhev,NOVORZHEV,906
TMS_RSS_NVSB,-2970528,Novosibirsk,,
PSK_VLK_NVSK,-2970575,Novosokol'niki,NOVOSOKOLNIKI,906
CHR_NVZ_NVZY,-2971417,Novozybkov,NOVOZYBKOV,907
OMS_OMS_OMSK,-2974462,Omsk,,
PSK_OPC_OPCH,-2974712,Opochka,OPOCHKA,938
ORL_ORL_ORL,-2974908,Orel,ORIOL,943
ORN_ORN_ORNB,-2974927,Orenburg,,
PSK_OST_OSTR,-2976171,Ostrov,OSTROV,952
PRU_OST_OZRS,-2977271,Ozersk,,
STP_TSR_PVLV,-2979082,Pavlovsk,SLUTZK,1203
PSK_PSK_PCHR,-2979412,Pechory,PETSERI,983
PNZ_PNZ_PNZ,-2979687,Penza,,
PRM_PRM_PRM,-2980155,Perm,,
MGL_KLM_PTRV,-2981595,Petrovichi,PETROVICHI,982
CHR_MGL_PCHP,-2983519,Pochep,POCHEP,1006
CHR_MGL_PCHP2,-2983519,Pochep,POCHEP,1006
SML_ELN_PCHN,-2983573,Pochinok,POCHINOK,1006
CHR_STR_PGR,-2984446,Pogar,POGAR,1010
PRU_OST_PRVD,-2987502,Pravdinsk,FRIEDLAND,404
PSK_PSK_PSKV,-2989168,Pskov,PSKOV,1037
STP_TSR_PSHK,-2989612,Pushkin,PUSHKIN,1039
PSK_OST_PYTL,-2990437,Pytalovo,ABRENE,19
SML_RSL_RSLV,-2993079,Roslavl,ROSLAVL,1093
DNV_RST_RSTV,-2993218,Rostov Na-Donu,ROSTOV-ON-DON,1094
MGL_ORS_RDNY,-2993839,Rudnya,RUDNIYA,1104
RYZ_RZN_RYZN,-2994531,Ryazan,,
SMR_SMR_SMR,-2995930,Samara,,
STP_SNT_SNKT,-2996338,Sankt Peterburg,,
SRT_SRT_SRTV,-2996563,Saratov,,
VTB_SBZ_SBZH,-2997511,Sebezh,SEBEZH,1155
DNV_NV_SHKH,-3000230,Shakhty,SHAKHTY,1167
STP_SHL_SHLS,-3002999,Shlisselburg,SHLISSELBURG,1171
MGL_KLM_SHMY,-3003763,Shumyachi,SHUMIACHI,1173
STP_TSR_SVRS,-3004973,Siverskiy,SIVERSKYI,1188
RYZ_SKP_SKPN,-3005269,Skopin,SKOPIN,1194
SML_SML_SMLN,-3006140,Smolensk,SMOLENSK,1204
PRU_OST_SVTS,-3008427,Sovetsk,TILSIT,1307
NVG_STR_STRY,-3009831,Staraya Russa,STARAYIA RUSSA,1236
CHR_STR_STRD,-3010130,Starodub,STARODUB,1237
SMR_STV_STVR,-3011273,Stavropol',VOROSHILOVSK (I),1414
CHR_SRZ_SRZH,-3013474,Surazh,SURAZH (II),1265
CHR_SRZ_SVYT,-3014503,Svyatsk,SVIATSK,1269
SML_SYC_SYCH,-3014643,Sychevka,SYCHEVKA,1273
DNV_TGN_TGNR,-3015246,Taganrog,TAGANROG,1284
TMB_TMB_TMBV,-3015826,Tambov,,
MGL_MST_TTRS,-3016705,Tatarsk,TATARSK,1298
NVG_TKH_TKHV,-3018517,Tikhvin,TIKHVIN,1307
TMS_TMS_TMSK,-3019679,Tomsk,,
PSK_TRP_TRPT,-3020062,Toropets,TOROPETZ,1315
TL_TL_TL,-3022099,Tula,,
UF_UF_UF,-3024007,Ufa,,
ZBK_VRK_ULNU,-3024639,Ulan Ude,,
SMB_SMB_ULYN,-3025025,Ul'yanovsk,,
CHR_SRZ_UNCH,-3025207,Unecha,UNETCHA,1361
TMB_USM_USMN,-3026351,Usman,,
VTB_VLZ_USVY,-3027477,Usvyaty,USVIYATY,1365
PSK_VLK_VLKY,-3029851,Velikiye Luki,VELIKIYE LUKI,1381
VTB_VLZ_VLZH,-3029984,Velizh,VELIZH,1382
PRM_VLD_VLDV,-3033871,Vladivostok,,
SRT_TSR_VLGG,-3034353,Volgograd,STALINGRAD,1230
VLG_VLG_VLGD,-3034701,Vologda,,
VRN_VRN_VRNZ,-3035173,Voronezh,VORONEZH,1413
CHR_STR_VRNK,-3035275,Voronok,VORONOK,1413
SML_VZM_VYZM,-3036949,Vyazma,VYAZMA,1417
VYB_VYB_VYBR,-3037083,Vyborg,,
OLN_VYT_VYTG,-3037761,Vytegra,,
SML_DKH_YRTS,-3039341,Yartsevo,YARCEVO,1474
PRU_OST_YSNY,-3039599,Yasnoye,KAUKEHMEN,604
PRM_EKT_YKTR,-3040171,Yekaterinburg,,
ORL_YLT_YLTS,-3040507,Yelets,YELETS,1476
SML_ELN_YLNY,-3040811,Yel'nya,ELNIA,361
MGL_MST_ZKHR,-3044014,Zakharino,ZAKHARINO,1483
CHR_NVZ_ZLYN,-3047995,Zlynka,ZLYNKA,1515
PRU_OST_ZNMN,-3048110,Znamensk,WEHLAU,1436
CRL_GZN_AZPT,-3206643,Aizpute,AIZPUTE,24
KVN_NVL_AKNS,-3206682,Akniste,AKNISTE,25
LVL_VLK_ALKS,-3206721,Aluksne,ALUKSNE,36
LVL_VLK_AP,-3206808,Ape,APE,50
CRL_TKK_AC,-3206918,Auce,AUCE,61
VTB_LTS_BLTN,-3207078,Baltinava,BALTINAVA,83
VTB_LTS_BLV,-3207095,Balvi,BALVI,83
CRL_BSK_BSK,-3207144,Bauska,BAUSKA,92
KVN_PNV_BRNV,-3207496,Brunava,BRUNAVA,204
LVL_VND_CSS,-3207702,Cesis,CESIS,239
VTB_DVN_DGD,-3207800,Dagda,DAGDA,291
VTB_DVN_DGVP,-3207863,Daugavpils,DAUGAVPILS,296
CRL_MTV_DBL,-3207964,Dobele,DOBELE,316
CRL_VND_DNDG,-3208091,Dundaga,DUNDAGA,346
CRL_GRB_DRB,-3208107,Durbe,DURBE,347
CRL_ILL_EGLN,-3208212,Eglaine,EGLAINE,355
VTB_DVN_GSTN,-3208533,Gostini,GOSTINI,446
CRL_ILL_GRV,-3208597,Griva,GRIVA,454
CRL_GRB_GRBN,-3208605,Grobina,GROBINA,454
LVL_VLK_GLBN,-3208630,Gulbene,GULBENE,469
CRL_ILL_ILKS,-3208716,Ilukste,ILUKSTE,546
CRL_FRD_JNJL,-3208906,Jaunjelgava,JAUNJELGAVA,569
CRL_FRD_JKBP,-3209027,Jekabpils,JEKABPILS,570
CRL_MTV_JLGV,-3209031,Jelgava,,
CRL_TLS_KNDV,-3209286,Kandava,KANDAVA,594
VTB_LTS_KRSV,-3209345,Karsava,KARSAVA,213
VTB_RZH_KNT,-3209383,Kaunata,KAUNATA,609
LVL_RG_KKNS,-3209638,Koknese,KOKNESE,645
VTB_DVN_KRSL,-3209702,Kraslava,KRASLAVA,671
VTB_DVN_KRST,-3209819,Krustpils,KRUSTPILS,682
CRL_GLD_KLDG,-3209873,Kuldiga,KULDIGA,217
LVL_VND_LZDN,-3210145,Lazdona,,
CRL_GRB_LPJ,-3210389,Liepaja,LIEPAJA,170
LVL_VLM_LMBZ,-3210454,Limbazi,LIMBAZI,731
VTB_DVN_LVN,-3210485,Livani,LIVANI,739
LVL_VND_LBN,-3210548,Lubana,LUBANA,750
VTB_LTS_LDZ,-3210572,Ludza,LUDZA,160
LVL_VND_MDN,-3210634,Madona,MADONA,781
CRL_FRD_NRT,-3211216,Nereta,NERETA,881
LVL_RG_OGR,-3211301,Ogre,OGRE,931
VTB_DRS_PDRJ,-3211634,Piedruja,PIEDRUJA,987
CRL_VND_PLTN,-3211682,Piltene,PILTENE,205
LVL_RG_PLVN,-3211743,Plavinas,PLAVINAS,207
CRL_TLS_PPRV,-3211832,Popervale,,
VTB_DVN_PRL,-3211851,Preili,PREILI,207
CRL_GRB_PRKL,-3211876,Priekule,PRIEKULE,1026
VTB_RZH_RZKN,-3212185,Rezekne,RĒZEKNE,233
VTB_RZH_RBN,-3212203,Riebini,RIEBENI,1076
LVL_RG_RG,-3212216,Riga,RIGA,1077
LVL_VLM_RJN,-3212384,Rujiena,RUJIENA,1105
CRL_TLS_SBL,-3212456,Sabile,SABILE,1116
CRL_GLD_SLDS,-3212504,Saldus,SALDUS,1122
CRL_ILL_SLN,-3212721,Silene,SILENE,1184
VTB_RZH_SLML,-3212764,Silmala,MALTA,789
CRL_BSK_SKST,-3212809,Skaistkalne,SKAITSKALNE,1188
VTB_LTS_SKN,-3212826,Skaune,SKAUNE,1191
CRL_ILL_SKRD,-3212877,Skrudaliena,SKRUDALIENE,1196
CRL_GLD_SKRN,-3212879,Skrunda,SKRUNDA,1196
LVL_RG_SLK,-3212960,Sloka,SLOKA,200
LVL_VLK_SMLT,-3212995,Smiltene,SMILTENE,199
CRL_ILL_SBT,-3213304,Subate,,
CRL_TLS_TLS,-3213438,Talsi,TALSI,1286
CRL_TKK_TKMS,-3213646,Tukums,TUKUMS,1339
CRL_GZN_VND,-3213817,Vainode,VAINODE,1372
CRL_TLS_VLDM,-3213835,Valdemarpils,,
LVL_VLK_VLK,-3213847,Valka,VALKA,1373
VTB_RZH_VRKL,-3213892,Varaklani,VARAKLANI,1374
CRL_VND_VNTS,-3214120,Ventspils,VENTSPILS,1386
CRL_FRD_VST,-3214217,Viesite,VIESITE,1395
VTB_RZH_VLN,-3214256,Vilani,VILANI,1396
VTB_LTS_VLK,-3214306,Vilaka,VILAKA,119
VTB_DVN_VSK,-3214358,Viski,VISHKI,1405
VTB_LTS_ZLP,-3214592,Zilupe,ZILUPE,1512
LVL_VLM_VLMR,-3214770,Valmiera,VALMIERA,1374
SDL_LKV_ADMW,-492116,Adamow,ADAMOW,39
WRS_NSH_ALKS,-492229,Aleksandrow Kujawski,ALEKSANDROW-KUJAWSKI,28
PTR_LDZ_ALKS,-492230,Aleksandrow Lodzki,ALEKSANDROW,27
GLC_WDW_ANDR,-492267,Andrychow,ANDRYCHOW,44
LMZ_OST_ANDR,-492271,Andrzejewo,ANDRZEJEWO,45
PTR_LDZ_ANDR,-492280,Andrzejow,ANDRZEJOW,45
LBL_INV_ANNP,-492321,Annopol,ANNOPOL-RACHOW,46
SWL_AVG_AGST,-492452,Augustow,AUGUSTOW,63
PTR_NVR_ARLW,-492476,Aurelow,AURELOW,64
KLS_KL_BBK,-492488,Babiak,BABIAK,66
PRU_PSN_BBMS,-492527,Babimost,,
SDL_VNG_BCZK,-492601,Baczki,BACZKI,68
SWL_SVL_BKLR,-492685,Bakalarzewo,BAKALARZEWO,80
GLC_LSK_BLGR,-492736,Baligrod,BALIGROD,81
PRU_PMM_BN,-492765,Banie,,
LBL_PLN_BRNW,-492799,Baranow,BARANOW (II),88
PLC_PRS_BRNW,-492814,Baranowo,,
GLC_TRN_BRNW,-492818,Baranow Sandomierski,BARANOW (I),87
PRU_BRN_BRLN2,-492890,Barlinek,BERLINCHEN,132
PRU_OST_BRTS,-492966,Bartoszyce,BARTENSTEIN,91
PTR_BRZ_BDKW,-493057,Bedkow,BEDKOW,77
PTR_PTR_BLCH,-493112,Belchatow,BELKHATOW,102
GLC_CSZ_BLZC,-493151,Belzec,BELZEC,105
LBL_LBL_BLZY,-493153,Belzyce,BELZHYCE,105
SWL_SNY_BRZN,-493203,Berzniki,,
PRU_SCH_BLPR,-493258,Biala Prudnicka,ZUELZ,1520
RDM_OPC_BLCZ,-493288,Bialaczow,BIALACHOW,137
SDL_BL_BLPD,-493309,Biala Podlaska,BIALA PODLASKA,137
PTR_RV_BLRW,-493313,Biala Rawska,BIALA RAWSKA,137
RDM_RDM_BLBR,-493419,Bialobrzegi,BIALOBRZEGI,89
PRU_PMM_BLGR,-493427,Bialogard,BELGARD,100
GRD_PRZ_BLWZ,-493461,Bialowieza,BIALOWIEZA,138
PRU_WST_BLYB,-493482,Bialy Bor,,
GRD_BLS_BLYS,-493500,Bialystok,BIALYSTOK,138
GLC_GRL_BCZ,-493535,Biecz,BIECZ,143
WRS_LVC_BLWY,-493610,Bielawy,BIELAWY,143
PLC_PLT_BLSK,-493693,Bielsk,BIELSK,146
GLC_BL_BLSK,-493705,Bielsko Biala,BIELSKO-BIALA,146
GRD_BLS_BLSK,-493706,Bielsk Podlaski,,
PRU_SCH_BRTW,-493771,Bierutow,BERNSTADT,132
PLC_SRP_BZN,-493830,Biezun,BIEZUN,148
LBL_BLG_BLGR,-493851,Bilgoraj,BILGORAI,149
GLC_DBR_BRCZ,-493876,Bircza,BIRCZA,151
LBL_LBL_BSKP,-493910,Biskupice,BISKUPICE,97
PRU_WST_BSKP,-493923,Biskupiec,BISCHOFSWERDER,152
PRU_OST_BSKP,-493925,Biskupiec,BISCHOFSBURG,152
KLS_KLS_BLSZ,-493961,Blaszki,BLASZKI,156
GLC_RZS_BLZW,-493976,Blazowa,BLAZOWA,156
WRS_BLN_BLN,-494066,Blonie,BLONIE,157
PRU_PMM_BBLC,-494121,Bobolice,BUBLITZ,207
GLC_GRY_BBW,-494126,Bobowa,BOBOWA,157
PRU_SCH_BBRK,-494136,Bobrek,,
LBL_PLN_BBRW,-494170,Bobrowniki,BOBROWNIKI,79
GLC_BCH_BCHN,-494208,Bochnia,BOCHNIA,160
GRD_BLS_BCK,-494218,Bocki,BOCKI,163
PLC_PLT_BDZN,-494242,Bodzanow,BODZANOW,163
KLC_KLT_BDZN,-494250,Bodzentyn,BODZENTYN,164
RDM_SND_BGR,-494301,Bogoria,BOGORJA,164
GLC_NSK_BJNW,-494414,Bojanow,BOJANÓW,144
KLS_VLN_BLSL,-494466,Boleslawiec,BOLESLAWIEC,166
PRU_SCH_BLSL,-494467,Boleslawiec,BUNZLAU,221
WRS_LVC_BLMW,-494493,Bolimow,BOLIMOW,167
PRU_PSN_BRKW,-494610,Borek Wielkopolski,BOREK,131
GLC_MLC_BRW,-494726,Borowa,BOROWA,173
PRU_OST_BRNW,-495057,Braniewo,BRAUNSBERG,185
GRD_BLS_BRNS,-495064,Bransk,BRAŃSK,187
LMZ_OST_BRNS,-495065,Branszczyk,,
PRU_WST_BRDN,-495143,Brodnica,BRODNICA,200
LMZ_OST_BRK,-495197,Brok,BROK,202
PRU_SCH_BRZG,-495435,Brzeg,BRIEG,198
WRS_VLT_BRZS,-495464,Brzesc Kujawski,BRZESC KUJAWSKI,205
GLC_BRZ_BRZS,-495469,Brzesko,BRZESKO,74
PTR_BRZ_BRZZ,-495559,Brzeziny,BZHEZINY,228
PTR_NVR_NWBR,-495592,Nowa Brzeznica,BZHEZNICA,229
GLC_PLZ_BRZS,-495653,Brzostek,BRZOSTEK,207
GLC_BRZ_BRZZ,-495708,Brzozow,BRZOZÓW,207
PRU_PSN_BDZY,-496083,Budzyn,BUDZYN,131
PRU_PSN_BK,-496135,Buk,BUK,221
GLC_SNK_BKWS,-496259,Bukowsko,BUKOWSKO,221
KLS_SRD_BRZN,-496302,Burzenin,BUZHENIN,226
KLC_PLN_BSKZ,-496307,Busko Zdroj,BUSKO,224
LBL_LBL_BYCH,-496341,Bychawa,BYCHAWA,227
PRU_PSN_BYDG,-496361,Bydgoszcz,BYDGOSZCZ,227
PRU_SCH_BYTM,-496464,Bytom,,
PRU_PMM_BYTW,-496474,Bytow,BUETOW,220
GLC_CSZ_CWKW,-496612,Cewkow,CEWKOW,240
KLC_MKH_CHRS,-496678,Charsznica,CHARSZNICA,241
KLC_KLT_CHCN,-496707,Checiny,CHENCINI,245
LBL_KHL_CHLM,-496725,Chelm,CHELM,221
LBL_KHL_CHLM2,-496725,Chelm,CHELM,221
PRU_WST_CHLM,-496752,Chelmno,CHELMNO,244
PRU_WST_CHLM2,-496761,Chelmza,CHELMZHA,244
LBL_KRS_CHLN,-496776,Chlaniow,,
KLC_PLN_CHML,-496856,Chmielnik,CHMIELNIK,253
PRU_PMM_CHCW,-496924,Chociwel,FREIENWALDE,402
WRS_VLT_CHDC,-496938,Chodecz,CHODECZ,254
LBL_LBL_CHDL,-496940,Chodel,CHODEL,220
PRU_PSN_CHDZ,-496967,Chodziez,CHODZIEZH,254
PRU_BRN_CHJN,-496987,Chojna,KOENIGSBERG IN DER NEUMARK,643
PRU_WST_CHJN,-496992,Chojnice,CHOJNICE,254
PRU_SCH_CHJN,-497008,Chojnow,HAYNAU,501
GRD_BLS_CHRS,-497072,Choroszcz,CHOROSZCZ,256
PLC_PRS_CHRZ,-497082,Chorzele,CHORZELE,256
PRU_SCH_CHRZ,-497098,Chorzow,CHORZOW,257
PRU_BRN_CHSZ,-497109,Choszczno,ARNSWALDE,55
GLC_CHR_CHRZ,-497247,Chrzanow,CHRZANÓW,173
LBL_INV_CHRZ,-497249,Chrzanow,CHRZANOW,257
PLC_TSK_CCHN,-497461,Ciechanow,CIECHANOW,259
GRD_BLS_CCHN,-497464,Ciechanowiec,CIECHANOWIEC,260
WRS_NSH_CCHC,-497470,Ciechocinek,CIECHOCINEK,260
RDM_ILZ_CPLW,-497568,Ciepielow,CIEPIELOW,261
GLC_JRS_CPLC,-497579,Cieplice,CIEPLICE,261
GLC_CSZ_CSZN,-497632,Cieszanow,CIESZANOW,261
SLS_PLN_CSZY,-497660,Cieszyn,CIESZYN,261
GLC_GRY_CZKW,-497672,Ciezkowice,CIEZKOWICE,261
GLC_LSK_CSN,-497723,Cisna,CISNA,262
RDM_OPT_CMLW,-497769,Cmielow,ĆMIELÓW,420
LBL_KHL_CYCW,-497819,Cycow,CYCOW,284
PRU_PMM_CZPL,-497919,Czaplinek,TEMPELBURG,1302
PRU_WST_CZRN,-498027,Czarne,HAMMERSTEIN,494
LMZ_KLN_CZRN,-498049,Czarnia,,
PRU_PSN_CZRN,-498056,Czarnkow,CZARNKOW,284
GLC_NWY_CZRN,-498126,Czarny Dunajec,CZARNY DUNAJEC,284
GLC_BRZ_CZCH,-498188,Czchow,CZCHOW,304
SLS_PLN_CZCH,-498198,Czechowice Dziedzice,"CZECHOWICE""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""; P. 350: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""DZIEDZICE",285
PTR_BND_CZLD,-498232,Czeladz,,
LBL_LBR_CZMR,-498238,Czemierniki,CZEMIERNIKI,285
PRU_PSN_CZMP,-498240,Czempin,CZEMPIN,133
LMZ_OST_CZRW,-498374,Czerwin,CZERWIN,289
WRS_PLN_CZRW,-498377,Czerwinsk Nad Wisla,CERWINSK,239
PTR_CHN_CZST,-498439,Czestochowa,CZENSTOCHOWA,285
PRU_WST_CZLP,-498453,Czlopa,SCHLOPPE,1148
PRU_WST_CZLC,-498456,Czluchow,SCHLOCHAU,1147
GLC_RZS_CZDC,-498494,Czudec,CZUDEC,290
LMZ_OST_CZYZ,-498531,Czyzew Osada,CZYZEWO,290
KLS_KL_DB,-498576,Dabie,,
PRU_PMM_DB,-498582,Dabie,ALTDAMM,32
GRD_SKL_DBRW,-498704,Dabrowa Bialostocka,DOMBROWA,321
PTR_BND_DBRW,-498722,Dabrowa Gornicza,DOMBROWA GORNICZA,321
GLC_DBR_DBRW,-498751,Dabrowa Tarnowska,DOMBROWA TARNOWSKA,322
GLC_TRN_DBRW,-498765,Dabrowica,,
WRS_KTN_DBRW,-498780,Dabrowice,DOMBROWICE,322
PRU_OST_DBRW,-498918,Dabrowno,GILGENBURG,431
KLC_KLT_DLSZ,-498959,Daleszyce,DALESZYCE,291
PTR_BND_DNDW,-498995,Dandowka,DANDOWKA,292
GLC_RPC_DBC,-499114,Debica,DEMBICA,301
LBL_PLN_DBLN,-499184,Deblin,DEMBLIN-IRENA,302
PRU_WST_DBRZ,-499313,Debrzno,PREUSSISCH-FRIEDLAND,1025
RDM_OPT_DNKW,-499351,Denkow,DENKOW,304
LMZ_OST_DLGS,-499462,Dlugosiodlo,DLUGOSIODLO,314
GLC_WLC_DBCZ,-499526,Dobczyce,DOBCZYCE,316
GLC_LMN_DBR,-499566,Dobra,DOBRA (II),316
KLS_TRK_DBR,-499575,Dobra,DOBRA (I),316
PRU_PMM_DBR,-499579,Dobra,DABER,291
WRS_RDM_DBR,-499599,Dobre,DOBRE,316
PRU_OST_DBRM,-499604,Dobre Miasto,GUTTSTADT,471
PRU_SCH_DBRD,-499618,Dobrodzien,GUTTENTAG,470
PLC_LPN_DBRZ,-499742,Dobrzyn Nad Wisla,DOBRZYN NAD WISLA,318
GLC_BRZ_DMRD,-499858,Domaradz,DOMARADZ,107
PRU_PMM_DRWS,-499974,Drawsko Pomorskie,DRAMBURG,328
PRU_BRN_DRZD,-500003,Drezdenko,DRIESEN,331
