code,id,name,enc_name,enc_page
ERD_BSZ_BDCD,-1153988,Budacu De Jos,,
PDM_ITL_CHR,-115399,Chieri,CHIERI,1349
MLD_NMT_BDST,-1154021,Budesti,,
MRM_MRM_BDST,-1154023,Budesti,BUDESTI,218
MLD_NMT_BHS,-1154092,Buhusi,BUHUSI,220
BNT_TRN_BLGR,-1154140,Bulgarus,,
MLD_BTS_BRDJ,-1154220,Burdujeni,BURDUJENI,222
WLL_PRH_BSTN,-1154278,Busteni,,
WLL_BZ_BZ,-1154334,Buzau,BUZAU,226
ERD_CSK_CDRS,-1154398,Cadaresti,,
MLD_BC_CT,-1154413,Caiuti,CIAUTI,230
BNT_TMS_CLC,-1154419,Calacea,,
WLL_DLJ_CLFT,-1154423,Calafat,CALAFAT,231
WLL_ILM_CLRS,-1154435,Calarasi,CALARASI,231
ERD_KLZ_CLTL,-1154453,Calatele,CALATELE,231
MRM_MRM_CLNS,-1154504,Calinesti,CALINESTI (I),231
MRM_SZT_CLNS,-1154520,Calinesti Oas,CALINESTI (II),231
ERD_SZL_CMR,-1154587,Camar,,
MRM_SZT_CMRZ,-1154594,Camarzana,CAMARZANA,231
WLL_RMN_CRCL,-1154710,Caracal,CARACAL,232
BNT_KRS_CRNS,-1154728,Caransebes,CARANSEBES,232
MRM_SZT_CRS,-1154739,Caraseu,CARASEU,233
MRM_SZT_CR,-1154772,Carei,CAREI,233
ERD_SZL_CS,-1154843,Caseiu,,
MRM_SZT_CVNC,-1154949,Cavnic,,
ERD_SZL_CHSL,-1155015,Cehu Silvaniei,CEHUL SILVANIEI,235
KRS_BHR_CC,-1155017,Ceica,CEICA,236
KRS_BHR_CSR,-1155020,Ceisoara,,
KRS_ARD_CRM,-1155110,Cermei,CERMEIU,237
MLD_TTV_CRNT,-1155135,Cernati,,
DBR_CNS_CRNV,-1155139,Cernavoda,,
ERD_SZL_CRNS,-1155147,Cernesti,,
MRM_SZT_CRTZ,-1155178,Certeze,CERTEZE,239
WLL_PRH_CH,-1155241,Cheia,,
KRS_ARD_CHR,-1155322,Chier,,
KRS_ARD_CHSN,-1155452,Chisineu Cris,CHISINEU-CRIS,253
ERD_SZL_CHST,-1155480,Chiuiesti,CHIUESTI,253
BNT_TMS_CHZT,-1155487,Chizatau,,
BNT_TMS_CCV,-1155490,Ciacova,CIACOVA,258
MRM_UGC_CDRG,-1155525,Cidreag,,
KRS_BHR_CMPN,-1155578,Cimpanii De Sus,,
ERD_TRD_CMPT,-1155596,Cimpia Turzii,CAMPIA TURZII,232
WLL_PRH_CMPN,-1155599,Cimpina,CAMPINA,232
WLL_MSC_CMPL,-1155611,Campulung,,
MRM_MRM_CMPL,-1155614,Cimpulung La Tisa,CAMPULUNG LA TISA,232
BKV_KMP_CMPL,-1155616,Campulung Moldovenesc,CAMPULUNG-MOLDOVENESC,232
BKV_KMP_CRLB,-1155893,Cirlibaba,CARLIBABA,233
ERD_SZL_CTC,-1155967,Citcau,,
KRS_BHR_CTLC,-1156106,Ciutelec,,
ERD_KLZ_CLJN,-1156174,Cluj Napoca,,
ERD_SZL_CC,-1156247,Cociu,,
MLD_VSL_CDST,-1156281,Codaesti,CODAIESTI,266
MRM_SZT_CLTR,-1156421,Coltirea,,
DBR_CNS_CNST,-1156502,Constanta,CONSTANTA,269
KRS_BHR_CPCN,-1156540,Copaceni,,
ERD_SZL_CPLN,-1156558,Copalnic Manastur,COPALNIC MANASTUR,270
WLL_RMN_CRB,-1156569,Corabia,CORABIA,271
KRS_BHR_CRBS,-1156585,Corbesti,,
KRS_BHR_CRNS,-1156733,Cornisesti,,
MRM_SZT_CRD,-1156759,Corod,,
MRM_MRM_CST,-1156933,Costiui,,
MLD_BTS_CSL,-1156937,Cosula,,
KRS_BHR_CTGL,-1156961,Cotiglet,,
WLL_BRL_CTLN,-1157016,Cotu Lung,,
BNT_TMS_CVC,-1157032,Covaci,,
MLD_FLC_CVSN,-1157037,Covasna,,
MRM_MRM_CRCN,-1157100,Craciunesti,CRACIUNESTI,274
MRM_SZT_CRDR,-1157124,Craidorolt,CRAIDOROLT,280
WLL_DLJ_CRV,-1157134,Craiova,CRAIOVA,281
ERD_SZL_CRSN,-1157150,Crasna,CRASNA (I),281
MLD_DRH_CRST,-1157305,Cristinesti,,
ERD_SZL_CRST,-1157310,Cristolt,,
ERD_UDV_CRST,-1157318,Cristuru Secuiesc,CRISTUR,282
KRS_BHR_CBLC,-1157409,Cubulcut,,
KRS_ARD_CRTC,-1157565,Curtici,CURTICI,283
MLD_BC_DMNS,-1157678,Damienesti,DAMIENESTI,292
BKV_SCZ_DNL,-1157720,Danila,,
MLD_DRH_DRBN,-1157731,Darabani,,
BKV_SCZ_DRMN,-1157744,Darmanesti,DARMANESTI (II),292
ERD_MRS_DD,-1157903,Deda,DEDA,299
ERD_SZL_DJ,-1157917,Dej,DEJ,117
BNT_TMS_DT,-1158011,Deta,DETA,306
ERD_HNY_DV,-1158015,Deva,,
KRS_BHR_DSG,-1158127,Diosig,DIOSIG/BIHARDIOSZEG,76
ERD_CSK_DTR,-1158157,Ditrau,DITRAU,311
MRM_UGC_DBLT,-1158195,Dobolt,,
KRS_BHR_DBRS,-1158219,Dobresti,,
MLD_BC_DFTN,-1158300,Dofteana,,
MLD_SCV_DLHS,-1158321,Dolhasca,,
ERD_SZL_DMNN,-1158357,Domnin,,
BKV_SRT_DRNS,-1158383,Dornesti,DORNESTI,323
MLD_DRH_DRH,-1158403,Dorohoi,DOROHOI,323
MRM_MRM_DRGM,-1158546,Dragomiresti,DRAGOMIRESTI,328
MLD_FLC_DRNC,-1158645,Dranceni,DRANCENI,329
WLL_MHD_DRBT,-1158652,Drobeta Turnu Severin,TURNU-SEVERIN,1350
KRS_BHR_DMBR,-1158726,Dumbrava,,
ERD_KS_DMBR,-1158765,Dumbraveni,DUMBRAVENI (II),343
MLD_DRH_DMN,-1158800,Dumeni,,
KRS_BHR_DSST,-1158868,Dusesti,,
ERD_FGR_FGRS,-1158970,Fagaras,FAGARAS,376
BNT_KRS_FGT,-1158979,Faget,FAGET,376
MLD_FLC_FLC,-1159004,Falciu,FALCIU,192
MLD_SCV_FLTC,-1159010,Falticeni,FALTICENI,377
MRM_SZT_FRCS,-1159032,Farcasa,,
MRM_SZT_FRSG,-1159157,Fersig,,
ERD_MRS_FL,-1159198,Filea,FILEA,382
ERD_SZL_FZS,-1159377,Fizes,,
MLD_PTN_FCSN,-1159454,Focsani,FOCSANI,388
ERD_SZL_FDR,-1159459,Fodora,,
MLD_CVR_FLTS,-1159483,Foltesti,FOLTESTI,389
BKV_KMP_FRSN,-1159506,Frasin,FRASIN,400
BKV_RDT_FRTT,-1159547,Fratautii Noi,,
MLD_BTS_FRMS,-1159598,Frumusica,FRUMUSICA,406
WLL_GRJ_FRNZ,-1159609,Frunza,,
MLD_CVR_GLT,-1159773,Galati,GALATI,414
KRS_BHR_GLSP,-1159831,Galospetreu,,
BNT_TMS_GT,-1159889,Gataia,,
ERD_HNY_GG,-1159950,Geoagiu,GEOAGIU,425
KRS_BHR_GHNT,-1160000,Ghenetea,,
ERD_CSK_GHRG,-1160012,Gheorgheni,GHEORGHENI,429
ERD_SZL_GHRL,-1160041,Gherla,GHERLA,430
MRM_UGC_GHRT,-1160051,Gherta Mica,,
ERD_CSK_GHMS,-1160091,Ghimes,GHIMES-FAGET,430
ERD_SZL_GLG,-1160199,Gilgau,GALGAU,415
MLD_DRH_GRBN,-1160228,Girbeni,,
MRM_MRM_GLST,-1160328,Giulesti,GIULESTI,432
WLL_VLS_GRG,-1160365,Giurgiu,GIURGIU,432
MRM_MRM_GLD,-1160419,Glod,GLOD,434
KRS_BHR_GRS,-1160818,Grosi,,
KRS_ARD_GRHN,-1160943,Gurahont,GURAHONT,470
BKV_GRH_GRHM,-1160946,Gura Humorului,GURA-HUMORULUI,470
KRS_ARD_GRB,-1161024,Gurba,,
MRM_UGC_HLM,-1161123,Halmeu,,
MLD_BTS_HNST,-1161139,Hanesti,HANESTI,495
ERD_HNY_HTG,-1161197,Hateg,HATEG,500
MLD_DRH_HVRN,-1161206,Havirna,,
MLD_SCV_HC,-1161211,Heci,HECI-LESPEZI,502
ERD_KLZ_HD,-1161262,Hida,HIDA,512
MRM_SZT_HDG,-1161264,Hideaga,,
KRS_BHR_HDSL,-1161266,Hidisel,,
MLD_BTS_HRL,-1161298,Hirlau,HARLAU,499
ERD_SZL_HDD,-1161368,Hodod,HODOD,517
MRM_SZT_HMRD,-1161426,Homorodu De Mijloc,,
MRM_SZT_HVRL,-1161518,Hovrila,,
ERD_KLZ_HDN,-1161537,Huedin,HUEDIN,253
ERD_HNY_HNDR,-1161556,Hunedoara,HUNEDOARA,535
MLD_FLC_HS,-1161582,Husi,HUSI,536
MRM_SZT_IDR,-1161622,Iadara,,
MRM_MRM_IP,-1161653,Iapa,,
MLD_IS_IS,-1161664,Iasi,IASI,538
BKV_RDT_ISLV,-1161668,Iaslovat,,
ERD_SZL_ICLD,-1161711,Iclod,ICLODUL MARE,542
MRM_SZT_IGHR,-1161740,Iegheriste,,
MRM_MRM_ID,-1161753,Ieud,IEUD,543
ERD_ALS_IGH,-1161771,Ighiu,,
ERD_SZL_ILND,-1161796,Ileanda,,
BKV_GRH_ILSS,-1161822,Ilisesti,,
ERD_BSZ_ILVM,-1161842,Ilva Mare,,
KRS_ARD_IN,-1161868,Ineu,INEU,547
BKV_SCZ_ITCN,-1162017,Itcani,,
MLD_TCC_IVST,-1162056,Ivesti,,
MLD_BC_IZVR,-1162141,Izvoru Berheciului,TARGU-GLODURI,1288
ERD_SZL_JB,-1162213,Jibou,JIBOU,575
ERD_BSZ_JDVT,-1162222,Jidovita,JIDOVITA,575
BNT_TRN_JMBL,-1162251,Jimbolia,JIMBOLIA,575
MRM_SZT_LZR,-1162527,Lazuri,,
ERD_BSZ_LCHN,-1162541,Lechnita,LECHNITA,711
KRS_BHR_LLST,-1162571,Lelesti,,
BNT_TRN_LNHM,-1162579,Lenauheim,,
MRM_MRM_LRDN,-1162594,Leordina,LEORDINA,165
MLD_SCV_LSPZ,-1162630,Lespezi,HECI-LESPEZI,502
BNT_TMS_LPV,-1162741,Lipova,,
MLD_SCV_LTN,-1162777,Liteni,LITENI,737
MRM_SZT_LVD,-1162795,Livada,LIVADA,739
MRM_SZT_LVDM,-1162805,Livada Mica,,
ERD_TRD_LDS,-1162933,Ludus,,
BNT_KRS_LGJ,-1162943,Lugoj,,
ERD_MRS_LNCB,-1163044,Lunca Bradului,LUNCA BRADULUI,766
ERD_CSK_LNCD,-1163055,Lunca De Jos,LUNCA DE JOS,766
KRS_BHR_LNCS,-1163141,Luncsoara,,
ERD_HNY_LPN,-1163180,Lupeni,,
WLL_TLR_MGRL,-1163363,Magurele,,
MRM_MRM_MR,-1163578,Mara,,
KRS_BHR_MRGH,-1163660,Marghita,MARGHITA,169
ERD_SZB_MRPD,-1163725,Marpod,,
ERD_NGY_MDS,-1163842,Medias,MEDIAS,804
MRM_SZT_MDSA,-1163844,Mediesu Aurit,,
MRM_SZT_MCL,-1164024,Micula,MICULA,172
MLD_DRH_MHLN,-1164085,Mihaileni,MIHAILENI,180
MLD_BC_MLST,-1164168,Milestii De Sus,,
BKV_SCZ_MTCD,-1164428,Mitocu Dragomirnei,,
MLD_BC_MNST,-1164552,Moinesti,MOINESTI,177
MRM_MRM_MS,-1164556,Moisei,MOISEU,842
BKV_KMP_MLDV,-1164579,Moldovita,MOLDOVITA,843
WLL_DMB_MRN,-1164616,Moreni,MORENI,847
MLD_SCV_MTC,-1164697,Motca,,
KRS_ARD_NDB,-1164907,Nadab,,
HNG_CSN_NDLC,-1164933,Nadlac,NADLAC,867
ERD_SZL_NMN,-1164943,Naimon,,
MLD_PTN_NMLS,-1164952,Namoloasa,,
ERD_BSZ_NSD,-1164982,Nasaud,NASAUD,876
ERD_MRS_NZN,-1164999,Nazna,,
LMB_ITL_CRMN,-116503,Cremona,CREMONA,793
MLD_VSL_NGRS,-1165104,Negresti,NEGRESTI (I),879
MRM_SZT_NGRS,-1165114,Negresti Oas,NEGRESTI (II),879
ERD_SZL_NGRL,-1165122,Negrilesti,,
MLD_TCC_NCRS,-1165233,Nicoresti,,
KRS_BHR_NMST,-1165259,Nimaesti,,
ERD_SZL_NSFL,-1165356,Nusfalau,,
MLD_TCC_OCHN,-1165437,Ocheni,,
MRM_MRM_OCNS,-1165458,Ocna Sugatag,OCNA SUGATAG,924
MLD_PTN_ODBS,-1165505,Odobesti,ODOBESTI,928
MRM_SZT_ODR,-1165513,Odoreu,ODOREU,928
ERD_UDV_ODRH,-1165515,Odorheiu Secuiesc,ODORHEI,928
KRS_BHR_OGST,-1165527,Ogesti,,
WLL_ILF_OLTN,-1165647,Oltenita,OLTENITA,935
MRM_MRM_ONCS,-1165668,Oncesti,,
KRS_BHR_ORD,-1165711,Oradea,ORADEA MARE,940
ERD_HNY_ORST,-1165722,Orastie,ORASTIE,942
MRM_SZT_ORSN,-1165728,Orasu Nou,ORASUL NOU,942
BNT_KRS_ORVT,-1165733,Oravita,ORAVITA,942
ERD_KLZ_ORSF,-1165796,Orosfaia,,
BNT_KRS_ORSV,-1165798,Orsova,ORSOVA,944
KRS_BHR_OSRH,-1165835,Osorheiu,,
WLL_MHD_OSTR,-1165864,Ostrovu Mare,,
ERD_MRS_PDRN,-1165952,Padureni,,
ERD_SZL_PLTN,-1166061,Paltinoasa,,
MLD_PTN_PNC,-1166081,Panciu,PANCIU,964
ERD_KLZ_PNCN,-1166092,Paniceni,,
ERD_SZL_PNTC,-1166106,Panticeu,CLUJ DISTRICT,262
MLD_SCV_PSCN,-1166189,Pascani,PASCANI,195
MRM_SZT_PLSR,-1166317,Pelisor,,
BNT_TRN_PRM,-1166344,Periam,,
KRS_BHR_PSTS,-1166427,Pestis,,
ERD_HNY_PTRL,-1166513,Petrila,PETRILA,982
ERD_HNY_PTRS,-1166544,Petrosani,PETROSANI,982
MRM_MRM_PTRV,-1166548,Petrova,PETROVA,982
MLD_NMT_PTRN,-1166593,Piatra Neamt,PIATRA-NEAMT,986
KRS_ARD_PL,-1166681,Pilu,,
PDM_ITL_CN,-116669,Cuneo,CUNEO,1349
MRM_SZT_PSCR,-1166822,Piscari,,
BNT_TMS_PSCH,-1166823,Pischia,,
KRS_BHR_PSCL,-1166830,Piscolt,PISCOLT,997
WLL_PRH_PLST,-1167008,Ploiesti,PLOIESTI,1002
MLD_TTV_PLPN,-1167010,Plopana,PLOPANA,224
ERD_SZL_PLPS,-1167039,Plopis,,
MLD_IS_PDIL,-1167185,Podu Iloaiei,,
MLD_TCC_PDTR,-1167225,Podu Turcului,PODUL-TURCULUI,1009
ERD_MRS_PGC,-1167302,Pogaceaua,,
ERD_TRD_PN,-1167345,Poiana,,
ERD_SZL_PNBL,-1167379,Poiana Blenchii,,
MRM_MRM_PNLD,-1167487,Poienile De Sub Munte,POIENILE DE SUB MUNTE,1011
MRM_MRM_PNLI,-1167489,Poienile Izei,,
ERD_FGR_PRMB,-1167665,Porumbacu De Jos,,
MRM_UGC_PRMB,-1167674,Porumbesti,PORUMBESTI,1016
ERD_UDV_PRD,-1167748,Praid,PRAID,225
MLD_VSL_PNGS,-1167991,Pungesti,PUNGESTI,1039
ERD_SZL_PRCR,-1168013,Purcaret,,
MLD_BC_RCCN,-1168077,Racaciuni,RACACIUNI,1044
BKV_RDT_RDT,-1168196,Radauti,RADAUTI,1044
MLD_DRH_RDT,-1168197,Radauti,,
KRS_ARD_RDN,-1168227,Radna,RADNA,343
MLD_FLC_RDCN,-1168244,Raducaneni,RADUCANENI,240
ERD_SZL_RC,-1168441,Recea,,
ERD_MRS_RGHN,-1168488,Reghin,,
KRS_BHR_RMT,-1168498,Remetea,,
MRM_MRM_RMT,-1168512,Remeti,REMETI,1069
MRM_MRM_RPD,-1168522,Repedea,,
BNT_KRS_RST,-1168531,Resita,RESITA,1071
ERD_SZL_RTG,-1168539,Reteag,RETEAG,266
KRS_BHR_RN,-1168573,Rieni,,
WLL_RMN_RMNC,-1168613,Rimnicu Sarat,RAMNICU-SARAT,1056
WLL_VLC_RMNC,-1168614,Ramnicu Valcea,RAMNICU-VALCEA,1057
ERD_BSZ_RDN,-1168714,Rodna,,
KRS_BHR_RGZ,-1168739,Rogoz,,
MLD_RMN_RMN,-1168754,Roman,ROMAN,1088
MRM_MRM_RNDJ,-1168804,Rona De Jos,RONA DE JOS,1091
MRM_MRM_RNDS,-1168806,Rona De Sus,RONA DE SUS,1092
WLL_TLR_RSRD,-1168882,Rosiori De Vede,ROSIORI-DE-VEDE,253
MRM_MRM_RZVL,-1168939,Rozavlea,ROZAVLEA,262
MLD_NMT_RZNV,-1168941,Roznov,,
MRM_MRM_RSCV,-1169076,Ruscova,RUSCOVA,1106
MRM_MRM_SCL,-1169167,Sacel,SACEL,1117
KRS_BHR_SCN,-1169190,Sacueni,,
KRS_BHR_SLRD,-1169244,Salard,SALARD,76
BNT_KRS_SLBG,-1169265,Salbagel,,
MRM_MRM_SLST,-1169345,Salistea De Sus,SALISTEA DE SUS,1122
KRS_BHR_SLST,-1169353,Saliste Pomezeu,,
KRS_BHR_SLNT,-1169358,Salonta,,
ERD_TRD_SNDL,-1169386,Sandulesti,,
MRM_SZT_SNSL,-1169391,Sanislau,SANISLAU,1133
MRM_MRM_SPNT,-1169411,Sapinta,SAPANTA,193
MRM_MRM_SRS,-1169431,Sarasau,SARASAU,1139
BNT_TRN_SRVL,-1169474,Saravale,,
ERD_SZL_SRMS,-1169517,Sarmasag,,
ERD_KLZ_SRMS,-1169519,Sarmasel,SARMASELUL,1139
ERD_KLZ_SRMS2,-1169521,Sarmasu,SARMAS,1139
ERD_SZL_SSRM,-1169551,Sasarm,,
BNT_TMS_STCH,-1169587,Satchinez,,
MRM_SZT_STMR,-1169614,Satu Mare,SATU MARE,1143
MRM_MRM_STSG,-1169699,Satu Sugatag,,
MLD_DRH_SVN,-1169730,Saveni,SAVENI,183
MLD_IS_SCLN,-1169920,Sculeni,,
MRM_SZT_SN,-1170052,Seini,SEINI,199
KRS_ARD_SLS,-1170065,Seleus,,
ERD_NGY_SLS,-1170068,Seleusu,,
ERD_NGY_SLST,-1170071,Selistat,,
ERD_HRM_SFNT,-1170186,Sfintu Gheorghe,SFANTUL GHEORGHE,1166
ERD_SZB_SB,-1170221,Sibiu,SIBIU,1175
ERD_SZL_SC,-1170227,Sic,SIC,1176
MRM_MRM_S,-1170248,Sieu,SIEU,1181
ERD_SZL_SMGH,-1170251,Sieu Magherus,SIEU MAGHERUS,1181
MRM_MRM_SGHT,-1170262,Sighetu Marmatiei,SIGHET,1181
ERD_NGY_SGHS,-1170266,Sighisoara,SIGHISOARA,1183
KRS_BHR_SMBT,-1170345,Simbata,,
KRS_BHR_SMN,-1170371,Simian,,
ERD_SZL_SMLS,-1170388,Simleu Silvaniei,SIMLEUL SILVANIEI,1185
WLL_PRH_SN,-1170398,Sinaia,,
ERD_ALS_SNCR,-1170418,Sincrai,,
ERD_MRS_SNGR,-1170457,Singeorgiu De Padure,SANGEORGIUL DE PADURE,1133
ERD_BSZ_SNGR,-1170460,Singeorz Bai,SANGEORZ-BAI,1133
ERD_KS_SNMC,-1170496,Sinmiclaus,,
BNT_TRN_SNNC,-1170516,Sinnicolau Mare,SAN-NICOLAUL-MARE,1135
ERD_SZL_SNPT,-1170533,Sinpetru Almassului,,
ERD_SZL_SNTR,-1170573,Sintereag,SINTEREAG,1186
MRM_MRM_SRB,-1170646,Sirbi,SARBI,1139
MLD_IS_SRC,-1170656,Sirca,,
BKV_SRT_SRT,-1170659,Siret,SIRET,1186
WLL_PRH_SLNC,-1170715,Slanic,,
WLL_OLT_SLTN,-1170723,Slatina,SLATINA,1197
ERD_BSZ_SLTN,-1170736,Slatinita,,
MRM_MRM_SLTR,-1170741,Slatioara,,
WLL_ILM_SLBZ,-1170775,Slobozia,,
KRS_BHR_SM,-1170963,Soimi,,
BKV_RDT_SLC,-1170982,Solca,,
MRM_SZT_SLDB,-1170989,Solduba,,
MRM_SZT_SMCT,-1171016,Somcuta Mare,,
ERD_SZL_SMSO,-1171025,Somes Odorhei,,
ERD_SZL_SPRM,-1171123,Spermezeu,,
MLD_BTS_STFN,-1171260,Stefanesti,STEFANESTI,1242
ERD_SZL_STRC,-1171398,Stirciu,,
MLD_BTS_STRS,-1171463,Storesti,,
BKV_RDT_STRJ,-1171482,Straja,,
ERD_ALS_STRM,-1171512,Stremt,,
MRM_MRM_STRM,-1171548,Strimtura,STRAMTURA,1249
BKV_KMP_STLP,-1171595,Stulpicani,STULPICANY,1256
BKV_SCZ_SCV,-1171644,Suceava,SUCEAVA,1259
BKV_RDT_SCVT,-1171651,Sucevita,,
DBR_TLC_SLN,-1171706,Sulina,,
MLD_BTS_SLTT,-1171710,Sulita Tirg,SULITA (II),1263
KRS_BHR_SPLC,-1171734,Suplacu De Barcau,,
ERD_SZL_SPRD,-1171738,Supuru De Jos,,
ERD_SZL_SRDC,-1171767,Surduc,SURDUC,1266
ERD_SZL_TSND,-1172027,Tasnad,TASNAD,1298
ERD_TRD_TRN,-1172099,Taureni,,
MLD_NMT_TZL,-1172119,Tazlau,,
ERD_KLZ_TC,-1172125,Teaca,TEACA,1300
MLD_TCC_TCC,-1172141,Tecuci,TECUCI,138
ERD_ALS_TBR,-1172313,Tibru,,
KRS_BHR_TGNS,-1172364,Tiganestii De Cris,,
KRS_BHR_TLGD,-1172392,Tileagd,TILEAGD,76
KRS_BHR_TLCS,-1172394,Tilecus,,
BNT_TMS_TMSR,-1172411,Timisoara,TIMISOARA,1307
KRS_BHR_TNC,-1172426,Tinca,TINCA,1308
WLL_DMB_TRGV,-1172474,Targoviste,TARGOVISTE,1288
MLD_IS_TRGF,-1172485,Targu Frumos,TARGU-FRUMOS,1288
WLL_GRJ_TRGJ,-1172488,Targu Jiu,TARGU-JIU,1289
ERD_SZL_TRGL,-1172489,Tirgu Lapus,TARGU LAPUSULUI,1289
ERD_MRS_TRGM,-1172494,Targu Mures,TARGU-MURES,1289
MLD_NMT_TRGN,-1172495,Tirgu Neamt,TARGU-NEAMT,1289
MLD_BC_TRGO,-1172496,Tirgu Ocna,TARGU-OCNA,1290
ERD_HRM_TRGS,-1172498,Tirgu Secuiesc,TARGU SACUIESC,1290
MRM_UGC_TRNM,-1172524,Tarna Mare,TARNA MARE,1290
ERD_KS_TRNV,-1172536,Tirnaveni,TARNAVENI,1290
KRS_ARD_TRNV,-1172542,Tirnova,,
MRM_SZT_TRSL,-1172559,Tirsolt,TARSOLT,1296
MRM_MRM_TS,-1172570,Tisa,VIRISMORT,1404
KRS_BHR_TPDJ,-1172725,Topa De Jos,,
ERD_MRS_TPLT,-1172751,Toplita,TOPLITA,1313
KRS_BHR_TR,-1172887,Tria,,
KRS_BHR_TLC,-1172981,Tulca,,
DBR_TLC_TLC,-1172984,Tulcea,TULCEA,132
ERD_TRD_TRD,-1173043,Turda,,
MRM_UGC_TRT,-1173071,Turt,TURT,1350
MRM_UGC_TRLN,-1173078,Turulung,TURULUNG,1351
ERD_SZL_ULMN,-1173192,Ulmeni,ULMENI,1360
BNT_TMS_UNP,-1173297,Unip,,
ERD_HNY_URCN,-1173340,Uricani,,
ERD_SZL_URSR,-1173350,Urisor,URISOR,1362
ERD_KLZ_URMN,-1173376,Urmenis,,
KRS_BHR_VDCR,-1173492,Vadu Crisului,VAD / RÉV,76
MRM_MRM_VDIZ,-1173496,Vadu Izei,VAD,1372
KRS_BHR_VLLM,-1173811,Valea Lui Mihai,VALEA LUI MIHAI,1372
EML_ITL_FRRR,-117387,Ferrara,FERRARA,380
MRM_MRM_VLST,-1174121,Valea Stejarului,,
MRM_MRM_VLN,-1174234,Valeni,,
BKV_KMP_VM,-1174276,Vama,VAMA,523
KRS_BHR_VRSN,-1174304,Varaseni,,
MLD_VSL_VSL,-1174385,Vaslui,,
BKV_KMP_VTRD,-1174403,Vatra Dornei,VATRA-DORNEI,1379
MRM_SZT_VTS,-1174489,Vetis,,
BKV_RDT_VCVD,-1174511,Vicovu De Sus,VICOVUL DE SUS,1390
ERD_TRD_VSR,-1174583,Viisoara,,
KRS_BHR_VNTR,-1174703,Vintere,,
MRM_MRM_VSDJ,-1174803,Viseu De Jos,,
MRM_MRM_VSDM,-1174805,Viseu De Mijloc,,
MRM_MRM_VSDS,-1174806,Viseu De Sus,,
MLD_FLC_VTCN,-1175130,Vutcani,,
BNT_TMS_ZDRN,-1175145,Zadareni,,
ERD_SZL_ZL,-1175172,Zalau,ZALAU,1486
BNT_KRS_ZGRB,-1175293,Zgribesti,,
ERD_KLZ_ZMBR,-1175312,Zimbor,,
TSC_ITL_FRNZ,-117543,Firenze,FIRENZE,385
LGR_ITL_GNV,-118400,Genova,GENOVA,425
KST_GRZ_GRZ,-118701,Gorizia,GORIZIA,443
PDM_ITL_IVR,-119413,Ivrea,IVREA,1349
TSC_ITL_LVRN,-120258,Livorno,LIVORNO,712
TSC_ITL_LCC,-120405,Lucca,LUCCA,997
EML_ITL_LG,-120445,Lugo,LUGO,381
LMB_ITL_MNTV,-120965,Mantova,MANTOVA,792
AST_TRL_MRN,-121562,Merano,MERANO,811
SCL_ITL_MSSN,-121616,Messina,,
LMB_ITL_MLN,-121726,Milano,MILANO,823
EML_ITL_MDN,-121865,Modena,MODENA,835
CMP_ITL_NPL,-122902,Napoli,NAPOLI,874
VNT_ITL_PDV,-123662,Padova,PADOVA,961
SCL_ITL_PLRM,-123798,Palermo,PALERMO,964
EML_ITL_PRM,-123999,Parma,PARMA,974
MRC_ITL_PSR,-124331,Pesaro,PESARO,43
TSC_ITL_PTRS,-124774,Pietrasanta,PIETRASANTA,997
TSC_ITL_PS,-124918,Pisa,PISA,997
EML_ITL_RGGE,-126193,Reggio Emilia,REGGIO EMILIA,1067
LZ_ITL_RM,-126693,Roma,ROMA,1089
VNT_ITL_RVG,-126939,Rovigo,ROVIGO,962
PDM_ITL_SLZZ,-127207,Saluzzo,SALUZZO,1128
EML_ITL_SCND,-129176,Scandiano,SCANDIANO,835
MRC_ITL_SNGL,-129467,Senigallia,SENIGALLIA,43
TSC_ITL_SN,-129709,Siena,SIENA,1179
UMB_ITL_TRN,-130648,Terni,TERNI,1090
PDM_ITL_TRN,-130938,Torino,TORINO,1348
VNT_ITL_TRVS,-131327,Treviso,,
KST_TRS_TRST,-131346,Trieste,TRIESTE,1324
VNT_ITL_UDN,-131482,Udine,UDINE,443
MRC_ITL_URBN,-131528,Urbino,URBINO,43
VNT_ITL_VNZ,-132007,Venezia,VENEZIA,1384
PDM_ITL_VRCL,-132049,Vercelli,VERCELLI,1386
VNT_ITL_VRN,-132092,Verona,VERONA,1388
VNT_ITL_VCNZ,-132209,Vicenza,VICENZA,1388
VNT_ITL_VTTR,-132663,Vittorio Veneto,VENICE,1385
ELS_OBR_ALTK,-1407286,Altkirch,ALTKIRCH,34
MNT_FRN_ANGR,-1407646,Angers,ANGERS,45
ELS_LTH_AGNY,-1409127,Augny,,
VCL_FRN_AVGN,-1409631,Avignon,AVIGNON,64
MS_FRN_BRLD,-1410405,Bar Le-Duc,BAR-LE-DUC,86
BSS_FRN_BYNN,-1410844,Bayonne,BAYONNE,93
TRR_FRN_BLFR,-1411528,Belfort,BELFORT,100
ELS_NDR_BNFL,-1411832,Benfeld,BENFELD,108
ELS_OBR_BRGH,-1411939,Bergheim,,
DBS_FRN_BSNC,-1412198,Besancon,BESANÇON,133
HRL_FRN_BZRS,-1412490,Beziers,BEZIERS,137
BSS_FRN_BRRT,-1412526,Biarritz,BIARRITZ,141
ELS_OBR_BSHM,-1412613,Biesheim,,
ELS_OBR_BNVL,-1412745,Bionville Sur-Nied,,
